dataset	gene_set	logFC	t	p_value	FDR
GSE41804	HALLMARK_PROTEIN_SECRETION	0.117538766868655	1.428814905798639	0.15973165119714056	0.2218495155515841
GSE41804	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	-0.10636575783341837	-1.4884590828336057	0.14337159050975082	0.2048165578710726
GSE41804	HALLMARK_SPERMATOGENESIS	0.0607168218489599	1.2987809742560628	0.20041412776453668	0.26370279969017985
GSE41804	HALLMARK_TGF_BETA_SIGNALING	-0.01671811024506554	-0.237258030147648	0.8134973984595018	0.8654227643186189
GSE41804	HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.207999183359154	-2.2385775971027053	0.030003482129288758	0.09376088165402736
GSE41804	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.17336132191550382	2.316674891478692	0.024972108134726823	0.08324036044908942
GSE41804	HALLMARK_UV_RESPONSE_DN	-0.008898601677446407	-0.14558265161045333	0.8848792469279252	0.9029380070693115
GSE41804	HALLMARK_UV_RESPONSE_UP	-0.053260210694805	-1.1025992571352101	0.27586743676642494	0.3536762009825961
GSE41804	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.11457257867118806	1.8412396377461016	0.07196200470342833	0.1285035798275506
GSE41804	HALLMARK_XENOBIOTIC_METABOLISM	-0.4128021433312266	-5.484826885096437	1.645973765015611e-6	8.229868825078055e-5
