module	gene	rank	module_size
ProlifHub	CAP2	1	10
ProlifHub	ASPM	2	10
ProlifHub	CENPW	3	10
ProlifHub	PLVAP	4	10
ProlifHub	TOP2A	5	10
ProlifHub	ECT2	6	10
ProlifHub	NUSAP1	7	10
ProlifHub	ITGA6	8	10
ProlifHub	RACGAP1	9	10
ProlifHub	TTC13	10	10
HepLoss	FCN2	1	10
HepLoss	CLEC4M	2	10
HepLoss	LINC01093	3	10
HepLoss	ADAMTS13	4	10
HepLoss	FAM65C	5	10
HepLoss	ANGPTL6	6	10
HepLoss	ADGRG7	7	10
HepLoss	CDHR2	8	10
HepLoss	CLEC1B	9	10
HepLoss	CXCL14	10	10
