sample_id	tissue	cell_fraction	fraction
GSM3428768	tumor	Macrophages M0	0.0110597446800215
GSM3428768	tumor	T cells CD8	0.0905545862873947
GSM3428768	tumor	Macrophages M1	0.024705143409396
GSM3428768	tumor	T cells follicular helper	0.0377604765542029
GSM3428768	tumor	Mast cells activated	0.0172558923701905
GSM3428768	tumor	B cells memory	0.0501643355205815
GSM3428768	tumor	NK cells activated	0
GSM3428769	tumor	T cells CD4 memory resting	0.342509773626268
GSM3428769	tumor	Macrophages M2	0.110460951876404
GSM3428769	tumor	Plasma cells	0.0690692770533037
GSM3428769	tumor	Macrophages M0	0.0101513632387137
GSM3428769	tumor	T cells CD8	0.134234532875196
GSM3428769	tumor	Macrophages M1	0.0573520254423383
GSM3428769	tumor	T cells follicular helper	0.0614830788609649
GSM3428769	tumor	Mast cells activated	0.0349090373685117
GSM3428769	tumor	B cells memory	0.0568672496283205
GSM3428769	tumor	NK cells activated	0
GSM3428770	tumor	T cells CD4 memory resting	0.292912829459586
GSM3428770	tumor	Macrophages M2	0.150275540924558
GSM3428770	tumor	Plasma cells	0.13435013452354
GSM3428770	tumor	Macrophages M0	0.0600115622771803
GSM3428770	tumor	T cells CD8	0.124501487993221
GSM3428770	tumor	Macrophages M1	0.130396012751261
GSM3428770	tumor	T cells follicular helper	0
GSM3428770	tumor	Mast cells activated	0.00244936857583662
GSM3428770	tumor	B cells memory	0
GSM3428770	tumor	NK cells activated	0.057505831936941
GSM3428771	tumor	T cells CD4 memory resting	0.321557479953395
GSM3428771	tumor	Macrophages M2	0.0893405685110042
GSM3428771	tumor	Plasma cells	0.0989199208079646
GSM3428771	tumor	Macrophages M0	0.0356613498491683
GSM3428771	tumor	T cells CD8	0.0480066198254997
GSM3428771	tumor	Macrophages M1	0.0804687643005776
GSM3428771	tumor	T cells follicular helper	0.00680342221724556
GSM3428771	tumor	Mast cells activated	0
GSM3428771	tumor	B cells memory	0
GSM3428771	tumor	NK cells activated	0
GSM3428772	tumor	T cells CD4 memory resting	0.0730299396143482
GSM3428772	tumor	Macrophages M2	0.322097718682982
GSM3428772	tumor	Plasma cells	0.0773284153602106
GSM3428772	tumor	Macrophages M0	0
GSM3428772	tumor	T cells CD8	0.0869535297315902
GSM3428772	tumor	Macrophages M1	0.0372320070735136
GSM3428772	tumor	T cells follicular helper	0.129364273431958
GSM3428772	tumor	Mast cells activated	0
GSM3428772	tumor	B cells memory	0
GSM3428772	tumor	NK cells activated	0.117856485285971
GSM3428773	tumor	T cells CD4 memory resting	0.128393879660743
GSM3428773	tumor	Macrophages M2	0.254015855681516
GSM3428773	tumor	Plasma cells	0.0541376931319836
GSM3428773	tumor	Macrophages M0	0.0543042316446947
GSM3428773	tumor	T cells CD8	0.085215377654912
GSM3428773	tumor	Macrophages M1	0.0572984642549811
GSM3428773	tumor	T cells follicular helper	0.129149003526972
GSM3428773	tumor	Mast cells activated	0.0742288232638925
GSM3428773	tumor	B cells memory	0.0115106455825893
GSM3428773	tumor	NK cells activated	0.108602892684904
GSM3428774	tumor	T cells CD4 memory resting	0.14005645925945
GSM3428774	tumor	Macrophages M2	0.231366859545014
GSM3428774	tumor	Plasma cells	0.0919971290062736
GSM3428774	tumor	Macrophages M0	0.197238960982738
GSM3428774	tumor	T cells CD8	0.0491663042850494
GSM3428774	tumor	Macrophages M1	0.0307872366480827
GSM3428774	tumor	T cells follicular helper	0
GSM3428774	tumor	Mast cells activated	0.0174205619125359
GSM3428774	tumor	B cells memory	0.0406830860224492
GSM3428774	tumor	NK cells activated	0.0495328936440033
GSM3428775	tumor	T cells CD4 memory resting	0.142551724282505
GSM3428775	tumor	Macrophages M2	0.117771124431861
GSM3428775	tumor	Plasma cells	0.0903383698407833
GSM3428775	tumor	Macrophages M0	0.0539085811305409
GSM3428775	tumor	T cells CD8	0.145485131657581
GSM3428775	tumor	Macrophages M1	0.0606397438171495
GSM3428775	tumor	T cells follicular helper	0
GSM3428775	tumor	Mast cells activated	0
GSM3428775	tumor	B cells memory	0.0551174121834635
GSM3428775	tumor	NK cells activated	0.118727592468497
GSM3428776	tumor	T cells CD4 memory resting	0.200440685811564
GSM3428776	tumor	Macrophages M2	0.284862554919839
GSM3428776	tumor	Plasma cells	0.0833278616494863
GSM3428776	tumor	Macrophages M0	0.00921345648247592
GSM3428776	tumor	T cells CD8	0.0259332479465443
GSM3428776	tumor	Macrophages M1	0.0412745671470559
GSM3428776	tumor	T cells follicular helper	0.142786514051998
GSM3428776	tumor	Mast cells activated	0.00919360727692264
GSM3428776	tumor	B cells memory	0
GSM3428776	tumor	NK cells activated	0.109169750874238
GSM3428777	tumor	T cells CD4 memory resting	0.290290963080397
GSM3428777	tumor	Macrophages M2	0.0175075670763677
GSM3428777	tumor	Plasma cells	0.061870190046818103
GSM3428777	tumor	Macrophages M0	0.0746511449256618
GSM3428777	tumor	T cells CD8	0.0648049511979658
GSM3428777	tumor	Macrophages M1	0.11947974470554
GSM3428777	tumor	T cells follicular helper	0.0330059260578595
GSM3428777	tumor	Mast cells activated	0
GSM3428777	tumor	B cells memory	0.00868834009906213
GSM3428777	tumor	NK cells activated	0.078043940805275
GSM3428778	tumor	T cells CD4 memory resting	0.223081918916449
GSM3428778	tumor	Macrophages M2	0.128994582079672
GSM3428778	tumor	Plasma cells	0.0526392494416478
GSM3428778	tumor	Macrophages M0	0.0463440971854607
GSM3428778	tumor	T cells CD8	0.0799135031733745
GSM3428778	tumor	Macrophages M1	0.0207949641832339
GSM3428778	tumor	T cells follicular helper	0.0632063638380414
GSM3428778	tumor	Mast cells activated	0
GSM3428778	tumor	B cells memory	0
GSM3428778	tumor	NK cells activated	0.0818312455244029
GSM3428779	tumor	T cells CD4 memory resting	0.29229267889908
GSM3428779	tumor	Macrophages M2	0.199873608370859
GSM3428779	tumor	Plasma cells	0.068004523088633
GSM3428779	tumor	Macrophages M0	0.0386801885021359
GSM3428779	tumor	T cells CD8	0.099072183526285
GSM3428779	tumor	Macrophages M1	0.0408863605114077
GSM3428779	tumor	T cells follicular helper	0.0588359333505216
GSM3428779	tumor	Mast cells activated	0.0273253234494535
GSM3428779	tumor	B cells memory	0
GSM3428779	tumor	NK cells activated	0.0915483924715
GSM3428780	tumor	T cells CD4 memory resting	0.172773121228408
GSM3428780	tumor	Macrophages M2	0.497984123085133
GSM3428780	tumor	Plasma cells	0.0905697135181207
GSM3428780	tumor	Macrophages M0	0
GSM3428780	tumor	T cells CD8	0.0644880185993964
GSM3428780	tumor	Macrophages M1	0.0134794348159115
GSM3428780	tumor	T cells follicular helper	0.00374234869931606
GSM3428780	tumor	Mast cells activated	0.0329016709776686
GSM3428780	tumor	B cells memory	0
GSM3428780	tumor	NK cells activated	0.00657894086918497
GSM3428781	tumor	T cells CD4 memory resting	0.0563560583408139
GSM3428781	tumor	Macrophages M2	0.101635719608544
GSM3428781	tumor	Plasma cells	0.145458818395446
GSM3428781	tumor	Macrophages M0	0.105788641937877
GSM3428781	tumor	T cells CD8	0.248376291617011
GSM3428781	tumor	Macrophages M1	0.115231344174913
GSM3428781	tumor	T cells follicular helper	0.0948651316083057
GSM3428781	tumor	Mast cells activated	0.00120255912083962
GSM3428781	tumor	B cells memory	0.0272383057633008
GSM3428781	tumor	NK cells activated	0.0477787390136063
GSM3428782	tumor	T cells CD4 memory resting	0.19711517158696
GSM3428782	tumor	Macrophages M2	0.213011365435022
GSM3428782	tumor	Plasma cells	0.126340455618126
GSM3428782	tumor	Macrophages M0	0
GSM3428782	tumor	T cells CD8	0.107006044452935
GSM3428782	tumor	Macrophages M1	0.0561308502808478
GSM3428782	tumor	T cells follicular helper	0
GSM3428782	tumor	Mast cells activated	0.0393815179438569
GSM3428782	tumor	B cells memory	0.14658448837165
GSM3428782	tumor	NK cells activated	0.0500393924825551
GSM3428783	tumor	T cells CD4 memory resting	0.292070594194135
GSM3428783	tumor	Macrophages M2	0.201973873110975
GSM3428783	tumor	Plasma cells	0.063622244282098
GSM3428783	tumor	Macrophages M0	0.04218775352793
GSM3428783	tumor	T cells CD8	0.0338835430019337
GSM3428783	tumor	Macrophages M1	0.0844842718536196
GSM3428783	tumor	T cells follicular helper	0.00377814540054736
GSM3428783	tumor	Mast cells activated	0
GSM3428783	tumor	B cells memory	0
GSM3428783	tumor	NK cells activated	0.0548314286498508
GSM3428784	tumor	T cells CD4 memory resting	0.297503516049056
GSM3428784	tumor	Macrophages M2	0.104449313866307
GSM3428784	tumor	Plasma cells	0.0382364651671115
GSM3428784	tumor	Macrophages M0	0.0250942713355702
GSM3428784	tumor	T cells CD8	0.0392630983835118
GSM3428784	tumor	Macrophages M1	0.0214015298562079
GSM3428784	tumor	T cells follicular helper	0.0226834766069276
GSM3428784	tumor	Mast cells activated	0
GSM3428784	tumor	B cells memory	0
GSM3428784	tumor	NK cells activated	0.0814270180860085
GSM3428785	tumor	T cells CD4 memory resting	0.0619121529483446
GSM3428785	tumor	Macrophages M2	0.281440351580065
GSM3428785	tumor	Plasma cells	0.177917507355862
GSM3428785	tumor	Macrophages M0	0
GSM3428785	tumor	T cells CD8	0.140868506159304
GSM3428785	tumor	Macrophages M1	0.053238234092052
GSM3428785	tumor	T cells follicular helper	0.0342253957233416
GSM3428785	tumor	Mast cells activated	0.0618288460779186
GSM3428785	tumor	B cells memory	0.059045583658881
GSM3428785	tumor	NK cells activated	0.0378322596211381
GSM3428786	non_tumor	T cells CD4 memory resting	0.0734273247146544
GSM3428786	non_tumor	Macrophages M2	0.372717170421001
GSM3428786	non_tumor	Plasma cells	0.137338906782991
GSM3428786	non_tumor	Macrophages M0	0
GSM3428786	non_tumor	T cells CD8	0.117792521525457
GSM3428786	non_tumor	Macrophages M1	0.0184897892562728
GSM3428786	non_tumor	T cells follicular helper	0.0167792810821843
GSM3428786	non_tumor	Mast cells activated	0.0667953792487025
GSM3428786	non_tumor	B cells memory	0
GSM3428786	non_tumor	NK cells activated	0
GSM3428787	non_tumor	T cells CD4 memory resting	0.0246342351114267
GSM3428787	non_tumor	Macrophages M2	0.298359917798648
GSM3428787	non_tumor	Plasma cells	0.16780917905594
GSM3428787	non_tumor	Macrophages M0	0
GSM3428787	non_tumor	T cells CD8	0.141478647276819
GSM3428787	non_tumor	Macrophages M1	0.0467523854644827
GSM3428787	non_tumor	T cells follicular helper	0.0478358810938887
GSM3428787	non_tumor	Mast cells activated	0.0778205021603756
GSM3428787	non_tumor	B cells memory	0.00164296976673678
GSM3428787	non_tumor	NK cells activated	0.0448042158793821
GSM3428788	non_tumor	T cells CD4 memory resting	0.107884423604203
GSM3428788	non_tumor	Macrophages M2	0.313201635759016
GSM3428788	non_tumor	Plasma cells	0.155513434896729
GSM3428788	non_tumor	Macrophages M0	0
GSM3428788	non_tumor	T cells CD8	0.0612773894904373
GSM3428788	non_tumor	Macrophages M1	0.121475368027453
GSM3428788	non_tumor	T cells follicular helper	0.0445101259036935
GSM3428788	non_tumor	Mast cells activated	0.0114514786980441
GSM3428788	non_tumor	B cells memory	0.0272488520158623
GSM3428788	non_tumor	NK cells activated	0.0907528974211542
GSM3428789	non_tumor	T cells CD4 memory resting	0.0842837173255163
GSM3428789	non_tumor	Macrophages M2	0.129044626833886
GSM3428789	non_tumor	Plasma cells	0.267504411404405
GSM3428789	non_tumor	Macrophages M0	0.137628143296825
GSM3428789	non_tumor	T cells CD8	0.0605927851887093
GSM3428789	non_tumor	Macrophages M1	0.0455937395820147
GSM3428789	non_tumor	T cells follicular helper	0.0693433062255316
GSM3428789	non_tumor	Mast cells activated	0.0461916883956333
GSM3428789	non_tumor	B cells memory	0
GSM3428789	non_tumor	NK cells activated	0.0632050986945582
GSM3428790	non_tumor	T cells CD4 memory resting	0.181141113802931
GSM3428790	non_tumor	Macrophages M2	0.0747108720045703
GSM3428790	non_tumor	Plasma cells	0.251407220935121
GSM3428790	non_tumor	Macrophages M0	0
GSM3428790	non_tumor	T cells CD8	0.122176320203769
GSM3428790	non_tumor	Macrophages M1	0.128462788938843
GSM3428790	non_tumor	T cells follicular helper	0.0134282146152208
GSM3428790	non_tumor	Mast cells activated	0
GSM3428790	non_tumor	B cells memory	0.0632372126415157
GSM3428790	non_tumor	NK cells activated	0.0994104652927225
GSM3428791	non_tumor	T cells CD4 memory resting	0.136058309747669
GSM3428791	non_tumor	Macrophages M2	0.174241862720494
GSM3428791	non_tumor	Plasma cells	0.139887911429077
GSM3428791	non_tumor	Macrophages M0	0
GSM3428791	non_tumor	T cells CD8	0.143941770583321
GSM3428791	non_tumor	Macrophages M1	0.122117808105671
GSM3428791	non_tumor	T cells follicular helper	0.0630007901414309
GSM3428791	non_tumor	Mast cells activated	0.054638590312209
GSM3428791	non_tumor	B cells memory	0.00258995010463193
GSM3428791	non_tumor	NK cells activated	0.0429856841029741
GSM3428792	non_tumor	T cells CD4 memory resting	0.156661567255673
GSM3428792	non_tumor	Macrophages M2	0.235759058629565
GSM3428792	non_tumor	Plasma cells	0.212095513322406
GSM3428792	non_tumor	Macrophages M0	0
GSM3428792	non_tumor	T cells CD8	0.0892484245921872
GSM3428792	non_tumor	Macrophages M1	0.0439101464381232
GSM3428792	non_tumor	T cells follicular helper	0.00332034707236768
GSM3428792	non_tumor	Mast cells activated	0.0920807581168348
GSM3428792	non_tumor	B cells memory	0
GSM3428792	non_tumor	NK cells activated	0.0793394550544418
GSM3428793	non_tumor	T cells CD4 memory resting	0.139377613945115
GSM3428793	non_tumor	Macrophages M2	0.219623573844344
GSM3428793	non_tumor	Plasma cells	0.102896793577361
GSM3428793	non_tumor	Macrophages M0	0
GSM3428793	non_tumor	T cells CD8	0.113422480283389
GSM3428793	non_tumor	Macrophages M1	0.0254712505869422
GSM3428793	non_tumor	T cells follicular helper	0.0654962352169901
GSM3428793	non_tumor	Mast cells activated	0.0818149471785617
GSM3428793	non_tumor	B cells memory	0.0822107843400602
GSM3428793	non_tumor	NK cells activated	0.0808551221946859
GSM3428794	non_tumor	T cells CD4 memory resting	0.103773233073959
GSM3428794	non_tumor	Macrophages M2	0.275973323646751
GSM3428794	non_tumor	Plasma cells	0.122175059459532
GSM3428794	non_tumor	Macrophages M0	0
GSM3428794	non_tumor	T cells CD8	0.132706756065915
GSM3428794	non_tumor	Macrophages M1	0.0536516754813464
GSM3428794	non_tumor	T cells follicular helper	0.0980072675088411
GSM3428794	non_tumor	Mast cells activated	0
GSM3428794	non_tumor	B cells memory	0.0525482632877127
GSM3428794	non_tumor	NK cells activated	0.040267238328939
GSM3428795	non_tumor	T cells CD4 memory resting	0.194598569014734
GSM3428795	non_tumor	Macrophages M2	0.280577607942269
GSM3428795	non_tumor	Plasma cells	0.146601117450505
GSM3428795	non_tumor	Macrophages M0	0
GSM3428795	non_tumor	T cells CD8	0.112132646833514
GSM3428795	non_tumor	Macrophages M1	0.0274500337869693
GSM3428795	non_tumor	T cells follicular helper	0.0145029056495796
GSM3428795	non_tumor	Mast cells activated	0.074891233215186
GSM3428795	non_tumor	B cells memory	0.0410106928681461
GSM3428795	non_tumor	NK cells activated	0.0526619856457119
GSM3428796	non_tumor	T cells CD4 memory resting	0.139057695821022
GSM3428796	non_tumor	Macrophages M2	0.268797547384063
GSM3428796	non_tumor	Plasma cells	0.189275926624782
GSM3428796	non_tumor	Macrophages M0	0
GSM3428796	non_tumor	T cells CD8	0.119871402959663
GSM3428796	non_tumor	Macrophages M1	0.0594710487126072
GSM3428796	non_tumor	T cells follicular helper	0.0293521152617873
GSM3428796	non_tumor	Mast cells activated	0.0495126291296324
GSM3428796	non_tumor	B cells memory	0
GSM3428796	non_tumor	NK cells activated	0.0502745872691297
GSM3428797	non_tumor	T cells CD4 memory resting	0.158051672187219
GSM3428797	non_tumor	Macrophages M2	0.139239691497861
GSM3428797	non_tumor	Plasma cells	0.321042866238172
GSM3428797	non_tumor	Macrophages M0	0
GSM3428797	non_tumor	T cells CD8	0.138932131989715
GSM3428797	non_tumor	Macrophages M1	0.109532291227841
GSM3428797	non_tumor	T cells follicular helper	0
GSM3428797	non_tumor	Mast cells activated	0
GSM3428797	non_tumor	B cells memory	0
GSM3428797	non_tumor	NK cells activated	0.0561271241800222
GSM3428798	non_tumor	T cells CD4 memory resting	0.0184264335361263
GSM3428798	non_tumor	Macrophages M2	0.277292939427359
GSM3428798	non_tumor	Plasma cells	0.1233907492507
GSM3428798	non_tumor	Macrophages M0	0
GSM3428798	non_tumor	T cells CD8	0.153653752667334
GSM3428798	non_tumor	Macrophages M1	0.0697273214098925
GSM3428798	non_tumor	T cells follicular helper	0.0635891754265462
GSM3428798	non_tumor	Mast cells activated	0.0441171814476633
GSM3428798	non_tumor	B cells memory	0.0578063094301526
GSM3428798	non_tumor	NK cells activated	0.024049687363261
GSM3428799	non_tumor	T cells CD4 memory resting	0.173053611106367
GSM3428799	non_tumor	Macrophages M2	0.0808513182955256
GSM3428799	non_tumor	Plasma cells	0.162669817303249
GSM3428799	non_tumor	Macrophages M0	0
GSM3428799	non_tumor	T cells CD8	0.0493456093568499
GSM3428799	non_tumor	Macrophages M1	0.132202378302177
GSM3428799	non_tumor	T cells follicular helper	0.0536555318673766
GSM3428799	non_tumor	Mast cells activated	0.0840174290014864
GSM3428799	non_tumor	B cells memory	0.0101674966248019
GSM3428799	non_tumor	NK cells activated	0.0992134803693969
GSM3428800	non_tumor	T cells CD4 memory resting	0.102896059313271
GSM3428800	non_tumor	Macrophages M2	0.269654874957378
GSM3428800	non_tumor	Plasma cells	0.131349169751837
GSM3428800	non_tumor	Macrophages M0	0
GSM3428800	non_tumor	T cells CD8	0.132985530240083
GSM3428800	non_tumor	Macrophages M1	0.104782123000352
GSM3428800	non_tumor	T cells follicular helper	0.0761249387348898
GSM3428800	non_tumor	Mast cells activated	0.0203836694958767
GSM3428800	non_tumor	B cells memory	0
GSM3428800	non_tumor	NK cells activated	0.0251646467886041
GSM3428801	non_tumor	T cells CD4 memory resting	0.171117753040057
GSM3428801	non_tumor	Macrophages M2	0.180414492580239
GSM3428801	non_tumor	Plasma cells	0.137729415389808
GSM3428801	non_tumor	Macrophages M0	0
GSM3428801	non_tumor	T cells CD8	0.008075706560563
GSM3428801	non_tumor	Macrophages M1	0.0135236047798107
GSM3428801	non_tumor	T cells follicular helper	0.0352860721640155
GSM3428801	non_tumor	Mast cells activated	0.10633397011103
GSM3428801	non_tumor	B cells memory	0.024056758169959
GSM3428801	non_tumor	NK cells activated	0.0916006575162877
GSM3428802	non_tumor	T cells CD4 memory resting	0.0586731499211568
GSM3428802	non_tumor	Macrophages M2	0.247174415547556
GSM3428802	non_tumor	Plasma cells	0.135901064728659
GSM3428802	non_tumor	Macrophages M0	0
GSM3428802	non_tumor	T cells CD8	0.087618269591453607
GSM3428802	non_tumor	Macrophages M1	0.0199150148895046
GSM3428802	non_tumor	T cells follicular helper	0.0345724085574812
GSM3428802	non_tumor	Mast cells activated	0.067069647051193
GSM3428802	non_tumor	B cells memory	0.081567146938985
GSM3428802	non_tumor	NK cells activated	0.0457928566358801
GSM3428803	non_tumor	T cells CD4 memory resting	0.164798189581508
GSM3428803	non_tumor	Macrophages M2	0.251086411073749
GSM3428803	non_tumor	Plasma cells	0.203633026734427
GSM3428803	non_tumor	Macrophages M0	0
GSM3428803	non_tumor	T cells CD8	0.140624802832574
GSM3428803	non_tumor	Macrophages M1	0.0518710894352603
GSM3428803	non_tumor	T cells follicular helper	0.00711068004810151
GSM3428803	non_tumor	Mast cells activated	0.0639807307583243
GSM3428803	non_tumor	B cells memory	0
GSM3428803	non_tumor	NK cells activated	0.0748351441664478
GSM3428804	non_tumor	T cells CD4 memory resting	0.126549873948456
GSM3428804	non_tumor	Macrophages M2	0.159852603493941
GSM3428804	non_tumor	Plasma cells	0.25665467601704
GSM3428804	non_tumor	Macrophages M0	0
GSM3428804	non_tumor	T cells CD8	0.0612940832892596
GSM3428804	non_tumor	Macrophages M1	0.118743339809204
GSM3428804	non_tumor	T cells follicular helper	0.0532176516081229
GSM3428804	non_tumor	Mast cells activated	0.0777269073939796
GSM3428804	non_tumor	B cells memory	0.0461068340302231
GSM3428804	non_tumor	NK cells activated	0.0366997457694182
GSM3428805	non_tumor	T cells CD4 memory resting	0.06406509905223
GSM3428805	non_tumor	Macrophages M2	0.212054128126692
GSM3428805	non_tumor	Plasma cells	0.144352991365906
GSM3428805	non_tumor	Macrophages M0	0
GSM3428805	non_tumor	T cells CD8	0.1162348432449
GSM3428805	non_tumor	Macrophages M1	0.0589567814741421
GSM3428805	non_tumor	T cells follicular helper	0.094842199528108
GSM3428805	non_tumor	Mast cells activated	0
GSM3428805	non_tumor	B cells memory	0.115856830582168
GSM3428805	non_tumor	NK cells activated	0.0251205542309484
GSM3428806	non_tumor	T cells CD4 memory resting	0.191114243214567
GSM3428806	non_tumor	Macrophages M2	0.253641314222896
GSM3428806	non_tumor	Plasma cells	0.103167968107181
GSM3428806	non_tumor	Macrophages M0	0
GSM3428806	non_tumor	T cells CD8	0.072299252256867
GSM3428806	non_tumor	Macrophages M1	0.0449628407547838
GSM3428806	non_tumor	T cells follicular helper	0.0429764093886346
GSM3428806	non_tumor	Mast cells activated	0.0685362864492816
GSM3428806	non_tumor	B cells memory	0.0161672810180742
GSM3428806	non_tumor	NK cells activated	0.0653597812197112
GSM3428807	non_tumor	T cells CD4 memory resting	0.208141325888815
GSM3428807	non_tumor	Macrophages M2	0.165201590952457
GSM3428807	non_tumor	Plasma cells	0.252596380743367
GSM3428807	non_tumor	Macrophages M0	0
GSM3428807	non_tumor	T cells CD8	0.0548146244358632
GSM3428807	non_tumor	Macrophages M1	0.113379255948142
GSM3428807	non_tumor	T cells follicular helper	0
GSM3428807	non_tumor	Mast cells activated	0.0178472298826972
GSM3428807	non_tumor	B cells memory	0
GSM3428807	non_tumor	NK cells activated	0.0343921844858273
GSM3428808	non_tumor	T cells CD4 memory resting	0.0770971193562481
GSM3428808	non_tumor	Macrophages M2	0.181799762742636
GSM3428808	non_tumor	Plasma cells	0.229425458408361
GSM3428808	non_tumor	Macrophages M0	0
GSM3428808	non_tumor	T cells CD8	0.128527661284645
GSM3428808	non_tumor	Macrophages M1	0.0927902737747227
GSM3428808	non_tumor	T cells follicular helper	0.0616646568571635
GSM3428808	non_tumor	Mast cells activated	0.0786316191825898
GSM3428808	non_tumor	B cells memory	0
GSM3428808	non_tumor	NK cells activated	0.0137976827190098
GSM3428809	non_tumor	T cells CD4 memory resting	0.22297113355964
GSM3428809	non_tumor	Macrophages M2	0.111371804868096
GSM3428809	non_tumor	Plasma cells	0.212008154090493
GSM3428809	non_tumor	Macrophages M0	0.0255303550098061
GSM3428809	non_tumor	T cells CD8	0.0929063380353671
GSM3428809	non_tumor	Macrophages M1	0.121383668854971
GSM3428809	non_tumor	T cells follicular helper	0
GSM3428809	non_tumor	Mast cells activated	0
GSM3428809	non_tumor	B cells memory	0.0249184649948623
GSM3428809	non_tumor	NK cells activated	0.0484545370740396
GSM3428810	non_tumor	T cells CD4 memory resting	0.0876300222910864
GSM3428810	non_tumor	Macrophages M2	0.205948588629545
GSM3428810	non_tumor	Plasma cells	0.144984856197021
GSM3428810	non_tumor	Macrophages M0	0.00704719127145027
GSM3428810	non_tumor	T cells CD8	0.127472297659581
GSM3428810	non_tumor	Macrophages M1	0.0460240647451406
GSM3428810	non_tumor	T cells follicular helper	0.0812987129302582
GSM3428810	non_tumor	Mast cells activated	0.104830121584449
GSM3428810	non_tumor	B cells memory	0
GSM3428810	non_tumor	NK cells activated	0.0914332443461644
GSM3428811	non_tumor	T cells CD4 memory resting	0.0518268209033319
GSM3428811	non_tumor	Macrophages M2	0.227287941610684
GSM3428811	non_tumor	Plasma cells	0.229718998124223
GSM3428811	non_tumor	Macrophages M0	0
GSM3428811	non_tumor	T cells CD8	0.177954830744403
GSM3428811	non_tumor	Macrophages M1	0.0528561420470253
GSM3428811	non_tumor	T cells follicular helper	0.0339097076940538
GSM3428811	non_tumor	Mast cells activated	0.0524529632466757
GSM3428811	non_tumor	B cells memory	0.0339121321253601
GSM3428811	non_tumor	NK cells activated	0.0490066176333301
GSM3428812	non_tumor	T cells CD4 memory resting	0.172844824960811
GSM3428812	non_tumor	Macrophages M2	0.236948727581782
GSM3428812	non_tumor	Plasma cells	0.179287537280815
GSM3428812	non_tumor	Macrophages M0	0
GSM3428812	non_tumor	T cells CD8	0.0511091040914907
GSM3428812	non_tumor	Macrophages M1	0.0884796645974336
GSM3428812	non_tumor	T cells follicular helper	0.0236096485591727
GSM3428812	non_tumor	Mast cells activated	0.0892911577584137
GSM3428812	non_tumor	B cells memory	0
GSM3428812	non_tumor	NK cells activated	0.0815017092056611
GSM3428813	non_tumor	T cells CD4 memory resting	0.0691571389585818
GSM3428813	non_tumor	Macrophages M2	0.223845304310101
GSM3428813	non_tumor	Plasma cells	0.194790663220485
GSM3428813	non_tumor	Macrophages M0	0
GSM3428813	non_tumor	T cells CD8	0.1418515348394
GSM3428813	non_tumor	Macrophages M1	0.048232544517836
GSM3428813	non_tumor	T cells follicular helper	0.0436331120479697
GSM3428813	non_tumor	Mast cells activated	0.103308061524197
GSM3428813	non_tumor	B cells memory	0.0174608396124341
GSM3428813	non_tumor	NK cells activated	0.0689791973747666
GSM3428814	non_tumor	T cells CD4 memory resting	0.0586838879579802
GSM3428814	non_tumor	Macrophages M2	0.273617149399618
GSM3428814	non_tumor	Plasma cells	0.158907121759579
GSM3428814	non_tumor	Macrophages M0	0
GSM3428814	non_tumor	T cells CD8	0.16194249646457
GSM3428814	non_tumor	Macrophages M1	0.0823250002216402
GSM3428814	non_tumor	T cells follicular helper	0.0229222818113462
GSM3428814	non_tumor	Mast cells activated	0.0402732637315469
GSM3428814	non_tumor	B cells memory	0
GSM3428814	non_tumor	NK cells activated	0.050411015398111
GSM3428815	non_tumor	T cells CD4 memory resting	0.140124020643087
GSM3428815	non_tumor	Macrophages M2	0.183399091575343
GSM3428815	non_tumor	Plasma cells	0.160404761105313
GSM3428815	non_tumor	Macrophages M0	0
GSM3428815	non_tumor	T cells CD8	0.146493612287394
GSM3428815	non_tumor	Macrophages M1	0.0217291579783779
GSM3428815	non_tumor	T cells follicular helper	0.0300465027985021
GSM3428815	non_tumor	Mast cells activated	0.111299291617544
GSM3428815	non_tumor	B cells memory	0.0436714758937726
GSM3428815	non_tumor	NK cells activated	0
GSM3428816	non_tumor	T cells CD4 memory resting	0.0469285897753021
GSM3428816	non_tumor	Macrophages M2	0.21331302629992
GSM3428816	non_tumor	Plasma cells	0.278103563474004
GSM3428816	non_tumor	Macrophages M0	0
GSM3428816	non_tumor	T cells CD8	0.122366347499651
GSM3428816	non_tumor	Macrophages M1	0.0686566983818698
GSM3428816	non_tumor	T cells follicular helper	0.0159389645561329
GSM3428816	non_tumor	Mast cells activated	0.0481520809317211
GSM3428816	non_tumor	B cells memory	0.0429053719887937
GSM3428816	non_tumor	NK cells activated	0.0446662874606438
GSM3428817	non_tumor	T cells CD4 memory resting	0.0636679939053935
GSM3428817	non_tumor	Macrophages M2	0.125656971188709
GSM3428817	non_tumor	Plasma cells	0.10641217973993
GSM3428817	non_tumor	Macrophages M0	0
GSM3428817	non_tumor	T cells CD8	0.139379154155572
GSM3428817	non_tumor	Macrophages M1	0.189151908537552
GSM3428817	non_tumor	T cells follicular helper	0.105849203137729
GSM3428817	non_tumor	Mast cells activated	0.0581461959647814
GSM3428817	non_tumor	B cells memory	0
GSM3428817	non_tumor	NK cells activated	0.0396354229491099
GSM3428818	non_tumor	T cells CD4 memory resting	0.0896157582326373
GSM3428818	non_tumor	Macrophages M2	0.200807939872208
GSM3428818	non_tumor	Plasma cells	0.0763321272296016
GSM3428818	non_tumor	Macrophages M0	0
GSM3428818	non_tumor	T cells CD8	0.0755699538718586
GSM3428818	non_tumor	Macrophages M1	0.0190363970063506
