gene	logFC_121248	t_121248	p_121248	FDR_121248	logFC_41804	t_41804	p_41804	FDR_41804
DKK2	0.16763628957528903	4.94988996741773	2.770120901275176e-6	1.527850911902609e-5	1.3558643443999994	2.2695282271208512	0.0286358125588524	0.1257659935135532
DKK3	-0.11151927027027081	-0.46297897222897944	0.6443161188232744	0.7139630448149707	-0.4566161018999996	-1.2525325446390025	0.21756733153720625	0.4429228507394034
DKK4	0.5183339266409256	2.8959129269515738	0.004581238837854184	0.010555628475780328	0.7602728177499993	1.7154295870543506	0.09391638574783731	0.2659069555086171
DKKL1	-0.0823349150579147	-2.2523933851327214	0.02633066948769241	0.04847829482571079	0.027654055200000364	0.1188835422666576	0.905955920455344	0.9574066817754129
DLAT	0.5057482393822381	3.6184020074251504	4.535751818170837e-4	0.0013938671715202897	0.6385704323500005	3.1605328786696893	0.002979724884942433	0.02876962069336562
DLC1	-0.48970335907335877	-4.306984153560587	3.673059267991116e-5	1.5206539563110812e-4	-0.8387942577000004	-4.262253715656409	1.1782342827828317e-4	0.0035254649729539117
DLD	0.04342907335907284	0.4533549300317884	0.6512077661353526	0.7199127172202229	-0.03230334999999952	-0.19708976652952045	0.8447440398936006	0.9279053188168318
DLEC1	-0.13234516988416986	-3.4284495517793308	8.618230099562964e-4	0.002473576452774682	0.20660258520000005	0.5707161168456454	0.571348399422456	0.7640027401253296
DLEU1	-0.28879291505791477	-3.0582947562784875	0.0028102149664721294	0.00691288094149816	-0.047721278450000154	-0.24736704672958468	0.8058751561818344	0.9087023630682509
DLEU2	0.07982642857142823	0.6489974339861037	0.5177253452126525	0.5985691966202938	0.5932482784999998	2.3237127226885046	0.025246426200912563	0.11603328865853496
DLEU7	-0.160371853281853	-3.9929721171916746	1.196833002823349e-4	4.2919070739228996e-4	1.05834320095	2.290913793169036	0.027252275799414773	0.12220547422483397
DLEU7-AS1	0.11494465250965274	1.836688091222117	0.06902121294567996	0.1109121995425409	0.5333535620500003	1.5978902436635707	0.1178488872736201	0.3073084206261158
DLG1	0.19103149034748979	3.345241895543107	0.001133191371421107	0.003135710677403243	0.017274835499999364	0.15859101050255134	0.8747800543885286	0.9421539274058153
DLG1-AS1	0.004793575289575669	0.14088081305083605	0.888227976473452	0.9162378211412653	-0.2025205373999994	-0.40932768053796437	0.6844581088750386	0.8399217904369689
DLG2	-0.5906809111969104	-8.314587027762968	3.113859025401838e-13	1.322964362882152e-11	-1.0388982914999985	-2.98240111945969	0.004827088014979942	0.03939291040530424
DLG3	-0.09512989575289604	-1.5742303177373749	0.11837526941640569	0.17515932491769765	-0.12285057169999997	-0.38550902218424143	0.7018797759313213	0.8503270764974882
DLG3-AS1	-0.15939351351351327	-3.3841158493927446	9.977207926073633e-4	0.0028084136130419224	0.20402703374999928	0.4316133950767091	0.6683136972005821	0.8301163624281541
DLG4	-0.11117444015444047	-2.5525701681357376	0.012098334432608495	0.024743504725382476	-0.29658031920000005	-1.1521471778755263	0.2560229095356664	0.48710042120690894
DLG5	1.1337899073359048	7.222436887733625	7.72035123607708e-11	1.5008114427022766e-9	0.9064874144999993	5.228989836889626	5.532741291045626e-6	5.307611571898246e-4
DLG5-AS1	0.07652572200772201	1.7885950773285242	0.0764991636841857	0.12113017234110435	0.4939334694999994	1.513495756679374	0.1379268151668139	0.33802636438978173
DLGAP1	-0.2773323590733592	-5.386534468374455	4.2730130328386084e-7	2.925742917952101e-6	-0.5448547767499998	-1.250881517180534	0.21816294339845313	0.44339890757232087
DLGAP1-AS1	0.2931777915057913	2.6792439279801394	0.008540123593571912	0.018241683869890987	0.4359845542499997	2.358021108321189	0.02329104555198893	0.11035724545685367
DLGAP1-AS2	0.200598308880309	2.6392664032300073	0.0095445264635942	0.020134026780698665	0.4146883342000001	1.2845787391236538	0.20624578281385986	0.4299850980975555
DLGAP1-AS3	-0.24675862934362924	-5.72040044008324	9.691311185434675e-8	7.806060254267035e-7	-0.7153508819999991	-1.7721786361403844	0.08389526670140147	0.24837995555274742
DLGAP2	-0.19060193436293443	-4.762881699454556	6.003886448512092e-6	3.0550302202218366e-5	-0.6743279868999996	-1.3917522706528673	0.17160176035200622	0.3846715883076248
DLGAP2-AS1	-0.07944699227799211	-2.0956673884415573	0.038461750225679936	0.06732585923064421	-1.3903649046	-2.8307229780889496	0.007199842340288004	0.051333389193144854
DLGAP3	0.014918799227799312	0.503856874384364	0.6153938679167785	0.6888619845618413	-0.27735411174999963	-0.8135505616328612	0.42066449020996755	0.647929947995286
DLGAP4	-0.01956579922779966	-0.21846058127492754	0.827484811413394	0.8674414294576435	0.09442036605000087	0.3665902610601178	0.7158348570496514	0.8594251201183094
DLGAP4-AS1	0.02647034362934345	0.6580383510755973	0.5119214097198715	0.59286729625919	-0.11912283509999996	-0.38108577985878933	0.7051333855198471	0.8526962423314035
DLGAP5	1.5221379999999978	7.789919120297295	4.508684273614666e-12	1.293897216410816e-10	2.436883868899999	5.135129676739733	7.484318491658189e-6	6.313032194875143e-4
DLK1	-0.22589465250965243	-4.339014144285737	3.2459234067965926e-5	1.367058506641748e-4	-0.2616577973999994	-0.36699977871080086	0.7155317176151985	0.8594251201183094
DLK2	0.0022503590733588645	0.0422362557473944	0.9663887759399243	0.9752658335894768	0.7022255784999997	2.015900011354258	0.05048417345582886	0.17979407746965378
DLL1	-0.38198742084942017	-2.5016588354376803	0.013869779062091185	0.027786821139958517	-0.6593586167999999	-2.861155198520377	0.006650446915532537	0.04870948543891558
DLL3	-0.13031520463320467	-3.618821317611529	4.529213098538904e-4	0.0013925649827917566	0.18217104505000103	0.4700755896966318	0.6408249832945161	0.8123464954315623
DLL4	0.2482587490347489	6.108573745056195	1.6379558484613708e-8	1.6195660714354636e-7	0.21767240330000026	0.5865272253281572	0.5607796310211477	0.7571950695470993
DLST	-0.054046586872587586	-0.7703959619247808	0.4427562773846264	0.5277346603517608	-0.36895424895000084	-2.678657459802917	0.010634293885945636	0.06659334688296921
DLX1	-0.138005864864865	-3.083714887622797	0.002598886937527114	0.006462458567904356	1.3805421327499996	2.5859983081784077	0.013412049820810143	0.0772214890681786
DLX2	-0.11879612741312735	-3.1669520259091795	0.00200564243717747	0.005150364766370146	0.5202673422499998	0.8311241435661644	0.4107815418697264	0.6395913592650603
DLX3	-0.22814720463320448	-4.878284014024306	3.7324846946042276e-6	2.0017933816993534e-5	-0.11588845859999981	-0.25120566056041826	0.8029265700599243	0.9072807479358751
DLX4	0.04085383011583017	0.6239323027843338	0.5339949467567459	0.6137584316178534	-0.0763104051999996	-0.22992375765903927	0.8193094964678257	0.9159200381123462
DLX5	0.03708024710424695	0.6753610762693164	0.500897759820873	0.583330422901839	1.1705684588499998	2.4511464576504602	0.01865251181805481	0.09574046474236582
DLX6	-0.02073934362934356	-0.5020413507514712	0.616666069043851	0.6898916610881425	0.15562859044999988	0.23307353457643795	0.8168794224167537	0.9146615831120386
DLX6-AS1	0.09124480308880292	1.258428128823968	0.21096554630263922	0.2857137049384455	0.8957730107999999	1.6041567785487716	0.11645810634366358	0.30500209152081864
DMAP1	0.10578789961389867	1.4896872538963695	0.13923712147332673	0.2014258338538838	-0.5548742571999987	-2.0362510681459285	0.048307111203969674	0.17487511899150482
DMBT1	-0.16567689189189197	-3.6056774042861823	4.738480562955603e-4	0.001450755350963733	-0.0701889165499997	-0.16779122821874695	0.8675834178630759	0.9387456271774517
DMBX1	0.04076160617760621	1.2998444805220566	0.19643696192582982	0.2691034216747009	-0.06571308560000029	-0.12426280414508363	0.9017225050937941	0.9551344934929266
DMC1	-0.03757393822393846	-0.999249923191384	0.31991951306159744	0.4040989715905506	-0.18681049440000014	-0.6522501396038721	0.5179284220995248	0.7253265284189122
DMD	-0.5009181312741309	-3.1990306590830877	0.0018127260924068029	0.0047100132212285215	-0.6739420412999995	-2.9174275231906095	0.005736143450996634	0.044326226816884466
DMGDH	-1.1192774980694955	-4.201276945444977	5.501178469040073e-5	2.1667053274855824e-4	-1.7880669875999993	-3.3121318838484353	0.001956349714738627	0.022049987225238005
DMKN	0.1105085289575284	0.795306534629121	0.4281892323269981	0.5135862577640709	-0.6493088906999998	-1.4292091955968018	0.16061999992689913	0.370073951512942
DMP1	-0.03608112355212376	-1.0604174542177767	0.2913334480523052	0.3742397835999643	-0.9501995059499996	-2.071187179202243	0.04476023328233202	0.16669566077564946
DMPK	-0.1891444362934366	-4.4086775050582	2.475838304395097e-5	1.0758471960748412e-4	-0.12038076070000067	-0.5981714843267212	0.553059431630847	0.7518038708461926
DMRT1	-9.439498069496925e-4	-0.023251176999525936	0.9814930575174136	0.9864358935583208	-0.23864142574999972	-0.4908747889929123	0.6261669847448048	0.8016876235590074
DMRT2	-0.013102142857142604	-0.48838495627795986	0.6262728054322833	0.6982375242974967	-0.004383753449999757	-0.011763655092017575	0.9906719920672213	0.9962133803364582
DMRT3	-0.0822405019305019	-2.6132914075825937	0.010253160215368288	0.021433499343158406	0.027772466299999684	0.06157621424134681	0.9512034943456285	0.9778605676985093
DMRTA1	-0.12201366795366779	-3.132631487379227	0.0022330842771297547	0.0056523484152203336	-0.6051907345499999	-1.7100795885629068	0.0949105047872056	0.26774153396078765
DMRTA2	-0.12251420463320428	-3.219341601839962	0.0016996721819712247	0.0044517849252966235	0.24249790120000028	0.8032423855543999	0.4265283813014509	0.6526181246712007
DMRTB1	0.03980954054054006	0.6361171639685043	0.5260532449051087	0.6061739041507589	1.207013155899999	2.1374451639263814	0.03865513314668943	0.15197272932223663
DMRTC1B	-0.03994931660231662	-1.1176821514601036	0.26619651732531086	0.3473232270499932	-0.4466848638499994	-1.0249282549064596	0.3114860134541508	0.5455182752408242
DMRTC2	-0.10983865637065648	-2.8335915823220996	0.005499031522681621	0.012392047313052242	-0.4016148717999997	-0.9219641105629757	0.36201251345145946	0.5958970648370415
DMTF1	0.44010498841698725	5.8417970147563265	5.590413468094197e-8	4.848814360903232e-7	0.2501775406000006	2.1314644839312242	0.03917438761632575	0.15317521932432646
DMTN	-0.3522314864864854	-6.896680150275305	3.825995968447927e-10	5.949027183820425e-9	-0.5526488386999994	-2.239654816046786	0.030673453552668827	0.13134638486834743
DMWD	-0.11037349034749015	-2.7610653427412784	0.006777214926565352	0.01490795391825019	0.11662505034999991	0.556240170055663	0.5811101374468035	0.7704144757696904
DMXL1	0.21108188030887948	2.3492811668249605	0.020637943213074425	0.039256486421301855	-0.15934841350000123	-1.5574717308282942	0.12714698087337414	0.3216717484753575
DMXL2	0.43388495752895645	4.245707798124323	4.645705363584951e-5	1.8684445808030953e-4	0.3851286600999999	3.1769222252796165	0.0028484703036739567	0.027974164566961435
DNA2	0.32695138223938136	2.8509187128273488	0.005228277609995956	0.011853123798878793	0.5473733486999993	2.1837071660644187	0.03483950045586401	0.14296616740547252
DNAAF1	-0.14647702702702728	-1.973875727928789	0.0509638321299684	0.08558760444091736	-0.33460052279999974	-1.1455434025751587	0.2587147764169204	0.48954614921688155
DNAAF2	0.28086481081081077	2.760456604449061	0.006789004660525907	0.014930868302539688	-0.014254146449998983	-0.08065006612456894	0.9361178666902571	0.9718131122512724
DNAAF3	-0.04743035907335941	-1.1233795654170553	0.26378096202127255	0.3446469617904223	-0.33782452819999986	-1.392532102678402	0.17136732549377517	0.3844416264565419
DNAAF5	0.556258142857142	5.780267500323428	7.393436405838248e-8	6.185747005238438e-7	0.31492491239999937	1.7414042973677228	0.08921222107717877	0.2575215363819847
DNAH1	-0.023941108108108237	-0.19022703714963113	0.8494902875889273	0.8853894028039834	-0.020152708149999733	-0.07936284250461033	0.9371352547826689	0.9724052278805283
DNAH10	-0.07794594208494235	-1.76694622801098	0.08007766166312769	0.12588923712929223	-0.7931093900999996	-2.149244889958295	0.03764842206602188	0.14925571809771715
DNAH11	0.07854882239382235	1.1872904328081486	0.23773223563519233	0.3159257939869472	0.4809053424999996	1.5900167799638636	0.11961543650823747	0.31031613789400486
DNAH12	0.652565196911196	3.3733809794573215	0.0010335271113341318	0.0028972055738210527	0.15332206230000037	0.304428835601582	0.7623615438471242	0.885122259997144
DNAH14	0.8764945868725862	6.783453737223499	6.633893738733182e-10	9.717649191829152e-9	0.47598607174999985	2.356993966977585	0.023347548614105835	0.11053383533390494
DNAH17	-0.09040142857142834	-2.28925544498707	0.024020093172348697	0.04476602868215398	0.023074428250000757	0.05195341646013665	0.9588214698217232	0.9815173380250327
DNAH17-AS1	-0.143335216216216	-3.224031091882014	0.0016745212892308084	0.004399790023509817	-0.2841816836499998	-0.602241497150976	0.5503737965532705	0.7499079985232253
DNAH2	-0.17439339768339762	-4.54841984542548	1.4268084135970912e-5	6.595274845086596e-5	-0.3843445043999999	-0.9037748973292159	0.3714645616241059	0.6046444634098456
DNAH3	-0.06173765250965239	-1.4556511128890681	0.1484057768158262	0.212246605067368	-1.2969999983433544e-6	-7.925428775560543e-6	0.999993715370849	0.999993715370849
DNAH5	0.2367842471042473	1.5966502956576887	0.11328175071024839	0.16872426725094372	0.7201154694500004	1.4005919260280983	0.1689589127875186	0.3818784832775105
DNAH6	0.06793997683397617	1.563790146972021	0.12080848977101113	0.17837148428621497	-1.2589618417499993	-2.8542122950633906	0.006772232786219184	0.049220307316614066
DNAH7	-0.1320739420849419	-2.9144559962066814	0.004336655383070654	0.0100688722967164	-0.48682085229999955	-1.83478117579486	0.07389797951635604	0.22957765615813955
DNAH8	-0.03238016988417015	-0.8164442457218352	0.4160531915091278	0.501543681352603	-0.3417957646999999	-0.7805538395029503	0.4396078925470791	0.6625932719015512
DNAH9	-0.015598223938224298	-0.3759426307434577	0.7077010510483059	0.7686165541691447	-0.18854014600000005	-0.4609311983563718	0.6473161358991494	0.816483120968004
DNAI1	-0.07536510810810806	-1.0830631377310602	0.28120578239975264	0.3635918559523193	0.4119321928999999	0.8460774356186496	0.4024858295952577	0.631420326783906
DNAI2	-0.08830596525096525	-2.111940924820679	0.03701017171044869	0.06506766873170534	-0.12809178270000077	-0.3916341236599413	0.6973836838969585	0.848349584823316
DNAJA1	-0.0466150810810809	-0.43444930236803575	0.664833743267371	0.731481888487943	-0.11846165049999884	-0.9031357046890617	0.3717995836261099	0.6050087030684297
DNAJA2	0.10958957915057889	1.1067435234127536	0.27087738298867436	0.3521632627392203	-0.10029336395000038	-0.5033867222862347	0.6174220910314723	0.7961749602648198
DNAJA3	-0.18805072200772258	-2.6762963767994914	0.008610769061707527	0.018372737557559964	-0.3795036909499998	-2.9453007436168566	0.005328115960659525	0.04214636599717332
DNAJA4	-0.15507962548262466	-4.1011479810305	8.018408981677552e-5	3.0166802244626734e-4	0.12006742015000002	0.36759387103362257	0.7150920322074397	0.8590819559622486
DNAJB1	-0.3770459806949802	-3.0104669295980635	0.003251546924729385	0.007852881120643756	-0.22012732729999945	-0.53590512261879	0.5949581524663222	0.7807338001036812
DNAJB11	0.8057556833976819	7.965389584112675	1.8523518848544997e-12	5.987252682205042e-11	0.4761083535000001	4.085863795401571	2.0227030955046493e-4	0.0049605254156158555
DNAJB12	-0.0013063011583019264	-0.02826066593843083	0.9775066948967688	0.9836110247982889	-0.24757989979999884	-2.0779406416944073	0.04410149443233635	0.16540341523907115
DNAJB13	-0.10057875289575288	-2.055028646387063	0.0423025666574586	0.07304975252041732	-0.007838099400000076	-0.022779059652007046	0.9819384842110997	0.9925839960793806
DNAJB14	-0.11630361776061758	-1.5769830511525915	0.11774024368660983	0.17438334644283646	-0.07724170219999962	-0.6866318589691349	0.49623133901733396	0.709032619903465
DNAJB2	0.16595735135135128	2.4874112574561384	0.014405462665609032	0.028735628552498237	0.18833921150000024	1.6748313531907264	0.10168089820592278	0.28009021073446566
DNAJB4	-0.5729745366795365	-4.057459206987222	9.434035763945898e-5	3.487146643553358e-4	0.03468798040000028	0.14069894057498253	0.8888059359304116	0.9501335925469149
DNAJB5	-0.02499236293436343	-0.463316465131464	0.6440750018733472	0.7137510354995251	0.33368254034999967	1.6670340345169274	0.10323128020893524	0.2824641557716941
DNAJB6	0.7500943011582998	6.882300011385118	4.1037299487370596e-10	6.3536254501692e-9	0.2934939768000001	1.691317268843793	0.09846619600483868	0.27400987101103436
DNAJB7	0.013302270270270368	0.4676024353826836	0.6410162626987062	0.7111396757693265	-0.032711973250000276	-0.14893957023409596	0.8823412034128567	0.9460552147988895
DNAJB8	-0.04591217760617748	-1.2694816065230528	0.20701308492105222	0.2815176066696455	-0.5484766221999997	-1.4566251080620405	0.1529371251341833	0.35894538441031393
DNAJB8-AS1	-0.19078748648648614	-5.7295971618708	9.297469658116362e-8	7.529704299069442e-7	-0.24062670194999983	-0.498083276039692	0.621122030687794	0.7984910781603678
DNAJB9	0.02711290733590712	0.26356831677156645	0.792617561737116	0.8386910117943129	-0.23696784000000073	-1.4121849063122645	0.16554103265771938	0.37738567212359775
DNAJC1	-0.007883100386100336	-0.08997422972821889	0.9284752608761115	0.946666151855545	-0.16535605949999985	-1.1644511691507866	0.25106145209583636	0.4825059518439596
DNAJC10	0.5867663011583004	6.055925267609865	2.0910430327600112e-8	2.008232189475873e-7	0.2782652602500009	1.4831250032034315	0.14578947769655692	0.34911476313663614
DNAJC11	-0.037508293436293166	-0.8882827445902739	0.37637361585367024	0.46185227425198216	-0.19352269629999921	-1.3668378971103279	0.17922334323109143	0.3937974625293432
DNAJC12	-1.4853384980694955	-5.261769672122536	7.352295959477162e-7	4.706082678684616e-6	-1.80567607875	-2.869690601928488	0.006503525354537987	0.04801719333177015
DNAJC13	0.3914895173745171	5.948953502590793	3.424474999633871e-8	3.122903643206472e-7	0.1362582892	1.0551467341752268	0.2976183238807761	0.531578241183884
DNAJC14	0.25259496911196955	5.212896869873098	9.077192834635479e-7	5.661014212494998e-6	0.41821338825000054	4.2797684696506595	1.1162549303828586e-4	0.0033899275859888937
DNAJC15	-0.3308647104247092	-2.4548078045343433	0.015701491022377678	0.03100812838944908	-0.5659074274000011	-2.035469474940934	0.04838918757153902	0.1750557121642588
DNAJC16	-0.12913026254826318	-2.2697042524989333	0.025222385540053505	0.04668673865323213	-0.3894651754	-3.5846121783990657	8.989117345014002e-4	0.013550954234656243
DNAJC17	0.0466869189189198	0.8848542008589105	0.37821184035673217	0.46368946419883866	-0.6715488534499997	-5.208886642257447	5.902982358020097e-6	5.534809277328068e-4
DNAJC18	0.17967439382239342	3.123635263366517	0.0022965471605333686	0.005794106980176568	0.41590640385	1.026980435562703	0.3105304648870056	0.5446916602151196
DNAJC19	0.1324236023166019	1.4997833380509655	0.1366042282171978	0.19806383899278168	-0.025399883999998412	-0.1664228642624874	0.8686530808513324	0.9393890364284878
DNAJC2	0.6368487644787639	6.453797251500867	3.230372335290016e-9	3.9169615055498173e-8	0.29653627900000057	2.119423090973245	0.04023851300679513	0.15571382782668514
DNAJC21	0.260859826254826	3.6753938859457485	3.724331785713337e-4	0.0011719948300644347	0.2225002114000007	1.5676007141807182	0.12476294224565437	0.3180796755679318
DNAJC22	-0.8718232818532811	-5.762586008391628	8.009784640719454e-8	6.614914399755895e-7	-0.8514711818999995	-3.453261196399984	0.0013120203969958699	0.0170390326542395
DNAJC24	0.18116467567567462	2.758527173083257	0.006826496505397801	0.014999674594133169	0.2260404624999996	2.0041607693280463	0.05177837535691698	0.1824024290103668
DNAJC25-GNG10	-0.9861484864864841	-7.375601214800152	3.60842718020638e-11	7.683318105836422e-10	-0.73298827715	-4.260543063112469	1.1844650888364731e-4	0.0035308343354757362
DNAJC27	0.04539171814671791	0.6106670892060064	0.5427100601386363	0.6221645290221741	-0.1583889926499987	-0.7209976721033963	0.47505655525917556	0.6922961912341962
DNAJC27-AS1	0.017496980694980534	0.5711597836877973	0.5690845090182439	0.6462696593408437	-0.9498212172499995	-2.522790383698438	0.01567301392647281	0.08555459772711745
DNAJC28	-0.018952455598455736	-0.24428087943502114	0.8074793183640281	0.851525526734312	-0.19708683919999928	-1.1727242228695844	0.24776479366641174	0.4789077267305362
DNAJC3	-0.04511674903474945	-0.5090854726806423	0.6117365604775855	0.6856505255600225	0.15555045399999834	1.239337006894671	0.22236165042340986	0.4488709151503744
DNAJC3-AS1	0.7882613243243236	6.057872709641353	2.0722734084959153e-8	1.9920443536802147e-7	0.8000248685500001	2.4257121138448015	0.019828224837936816	0.09968432772614912
DNAJC30	-0.1001395945945942	-1.4196443608697689	0.15860709813830573	0.2246155186021597	-0.07638462660000078	-0.512220562854665	0.6112815170419712	0.7918457047650287
DNAJC4	-0.2775866911196901	-2.5267396281331584	0.012969968579915411	0.026225667086716857	-0.4047914268999997	-1.904583473561616	0.06396065334457607	0.20909476383235182
DNAJC5	0.2331383552123543	4.199608109373349	5.536092850497307e-5	2.1783140823709702e-4	0.6493815944499997	3.992007075872736	2.688496780817392e-4	0.006047866646651574
DNAJC5B	-0.07962128185328196	-1.2342987649627253	0.219785327792522	0.29534162561593347	-0.5177750746999996	-1.1487754291795444	0.25739478797589077	0.4881950320725043
DNAJC5G	-0.10377098069498006	-2.959194620173044	0.003795153690377708	0.008979331980290002	-0.02014218865000002	-0.04820585801483858	0.9617893543622447	0.98284416899713
DNAJC6	1.8652723320463291	9.167413524332801	3.789649510924596e-15	2.8524652529807177e-13	2.1636416935999994	5.6404285903593605	1.460795411963203e-6	2.4204676272351802e-4
DNAJC7	0.24289711583011586	4.31212624917802	3.6010171439172594e-5	1.4943328105996212e-4	0.3289473826499999	1.7704890067231842	0.08418012614403092	0.24882317739976284
DNAJC8	0.1340051660231656	3.0782271615091785	0.0026432212711407226	0.0065554660028644554	0.13805678594999987	0.9914069919025278	0.32737912011269477	0.5620748743094346
DNAJC9	0.6079197490347488	5.855430790826756	5.2536605761364954e-8	4.582312690966206e-7	0.3834698581999999	2.251626975061533	0.029841816633158724	0.12928680287215727
DNAJC9-AS1	-0.09686876833976799	-2.2817840128514786	0.024473464497612736	0.045536846567151644	-0.5351952011999999	-0.9356929578097066	0.35498275024217085	0.5888625627640809
DNAL1	0.0846916640926637	1.6762792890687348	0.09659197962921937	0.14750195386973736	0.16169847844999985	0.8220067546116383	0.41589096921995017	0.6439057831631015
DNAL4	0.3371396718146715	5.555544306471064	2.0275083460441835e-7	1.501737975204144e-6	0.6929028811499999	1.8660811993531612	0.06929052935859853	0.21991200541838252
DNALI1	-0.9051321544401527	-5.45622660668243	3.1465940525696354e-7	2.2281204565607837e-6	-1.336273220399998	-3.5145258426331933	0.001100678968110714	0.015304602668509432
DNASE1	0.004025945945945185	0.09709938928292249	0.9228284214055122	0.9423662872422358	0.23661679784999992	1.2331103886991843	0.22465102817394897	0.451940609994258
DNASE1L1	0.24388414671814657	3.317930052063195	0.0012384826473431467	0.0033879166282262917	0.17703698099999973	1.4074262398243522	0.16693741282278404	0.37908633492890353
DNASE1L2	-0.020688498069497647	-0.4867551621274351	0.6274236526655077	0.699126458171949	-0.017245595399999963	-0.08251436883284965	0.934644562586902	0.9710714605699422
DNASE1L3	-2.2104447451737426	-9.150878579273654	4.130008923707242e-15	3.0557851740613483e-13	-2.6708088754999992	-5.258533893482024	5.030049695086528e-6	4.961897614254207e-4
DNASE2	0.024782934362934432	0.4787678321609667	0.6330770054197107	0.7042354435640484	0.3041429285	2.5419735594719	0.014952517924953501	0.08297503122997794
DNASE2B	0.02225983397683378	0.30205321934033946	0.7631955897457279	0.8141726086871081	-0.07946372104999959	-0.180261129159787	0.857847413503228	0.9344558464408959
DND1	0.2914518416988413	4.09370523038455	8.244250300648401e-5	3.0941541889234757e-4	-0.17044344524999994	-1.5615367232666977	0.12618582986884436	0.32041831280012434
DNER	0.4840231081081087	2.980297584514389	0.0035619926806260615	0.008496987255363386	0.48346832704999976	0.7975194213653465	0.42980517964977294	0.655677319014979
DNHD1	-0.23015859845559855	-3.8354439156527103	2.118028918781892e-4	7.082779872446195e-4	0.15515765230000084	0.7866053211739874	0.43609615826917214	0.660520800085594
DNLZ	0.34413030501930453	2.845001185561879	0.005319340646760623	0.01203344289382702	-0.24823883629999996	-0.7272372438735578	0.47126788778977713	0.6895474471459235
DNM1	-0.16278250965250954	-4.281447631045405	4.0518766241256155e-5	1.6583343782616087e-4	0.2358420911499992	0.5672140924969477	0.5737025268902	0.7657674481165929
DNM1L	0.4737945289575291	5.922680869642773	3.8631817195170634e-8	3.4783026467158396e-7	0.08487794800000019	0.7270422653858112	0.4713860164505146	0.6895803642130494
DNM1P35	-0.025040320463320397	-0.587186659231442	0.558310652176657	0.6365601769903465	-0.6281079079999998	-1.3833244700295944	0.17415125661563374	0.38751148579786016
DNM1P41	-0.08720675289575275	-2.449405570379303	0.01592600604229415	0.031380290709966	-0.10280968500000046	-0.2978371963842016	0.7673514725939865	0.8884498926621773
DNM1P46	-0.1253006756756754	-2.9474269194789597	0.003931201177947904	0.009248909714893009	-0.12588997410000025	-0.5190199031900264	0.6065743671574735	0.7892578184457782
DNM2	0.05267828571428531	1.0203170118664764	0.30987081523437693	0.39359540376150004	-0.07594665744999964	-0.48519915735137414	0.6301519780402238	0.8043573191653935
DNM3	-0.17022718918918914	-3.917910300310606	1.5738586753656796e-4	5.462924487829844e-4	0.8685380713499993	3.5377757044478124	0.0010293574081387486	0.01466025577087255
DNM3OS	-0.3702444826254818	-4.879848335441796	3.7083470602189137e-6	1.9893384365213818e-5	-1.0482432415999994	-2.2666247234417694	0.028828414735159024	0.12630503640159402
DNMBP	-0.32719243243243196	-3.5876092777356856	5.041111587987516e-4	0.0015349846076916636	-0.6056931454999998	-3.0227070820660944	0.004333046419012425	0.0367472743675545
DNMT1	0.7754668455598446	7.030763496471176	1.9857383249688016e-10	3.3905624633474367e-9	0.18282919345000018	1.2545007648211093	0.2168588775904164	0.4424018722896303
DNMT3A	0.5893841621621615	6.3874108125498905	4.426659212332892e-9	5.160402885631158e-8	0.6014586462999997	2.8840017586968774	0.006263960149628055	0.04706963447083591
DNMT3B	0.48373785714285605	5.639722448655065	1.3926509911097202e-7	1.0757932176708005e-6	-0.10388210254999952	-0.24409610791309588	0.8083899526665337	0.9101720006821586
DNMT3L	-1.3430924826254806	-9.497185813254527	6.798441586494064e-16	6.631681606771541e-14	-1.52030550745	-3.0278039017726197	0.0042740725390758095	0.03640324978172125
DNPEP	-0.0014198339768334975	-0.027198732537573794	0.9783516973326968	0.9841881461375394	-0.15702861099999887	-1.3787127692468752	0.17555871386144764	0.38942460779663646
DNPH1	0.3927642200772195	5.086691064133017	1.5566048377246487e-6	9.10726870226581e-6	0.12523758284999997	0.8596920293610218	0.39502410815291045	0.6244504214913041
DNTT	0.020314729729729537	0.3795081667781841	0.7050598323838608	0.7663984875997464	0.5521810482499998	1.2612486635894562	0.21444306660116966	0.4395025128224533
DNTTIP1	0.24189872586872618	4.805118504875446	5.049024243588469e-6	2.615221055026999e-5	-0.04499621860000006	-0.4076327423344046	0.6856922340820111	0.8404723709914907
DNTTIP2	0.2940779806949796	4.274524572237778	4.160885414273544e-5	1.6975195126911556e-4	0.3507680229999994	2.854750032075107	0.0067627265483169744	0.04916764391896362
DOC2A	-0.09360914285714314	-2.234510601665343	0.02752014986978749	0.050374101322575505	-0.2222162574499998	-0.5676064649744602	0.5734385295590256	0.7657674481165929
DOC2B	-0.14870718918918843	-3.975931931727719	1.2739753710762187e-4	4.5378723181629255e-4	0.10469469555000015	0.4747623312934822	0.6375090680657619	0.8096056254092193
DOCK1	5.887567567572626e-4	0.007705518208020202	0.9938662405468406	0.9956679471233238	-0.0676928631000003	-0.3203275697689192	0.7503685273952718	0.8781346339804901
DOCK10	-0.3319455675675673	-2.1316692018292276	0.03531407833787323	0.06249488659971984	-0.43975889580000027	-1.5392607472303326	0.13152564657774782	0.3287083398444104
DOCK11	0.19687351351351343	1.179797547039224	0.2406872308684673	0.31936497090897703	0.22139686730000066	0.8876595819491168	0.3799703928493652	0.6120269882697532
