analysis_role	injury_set	injury_gene_file	n_input_genes	n_overlap_genes	sample_id	tissue	HBV_INJURY	E2F	G2M	CIBERSORTx_PC1	CIBERSORTx_PC2	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
topN_sensitivity	HBV_INJURY_TOP_200	results/tables/HBV_INJURY_TOP_200_gene_set.tsv	200	200	GSM3428736	tumor	0.26210608600432916	0.15423905590057468	0.14283203272025274	0.374965722708042	-0.426906892704989	0	0.0688855013690499	0.0626433220651646	0.0803923022921277	0	0.228824621692784	0	0.0828484084059876	0	0	0	0.0730405462548269	0	0.0601428936714669	0.0224577557064121	0.253062052459614	0.0166108018352609	0.0133412814572017	0.00567985569942678	0	0	0.0320706570906772
topN_sensitivity	HBV_INJURY_TOP_200	results/tables/HBV_INJURY_TOP_200_gene_set.tsv	200	200	GSM3428737	tumor	0.025337123021121444	-0.3839210828552521	-0.33411177453164265	0.3565058427691285	0.8958106308739532	1.3331549776186e-4	0	0.0663127721642118	0.146358771046087	0	0	0	0.0542385795013385	0.0242748301980804	0	0	0.0787308939049944	0.0901050519233428	0	0.16435121790007	0.178464119551281	0.0117105154380562	0.00809169148621377	0	0.143477418959812	0	0.0337508224287506
topN_sensitivity	HBV_INJURY_TOP_200	results/tables/HBV_INJURY_TOP_200_gene_set.tsv	200	200	GSM3428738	tumor	0.08489404027416013	0.6395939809305996	0.644552506654615	-2.166342773307739	1.13412972937508	0.0778341181994463	0	0.0745172137488386	0.0731626940759859	0	0.141159782863654	0	0.0158658729950077	0.0450127756139925	0	0.0353172558529238	0	0.00450453762048281	0.20049071306332	0.0243128881644855	0.150158980315079	0	0	0	0.142297848453243	0	0.0153653190335416
topN_sensitivity	HBV_INJURY_TOP_200	results/tables/HBV_INJURY_TOP_200_gene_set.tsv	200	200	GSM3428739	tumor	0.2781855314405694	0.2855683040977735	0.2492011341084313	-0.7699397481047073	0.7580159633408663	0.00192828261049675	0.00581590488406362	0.0533494469424931	0.158204739272457	0	0.091002866758856	0	0.078351170713279	0	0	0	0.0696060297245588	0.0170095492413885	0.139457391928148	0.0710126790079847	0.19040245050357	0.0991117609541467	0.0068403306434284	0	0.0157648172807644	0	0.00214257953436417
topN_sensitivity	HBV_INJURY_TOP_200	results/tables/HBV_INJURY_TOP_200_gene_set.tsv	200	200	GSM3428740	tumor	-0.7874929882427733	0.14860762952454054	-0.024903984158938297	-3.1563411851266614	-3.2083226141371783	0.0106858938242386	0.0170960353797499	0.069137576735425	0	0	0.125801394174894	0	0.0478704736188611	0.0645850996248318	0	0.00552734242010414	0.128916482966459	0.0697025201080538	0.093027044428844	0.114319678263988	0.0772567670996834	0	0	0.176073691354867	0	0	0
topN_sensitivity	HBV_INJURY_TOP_200	results/tables/HBV_INJURY_TOP_200_gene_set.tsv	200	200	GSM3428741	tumor	0.9546907176025866	0.08262263161487754	0.17480846469669176	1.4583594233879063	1.2361972530102678	0.0425482148060269	0	0.215641078543982	0.121714870865639	0	0.152820805051712	0	0.00348209764175738	0	0.0164218311819841	0	0.0572195813884257	0.0293126012506109	0.0151240123835964	0.0472007617853323	0.250807729112196	0	0	0	0.0151794553530171	0	0.0325269606357205
topN_sensitivity	HBV_INJURY_TOP_200	results/tables/HBV_INJURY_TOP_200_gene_set.tsv	200	200	GSM3428742	tumor	-0.12755413143303895	-0.08379013018041159	-0.2229170589977086	1.2237207120572575	0.8526325288957028	0.0285499250973603	0.00909187448926281	0.0950710339266086	0.117045100839458	0	0.111697463799751	0	0	0.0101202611894441	0	0	0.00265540178022665	0	0.19778479046222	0.00760430972122351	0.369215326302193	0	0	0	0.0356169850436822	0	0.0155475273485711
topN_sensitivity	HBV_INJURY_TOP_200	results/tables/HBV_INJURY_TOP_200_gene_set.tsv	200	200	GSM3428743	tumor	0.26645159877018737	-0.22155124736349296	-0.2141857634707522	-1.3565332277274673	-2.1301487994268253	0.0302127524629333	0	0.0670514950990234	0.170198499595216	0	0.139802570647684	0	0.00472106424111045	0.0874316077607999	0	0.0178528401495946	0.0353565293300493	0.033479414389762	0	0.122842071625909	0.237246928080612	0.0225451192291496	0	0.0305391241709006	0	0	7.1998321725637e-4
topN_sensitivity	HBV_INJURY_TOP_200	results/tables/HBV_INJURY_TOP_200_gene_set.tsv	200	200	GSM3428744	tumor	0.12102195779638943	0.49106007473993735	0.4554760921976252	-0.5008230714412174	1.2457126497720004	0.0129009613249476	0	0.0690724875190463	0.117984401507447	0	0.161132503776569	0	0.0349233762642055	0	0	0	0.0826868475192138	0.00929432861488242	0.117992993078071	0.0497395751891272	0.255669076986924	0.0345815467986291	0.00365805427815771	0	0.0221146268661658	0	0.0282492202766145
topN_sensitivity	HBV_INJURY_TOP_200	results/tables/HBV_INJURY_TOP_200_gene_set.tsv	200	200	GSM3428745	tumor	-0.3312537080336427	0.3427778714870201	0.4274819372121209	-3.5318251756940713	1.2783777597134933	0.0273225873827535	0	0.058578635878979	0.121299789619945	0	0.376521647444464	0	0.0185688047307112	0.0358452114408164	0	0.044065310491773	0	0.0752192804173095	0.0457972513276565	0.0335090466650347	0.0832163964668169	0	0.0534045692323576	0	0.0100972134501289	0	0.0165542554512537
