sample_id	tissue	dataset	score	value
GSM1024545	tumor	GSE41804	ProlifHubScore	0.9490730672355336
GSM1024545	tumor	GSE41804	HepLossScore	-1.12471886550278
GSM1024545	tumor	GSE41804	HCCStateScore	2.0737919327383136
GSM1024546	tumor	GSE41804	ProlifHubScore	-0.13658522069960194
GSM1024546	tumor	GSE41804	HepLossScore	0.6855750165542921
GSM1024546	tumor	GSE41804	HCCStateScore	-0.8221602372538941
GSM1024547	tumor	GSE41804	ProlifHubScore	0.5514134484383233
GSM1024547	tumor	GSE41804	HepLossScore	-0.9637345975868107
GSM1024547	tumor	GSE41804	HCCStateScore	1.5151480460251339
GSM1024548	tumor	GSE41804	ProlifHubScore	0.81322422913924175
GSM1024548	tumor	GSE41804	HepLossScore	-0.9881088604801582
GSM1024548	tumor	GSE41804	HCCStateScore	1.8013330896194
GSM1024549	tumor	GSE41804	ProlifHubScore	1.4257678545392904
GSM1024549	tumor	GSE41804	HepLossScore	-1.2296207626098756
GSM1024549	tumor	GSE41804	HCCStateScore	2.655388617149166
GSM1024550	tumor	GSE41804	ProlifHubScore	0.025773404179364287
GSM1024550	tumor	GSE41804	HepLossScore	0.3048796206031297
GSM1024550	tumor	GSE41804	HCCStateScore	-0.2791062164237654
GSM1024551	non_tumor	GSE41804	ProlifHubScore	-0.8280534861248909
GSM1024551	non_tumor	GSE41804	HepLossScore	0.700221410254373
GSM1024551	non_tumor	GSE41804	HCCStateScore	-1.5282748963792638
GSM1024552	non_tumor	GSE41804	ProlifHubScore	-0.6661725577060428
GSM1024552	non_tumor	GSE41804	HepLossScore	0.7855392227661707
GSM1024552	non_tumor	GSE41804	HCCStateScore	-1.4517117804722135
GSM1024553	non_tumor	GSE41804	ProlifHubScore	-1.2803612014282795
GSM1024553	non_tumor	GSE41804	HepLossScore	0.5717897249567522
GSM1024553	non_tumor	GSE41804	HCCStateScore	-1.8521509263850318
GSM1024554	non_tumor	GSE41804	ProlifHubScore	-0.7675314745021297
GSM1024554	non_tumor	GSE41804	HepLossScore	0.6957937546464357
GSM1024554	non_tumor	GSE41804	HCCStateScore	-1.4633252291485652
GSM1024555	non_tumor	GSE41804	ProlifHubScore	-1.233611550795919
GSM1024555	non_tumor	GSE41804	HepLossScore	1.051376870642346
GSM1024555	non_tumor	GSE41804	HCCStateScore	-2.284988421438265
GSM1024556	non_tumor	GSE41804	ProlifHubScore	-0.23339273018279832
GSM1024556	non_tumor	GSE41804	HepLossScore	0.5403543978058334
GSM1024556	non_tumor	GSE41804	HCCStateScore	-0.7737471279886317
GSM1024557	non_tumor	GSE41804	ProlifHubScore	-0.42728730691079186
GSM1024557	non_tumor	GSE41804	HepLossScore	0.49507962980404535
GSM1024557	non_tumor	GSE41804	HCCStateScore	-0.9223669367148373
GSM1024558	non_tumor	GSE41804	ProlifHubScore	-1.0395163663665392
GSM1024558	non_tumor	GSE41804	HepLossScore	0.8903895716382492
GSM1024558	non_tumor	GSE41804	HCCStateScore	-1.9299059380047883
GSM1024559	non_tumor	GSE41804	ProlifHubScore	-0.7020370980699602
GSM1024559	non_tumor	GSE41804	HepLossScore	0.5913492781485066
GSM1024559	non_tumor	GSE41804	HCCStateScore	-1.2933863762184667
GSM1024560	non_tumor	GSE41804	ProlifHubScore	-1.213049970871833
GSM1024560	non_tumor	GSE41804	HepLossScore	1.1262157323406832
GSM1024560	non_tumor	GSE41804	HCCStateScore	-2.339265703212516
