pathway	sample_id	z_score	tissue
DNA REPAIR	GSM3428804	-0.837346924886539	non_tumor
DNA REPAIR	GSM3428805	-1.2515191538695258	non_tumor
DNA REPAIR	GSM3428806	-1.1630894674596628	non_tumor
DNA REPAIR	GSM3428807	-1.2211244751905752	non_tumor
DNA REPAIR	GSM3428808	-1.4703371947457398	non_tumor
DNA REPAIR	GSM3428809	-0.5022479116926503	non_tumor
DNA REPAIR	GSM3428810	-0.5327192381183926	non_tumor
DNA REPAIR	GSM3428811	-1.5712790618382195	non_tumor
DNA REPAIR	GSM3428812	-1.1368438612064247	non_tumor
DNA REPAIR	GSM3428813	-1.3386127934684657	non_tumor
DNA REPAIR	GSM3428814	-1.4483678665274733	non_tumor
DNA REPAIR	GSM3428815	-1.5785006811746805	non_tumor
DNA REPAIR	GSM3428816	-1.6405186434116996	non_tumor
DNA REPAIR	GSM3428817	-1.413238344791449	non_tumor
DNA REPAIR	GSM3428818	-1.463529428601096	non_tumor
DNA REPAIR	GSM3428819	-0.5478619578534006	non_tumor
DNA REPAIR	GSM3428820	-1.3894534268753607	non_tumor
DNA REPAIR	GSM3428821	-1.2782315907894546	non_tumor
DNA REPAIR	GSM3428822	-1.029815449829414	non_tumor
DNA REPAIR	GSM3428716	0.6725195360161331	tumor
DNA REPAIR	GSM3428717	0.5367292537137963	tumor
DNA REPAIR	GSM3428718	0.27944332843352193	tumor
DNA REPAIR	GSM3428719	1.4511217513874544	tumor
DNA REPAIR	GSM3428720	1.297458415648408	tumor
DNA REPAIR	GSM3428721	0.34674246443854	tumor
DNA REPAIR	GSM3428722	1.0951966605961643	tumor
DNA REPAIR	GSM3428723	0.4836298781039874	tumor
DNA REPAIR	GSM3428724	-1.036811937664395	tumor
DNA REPAIR	GSM3428725	0.2688636901102287	tumor
DNA REPAIR	GSM3428726	-0.06995656440686376	tumor
DNA REPAIR	GSM3428727	0.015619785587073949	tumor
DNA REPAIR	GSM3428728	0.982561526188983	tumor
DNA REPAIR	GSM3428729	0.6429778978932217	tumor
DNA REPAIR	GSM3428730	-1.3891274421065203	tumor
DNA REPAIR	GSM3428731	-1.1282368745572646	tumor
DNA REPAIR	GSM3428732	1.2193153361119744	tumor
DNA REPAIR	GSM3428733	-0.12165131410001964	tumor
DNA REPAIR	GSM3428734	0.02513773029934985	tumor
DNA REPAIR	GSM3428735	-0.2900895327660854	tumor
DNA REPAIR	GSM3428736	-0.04706582407144322	tumor
DNA REPAIR	GSM3428737	-0.5302121229599842	tumor
DNA REPAIR	GSM3428738	1.025668643017341	tumor
DNA REPAIR	GSM3428739	0.4621362316430586	tumor
DNA REPAIR	GSM3428740	-0.05199664805424347	tumor
DNA REPAIR	GSM3428741	0.3114157214854823	tumor
DNA REPAIR	GSM3428742	-0.361891676748242	tumor
DNA REPAIR	GSM3428743	-0.17995114732194267	tumor
DNA REPAIR	GSM3428744	0.7856867955148364	tumor
DNA REPAIR	GSM3428745	0.3189725279919501	tumor
DNA REPAIR	GSM3428746	0.6156919686291116	tumor
DNA REPAIR	GSM3428747	0.8804349307891713	tumor
DNA REPAIR	GSM3428748	0.6075015408281909	tumor
DNA REPAIR	GSM3428749	-1.1629958639264253	tumor
DNA REPAIR	GSM3428750	0.4971591960619053	tumor
DNA REPAIR	GSM3428751	0.2779597619858165	tumor
DNA REPAIR	GSM3428752	0.7022394471666142	tumor
DNA REPAIR	GSM3428753	0.3215981791348517	tumor
DNA REPAIR	GSM3428754	0.6895218162757899	tumor
DNA REPAIR	GSM3428755	-1.4298499324446783	tumor
DNA REPAIR	GSM3428756	-0.04556235862738501	tumor
DNA REPAIR	GSM3428757	0.8874909587066665	tumor
DNA REPAIR	GSM3428758	0.5815226291127532	tumor
DNA REPAIR	GSM3428759	0.40205381880368474	tumor
DNA REPAIR	GSM3428760	1.0929467795913113	tumor
DNA REPAIR	GSM3428761	1.20204208763274	tumor
DNA REPAIR	GSM3428762	0.8451473634612185	tumor
DNA REPAIR	GSM3428763	1.1156869721611042	tumor
DNA REPAIR	GSM3428764	-1.233423695409642	tumor
DNA REPAIR	GSM3428765	1.3466924267784635	tumor
DNA REPAIR	GSM3428766	1.367761462029185	tumor
DNA REPAIR	GSM3428767	1.660408304248518	tumor
DNA REPAIR	GSM3428768	1.3877754468604604	tumor
DNA REPAIR	GSM3428769	-0.5242892576942667	tumor
DNA REPAIR	GSM3428770	1.4349919639929511	tumor
DNA REPAIR	GSM3428771	0.19690275268123494	tumor
DNA REPAIR	GSM3428772	1.051326162049892	tumor
DNA REPAIR	GSM3428773	0.5181701123331885	tumor
DNA REPAIR	GSM3428774	0.6442594750051994	tumor
DNA REPAIR	GSM3428775	1.5224036341568663	tumor
DNA REPAIR	GSM3428776	1.5638207488054878	tumor
DNA REPAIR	GSM3428777	1.028744376325485	tumor
DNA REPAIR	GSM3428778	1.3597995917554087	tumor
DNA REPAIR	GSM3428779	1.16209929772327	tumor
DNA REPAIR	GSM3428780	0.9994817024481868	tumor
DNA REPAIR	GSM3428781	1.4603862777484682	tumor
DNA REPAIR	GSM3428782	0.3400089202176062	tumor
DNA REPAIR	GSM3428783	1.557053225115196	tumor
DNA REPAIR	GSM3428784	1.3030158440839121	tumor
DNA REPAIR	GSM3428785	-1.5012437014457198	tumor
MYC TARGETS V2	GSM3428786	-0.8102093602478605	non_tumor
MYC TARGETS V2	GSM3428787	-0.7210168400619668	non_tumor
MYC TARGETS V2	GSM3428788	-0.029667006668015472	non_tumor
MYC TARGETS V2	GSM3428789	1.7935023470096627	non_tumor
MYC TARGETS V2	GSM3428790	-0.9694386643714369	non_tumor
MYC TARGETS V2	GSM3428791	-0.5323990445049016	non_tumor
MYC TARGETS V2	GSM3428792	-1.1905191829349286	non_tumor
MYC TARGETS V2	GSM3428793	-1.062598261546182	non_tumor
MYC TARGETS V2	GSM3428794	-0.6651771880796589	non_tumor
MYC TARGETS V2	GSM3428795	-0.17101551181352556	non_tumor
MYC TARGETS V2	GSM3428796	-1.2009119401233812	non_tumor
MYC TARGETS V2	GSM3428797	-0.05099479016705347	non_tumor
MYC TARGETS V2	GSM3428798	-1.2623254936511739	non_tumor
MYC TARGETS V2	GSM3428799	-1.0149388776402564	non_tumor
MYC TARGETS V2	GSM3428800	-0.7355031438665642	non_tumor
