gene	logFC	AveExpr	t	p_value	FDR	B	dataset
GPR75-ASB3	0.3818792260500002	8.802501186875	2.6159193128726717	0.012449616554809848	0.07394196259010434	-3.1988820999346754	GSE41804
GPR78	0.020171824949999972	6.259371956775	0.10525030010606856	0.9166972617967374	0.9617959550409699	-6.323643051271355	GSE41804
GPR82	-0.27373074589999985	5.5993166442	-0.9209713040184538	0.36252435951383666	0.596088557032342	-5.9126024631309955	GSE41804
GPR83	-0.4379322246999998	5.71043761305	-1.2932956726583604	0.20324431414784197	0.4264782076082493	-5.516106017077096	GSE41804
GPR84	-0.6482727238000007	3.9476208484499997	-1.253434633241976	0.21724241388760568	0.44272758378275123	-5.564494036878052	GSE41804
GPR85	-0.07824081135000009	3.842293083775	-0.23744862905180694	0.8135070405638736	0.9128349661294719	-6.301174097304258	GSE41804
GPR87	-0.023290475899999764	4.24623046425	-0.05546870036823788	0.9560380727715938	0.9801766716673714	-6.327613823954953	GSE41804
GPR88	0.14921891809999893	7.477612715	0.2052863830382769	0.8383777238961385	0.9250000819041265	-6.308233412738747	GSE41804
GPR89A	0.43239738049999904	11.91748115875	3.5342036616709485	0.0010400191748963334	0.014749067675763094	-0.9503953581662223	GSE41804
GPR89B	0.4991655716999992	7.4735721628	1.866695668007187	0.06920258332324351	0.21980460443945893	-4.672123667362018	GSE41804
GPRASP1	-0.7339512149499999	7.255570402275	-2.9233989021528632	0.005646344557571378	0.044007500236779	-2.4926328784502263	GSE41804
GPRC5A	-1.1895450606499998	5.542240124975	-1.5522383499194137	0.12839308451849124	0.32321892923628515	-5.1684576993249545	GSE41804
GPRC5B	-0.0056389525500004775	11.123584088725	-0.016719131815173323	0.9867428589404856	0.9945150076695726	-6.329002271819879	GSE41804
GPRC5C	-0.3354715924999994	9.56523111245	-1.7216085023352277	0.09277903460756713	0.26406153863906945	-4.910885345790733	GSE41804
GPRC5D	-0.3652016112999994	3.91175974225	-0.8280874848369729	0.4124789893338976	0.6411329371189907	-5.991697716838978	GSE41804
GPRC6A	0.5489917421999998	3.5648456885	1.2718043642010037	0.21070448802070735	0.43585533738250737	-5.5423679225816596	GSE41804
GPRIN1	-0.09084159469999906	6.0652880672	-0.29242319675495926	0.7714574264194646	0.8909276596359424	-6.286740806929938	GSE41804
GPRIN2	-1.2921791115499994	6.690982338125	-4.035684876024849	2.355697124713043e-4	0.005474730721568678	0.4249597542275927	GSE41804
GPRIN3	-0.31764306530000014	8.232608309	-1.2152493975561969	0.23131494327862592	0.45956653220750293	-5.609535384293003	GSE41804
GPS1	-0.13046495960000054	7.8722896132999995	-0.6125099881718133	0.5436277760407482	0.7445014378299039	-6.143798444920438	GSE41804
GPS2	-0.47783644585	8.378849563425	-2.977905195701429	0.004885360694841032	0.03965345193838693	-2.362117490435867	GSE41804
GPSM1	-0.4425604571999999	7.01359361785	-1.0049347893762908	0.32090070220526523	0.5548488176672073	-5.834192138120852	GSE41804
GPSM2	0.9123656228999992	9.95358805195	4.835658387418484	1.9507612358566698e-5	0.001125594407522285	2.7560859696754143	GSE41804
GPSM3	-0.5026404398500003	7.328175269575	-1.3404255078369014	0.18758555457303222	0.40594394833139374	-5.457103352852142	GSE41804
GPT	-0.44528267644999986	8.735039000475	-3.1424014839655854	0.0031315904261782837	0.029792670095821466	-1.9592504994561697	GSE41804
GPT2	-0.692180362449999	11.126716097325	-2.4326776166393915	0.019499741242050696	0.09846282990676157	-3.593613977050466	GSE41804
GPX1	0.10940502114999899	10.573074473975	0.6665451494015486	0.508845926854104	0.718201754921965	-6.109846065012014	GSE41804
GPX2	0.9289534823500003	11.777616226925	2.4089142663529874	0.020641095078328814	0.10227921212730903	-3.643274453002967	GSE41804
GPX3	-0.03533093249999983	13.88771440825	-0.13404817434051677	0.8940290507491203	0.952483785921521	-6.320223596062029	GSE41804
GPX4	-0.4520424653499999	11.317028452325	-2.84005572543425	0.007027020352706621	0.05050857687334226	-2.6892004663916573	GSE41804
GPX5	0.1270914329000002	2.7613773357	0.26561581648735433	0.7918838612769818	0.9020018497185611	-6.294151747684789	GSE41804
GPX7	0.003018083699999738	5.52643152795	0.00502673215524497	0.996013968202436	0.9984365927966188	-6.32912848244315	GSE41804
GPX8	0.5824194722499993	7.234739587125	1.7708528195117055	0.08411872140349803	0.2486864021052314	-4.831685559846552	GSE41804
GRAMD1A	0.5453687479000005	6.714155333	1.5566807329315118	0.12733469426031904	0.3217834112737825	-5.162000514884831	GSE41804
GRAMD1B	-0.2481333465499999	6.5779861156749995	-0.7346338547626086	0.4667991448559712	0.6854517212131728	-6.06307550656204	GSE41804
GRAMD1C	-1.3336439624499992	9.737966943025	-4.337244342553671	9.344487214277516e-5	0.003050310130067515	1.287613062538897	GSE41804
GRAMD2	-0.08685828624999989	5.097422067975	-0.20419410918056402	0.8392254699190809	0.9254475341206877	-6.308455190651722	GSE41804
GRAMD3	-0.7713483280500011	10.179162352925	-3.582371883442966	9.047719276444102e-4	0.013564096307407895	-0.8220481359110554	GSE41804
GRAMD4	-0.48302508255000015	8.376514954375	-1.517245172465437	0.13698008801571998	0.33695893414067135	-5.218749975609229	GSE41804
GRAP	-0.5027664368500001	7.105477995725	-1.5454701495509826	0.1300192207578764	0.326056026304447	-5.178264187356907	GSE41804
GRAP2	-0.2754603421999992	4.69889968605	-0.6463330348084797	0.5217132290182431	0.7280801310975727	-6.122874951867187	GSE41804
GRAPL	-0.5565638098499999	5.918721546625	-1.4670647669545391	0.15008894836859857	0.35487879281110046	-5.2890863666813885	GSE41804
GRASP	-0.49672437274999925	5.344522881575	-1.1593769796626598	0.2530990703819911	0.4844722701417197	-5.673106029881234	GSE41804
GRASPOS	-0.6185735472499996	4.652988158175	-1.471656973825847	0.14884945207368533	0.3532535599998775	-5.282737475407759	GSE41804
GRB10	0.2919887318500008	10.604711863825	1.7832051012350862	0.0820560987019326	0.24522136489396068	-4.81152069533701	GSE41804
GRB14	-0.48256358250000053	11.76816205875	-1.8425303691144552	0.0727337162494727	0.22745493524651805	-4.71302219776583	GSE41804
GRB2	0.24496078060000026	10.15173035765	2.5480108828053116	0.01473210353119156	0.08207738456915038	-3.3475606004835017	GSE41804
GRB7	-0.26801205779999954	6.17408763665	-1.2280092362584583	0.22653958303054736	0.453975995532973	-5.594627986773293	GSE41804
GREB1	-0.054269789750000165	7.025461242925	-0.09531737997697498	0.9245332632758272	0.9651759886758683	-6.32463170361675	GSE41804
GREB1L	0.7811983663500006	7.666780116575	4.18102198352847	1.5125082599371653e-4	0.004133365851559442	0.8378501583320324	GSE41804
GREM1	0.6344534904499992	7.055104692525	1.2324289186585118	0.22490264536712787	0.4522128477061471	-5.58943082686041	GSE41804
GREM2	-1.6621549027499996	7.157752362025	-3.4218266211703496	0.0014350199861507716	0.018023088775252733	-1.2463383405840212	GSE41804
GRHL1	-0.24864329699999993	7.77124630825	-1.086194663312262	0.28382199142256426	0.5170885215789314	-5.7521356439096	GSE41804
GRHL2	-3.169579994549998	5.676521408375	-5.46183343491294	2.6071495888227632e-6	3.4598042147956893e-4	4.649728586907166	GSE41804
GRHL3	0.09273191189999996	3.2802173779	0.17178796708745972	0.8644605765997231	0.9370450531339282	-6.314497707267315	GSE41804
GRHPR	-0.9525823935000003	13.42802612425	-4.336950701748239	9.352994330690168e-5	0.003050310130067515	1.2867623111534376	GSE41804
GRIA1	-0.42968241459999973	3.4344867126	-0.8946800138846882	0.37624977139495297	0.6089250262000158	-5.935809877113785	GSE41804
GRIA2	0.052670619100000024	2.2534624159	0.0995031475711888	0.9212301722465628	0.9635840828494835	-6.324227014016755	GSE41804
GRIA3	-0.29295708210000004	6.40548077855	-0.860055931710213	0.3948258624790809	0.6242656626331914	-5.965387388669652	GSE41804
GRIA4	0.26579368589999935	3.61363037615	0.4915652704344193	0.6256829502169379	0.8014179600817906	-6.209564575913172	GSE41804
GRID1	-1.805648633949999	6.102273351075	-3.797448716495033	4.813649684489405e-4	0.008904023944447111	-0.23875485518863115	GSE41804
GRID1-AS1	-0.02865943344999999	3.536323989925	-0.07139690277543824	0.9434336291449249	0.9748000037240869	-6.3266108660679015	GSE41804
GRID2	-0.18502825444999993	2.759346510575	-0.3975517509776823	0.6930503295379451	0.8456050715889781	-6.250846508422866	GSE41804
GRIK1	0.06732028545000013	6.575870579425	0.237947613390814	0.8131226431722389	0.9125919335943512	-6.301056516888681	GSE41804
GRIK1-AS1	0.22304857359999983	5.0887347497	0.5476399661233817	0.5869477115984039	0.7741581531759596	-6.18083704741262	GSE41804
GRIK1-AS2	-0.03160483349999853	9.14609199615	-0.21894442495622263	0.8277940600533725	0.9202767356987146	-6.3053605843953715	GSE41804
GRIK2	0.21514238400000033	5.793793734	0.5142895142231376	0.6098474150126993	0.7913864355289177	-6.19829131784898	GSE41804
GRIK3	-0.5809096455000005	4.00985352525	-1.1931899671003623	0.23974490867880272	0.4696236828896889	-5.634966647032673	GSE41804
GRIK4	0.2001000610500001	4.204238422125	0.5016901992133942	0.6186045782636579	0.7968366644155523	-6.204603817526356	GSE41804
GRIK5	-0.3752382411499996	5.614364612775	-1.1192339816800991	0.2696409900340873	0.5017965998983234	-5.717054638413327	GSE41804
GRIN1	-0.7549571680500002	5.963138187225	-2.0516555329864237	0.04671404312170038	0.17114533430515488	-4.344573786616095	GSE41804
GRIN2A	-0.7005863315499998	4.082792974775	-1.5098483077657343	0.1388528089261428	0.3390733220218213	-5.2292503884533446	GSE41804
GRIN2B	-0.9150292251499992	3.792100773625	-1.686186561362993	0.099457522950411	0.2757455387127569	-4.966667320887794	GSE41804
GRIN2C	-0.16885077525000058	5.508310277975	-0.426838114568845	0.671760001755457	0.8323533446221496	-6.238913875929147	GSE41804
GRIN2D	0.43145958385000044	5.1597364759749995	1.1650940114335968	0.25080415884962587	0.4822969295841506	-5.6667293034803805	GSE41804
GRIN3A	0.3791623727500001	6.177246325375	1.5160427072714973	0.1372831423207227	0.337208694094702	-5.220460072338462	GSE41804
GRIN3B	-0.4537211799499995	2.465751106925	-2.6624408072690686	0.01107855589529484	0.06850250892278245	-3.09544938123029	GSE41804
GRINA	0.37180692284999967	7.373185124225	1.8107233606019382	0.07761364759028037	0.23679238093006577	-4.766170412315408	GSE41804
GRIP1	0.11723152570000105	6.71782252785	0.4693108239981874	0.6413667713207968	0.8127224941102136	-6.220117002341034	GSE41804
GRIP2	-0.33197346044999976	3.620214356375	-0.5904575200880404	0.558167782744382	0.755397533063775	-6.15684632525427	GSE41804
GRIPAP1	0.14288829240000026	8.488189093299999	1.0172986979828995	0.31505615925667446	0.5485313075227459	-5.822096618002612	GSE41804
GRK1	-0.15819192624999986	3.249788640425	-0.41189918507027684	0.682587403491178	0.8390088987705125	-6.24510571399776	GSE41804
GRK2	-0.35383719314999973	6.126941438225	-1.7227557060977705	0.09256913658570946	0.26361003365840135	-4.909062068220478	GSE41804
GRK3	0.2127732478000005	8.67911364155	0.871047295024275	0.3888674644202028	0.6193464602088645	-5.956119669778062	GSE41804
GRK4	0.736549953149999	6.329062896475	2.9517017799273595	0.005238331045118388	0.04163296135347472	-2.425051913723249	GSE41804
GRK5	-0.1381551702999993	8.64258681095	-0.6782998208225085	0.5014428225515832	0.7125611261408799	-6.102088562067029	GSE41804
GRK6	-0.12588104640000067	8.2232078318	-0.8852137054227662	0.3812721279641794	0.6131563660508146	-5.9440078733270285	GSE41804
GRK7	-0.48470011825000003	2.8989846090749998	-0.9597162061229483	0.34289837649651056	0.5774361389482876	-5.877230461726522	GSE41804
GRM1	-0.4367461972999997	5.0620865938	-1.2477041581300696	0.219312602126018	0.44502864123575275	-5.571335548012806	GSE41804
GRM2	0.32971192029999963	4.7886224860999995	0.7155945899026831	0.4783512716544944	0.6953774070117196	-6.076599956424696	GSE41804
GRM3	0.12282157515000054	5.784604046725	0.3344801340884993	0.7397450116344086	0.8726778993544875	-6.273686181458359	GSE41804
GRM4	-0.9597460077499995	4.649987634425	-2.0857370122315513	0.043351598915702665	0.1636347963236648	-4.281483089614214	GSE41804
GRM5	-0.03777685095000028	4.425732150575	-0.08913978160391894	0.9294106065846744	0.9679914260766267	-6.325197210929898	GSE41804
GRM6	-0.6277695977999995	4.1431907777	-1.1306454943966997	0.26486211686777456	0.4964609766754077	-5.704708796164006	GSE41804
GRM8	-0.19592815795000032	5.309329409525	-0.41102990246090376	0.6832195593114417	0.8391911391135963	-6.245459280047162	GSE41804
GRN	-0.020527396249999934	9.841800956075	-0.13672285168615117	0.8919279321524589	0.951596856545806	-6.319864270578891	GSE41804
GRP	0.3629108984000007	4.2496804418	0.8065825383183791	0.4246229125035096	0.6513211153772671	-6.008855018937145	GSE41804
GRPEL1	-0.4057420149999991	11.9042232655	-3.0030780415317713	0.004567390455052944	0.037921543728536906	-2.301330352770652	GSE41804
GRPEL2	0.8707425511499997	10.133864152075	5.354753505750764	3.6867499226940857e-6	4.0917281157328803e-4	4.32339425017944	GSE41804
GRPR	1.5811763099499991	3.656769782075	2.6103048462713465	0.012625230476724396	0.07452370471941318	-3.211278827424898	GSE41804
GRSF1	0.16312986764999915	10.659863274075	1.1496017334382433	0.2570580973677504	0.4876840041898374	-5.6839413803140575	GSE41804
GRTP1	-0.47460675829999993	10.3222210646	-2.154661353152446	0.03719410707905844	0.14826523937891847	-4.151367129347092	GSE41804
GRTP1-AS1	1.0367849216499996	3.886474486175	1.9255213729501788	0.061212464274569785	0.2038197972393566	-4.570709852047724	GSE41804
GRWD1	0.2284526513499995	7.630447801275	1.3647534653825006	0.17987265213402445	0.3947507871137443	-5.425892961609752	GSE41804
GS1-124K5.11	0.08866905134999921	10.867262508325	0.5512967252266638	0.5844621643429452	0.7727398378680439	-6.178857542531212	GSE41804
GS1-124K5.4	0.15653978215000006	7.979848000675	0.729347126205412	0.4699906893333553	0.6884651491628605	-6.066865573268704	GSE41804
GS1-24F4.2	-1.0139430589499987	4.214306740075	-1.8408501789127412	0.07298482261451654	0.22794253240432488	-4.71584920776032	GSE41804
GS1-259H13.2	-0.5041647887999999	5.3707811629	-1.238111902377864	0.2228107172809038	0.4494437623341525	-5.582722750834204	GSE41804
GS1-279B7.1	-0.09560710494999976	3.803852351025	-0.23270055681463434	0.81716708246266	0.9147023959309882	-6.3022806165848015	GSE41804
GS1-600G8.3	0.055487252149999465	4.334617680225	0.12419486578398559	0.9017759539716739	0.9551344934929266	-6.321486130460718	GSE41804
GSAP	-0.3509331807499997	9.577428622025	-1.9822103535301976	0.05427569605495028	0.18779373569004826	-4.470525450602877	GSE41804
GSC	-0.5034425278999998	2.3038158268	-1.717848949337528	0.09346968020475105	0.2651598791723982	-4.916853177370423	GSE41804
GSC2	0.4449418516499998	2.151110219325	0.9644203863930603	0.34056434022032334	0.5752975606265506	-5.8728410689975385	GSE41804
GSDMB	-0.5463820949000008	10.0073680623	-2.163765997972811	0.036441341320106097	0.14658071333880693	-4.13392962103445	GSE41804
GSDMC	2.1340669329499993	3.076732176725	4.887747472869846	1.6525726334741845e-5	0.0010013485374920316	2.9119468268323203	GSE41804
GSDMD	-0.120066091	8.06521510755	-0.9679583067467099	0.338815930477151	0.5736952545862432	-5.8695264099334805	GSE41804
GSE1	-0.29643871785000053	9.424929579575	-1.8656603264943512	0.0693508218582528	0.22003915225825163	-4.673885077150185	GSE41804
GSG1	-0.5871513171499998	3.143760605025	-1.2596338749733635	0.21501933608337087	0.44010790105410735	-5.557060303426128	GSE41804
GSG1L	-0.12197451105000016	3.745475006925	-0.3769329633175936	0.7081931798658226	0.8543800256015329	-6.258743020096424	GSE41804
GSG2	0.3582814608500001	5.5465856186749996	1.0824854948843539	0.2854461644573354	0.5191297061650713	-5.756012281328717	GSE41804
GSK3A	0.035702792700000235	6.80960903175	0.19253490385566738	0.8482863856038614	0.9295934428733273	-6.310748932275869	GSE41804
GSK3B	0.3504459694500008	9.927449717775	1.9862739151893984	0.05380566542605633	0.18679135652936538	-4.463252615250296	GSE41804
GSKIP	-0.012312546750000023	10.326102580375	-0.06171213809491658	0.9510959204115402	0.9777961887004223	-6.327250696101292	GSE41804
GSN	-0.5461374477000008	11.02843896535	-2.2135998952293745	0.03255503923951222	0.13663662310873853	-4.037468079239128	GSE41804
GSN-AS1	-0.9806423829999993	2.35407265535	-2.0233300025126693	0.04967965544660581	0.17799085571026524	-4.396371826594519	GSE41804
GSPT1	-0.324045009999998	12.1425140465	-2.584964338762317	0.013446496244307514	0.0772587514005339	-3.2669975123540738	GSE41804
GSPT2	-1.3464811811500017	8.145234195675	-3.0804894856056078	0.0037071399153049845	0.0332135624909155	-2.1124238510825757	GSE41804
GSR	0.07208591299999897	12.7286395395	0.6009448050211565	0.5512287072076489	0.7502739374225996	-6.15069983257738	GSE41804
GSS	-0.3201926119999989	11.457283843999999	-2.8901127025891395	0.0061641958452910844	0.0465104933134294	-2.5715798817441584	GSE41804
GSTA1	-0.8581681509999992	14.60272431	-3.4478400433196277	0.0013324872170742486	0.017213242556454997	-1.1782782370040117	GSE41804
GSTA3	-0.9810866884999995	6.82052852875	-3.0251131391409043	0.004305111900756274	0.03657911740519203	-2.247859415384351	GSE41804
GSTA4	0.5807371441499993	10.128028851725	2.768226389537373	0.008462977495678382	0.05745791181756924	-2.8556133922078293	GSE41804
GSTCD	0.26909224359999956	7.0574702432	1.3529286784138699	0.18359049140909714	0.40040545013255363	-5.441126857102055	GSE41804
GSTK1	-0.41469376150000026	12.29799112325	-2.819352795168181	0.00741573815818045	0.05236501455438195	-2.7374537135049355	GSE41804
GSTM1	-0.6799130851	10.6747216261	-1.561516572350352	0.1261905799548874	0.32041831280012434	-5.154952900647537	GSE41804
GSTM2	-0.6258741977000002	10.7071830976	-1.5735701997570104	0.12337493446695859	0.3162951981361274	-5.137302376413288	GSE41804
GSTM3	0.1824234985499992	8.903403610275	0.4653305322058055	0.6441897506480138	0.8143420246943668	-6.221953397879617	GSE41804
GSTM4	0.0868404096000005	10.128777799049999	0.4224588547892307	0.674926806621669	0.8344801643455134	-6.240751623607631	GSE41804
GSTM5	-1.4937945159999995	5.3853790151	-2.526336625522916	0.015537479850416886	0.08513156809437848	-3.3944280253015973	GSE41804
GSTO1	-0.34661070150000173	13.88754096775	-2.6908015724894487	0.010312424446610149	0.06528701076458399	-3.0317760295232694	GSE41804
GSTO2	-0.6807019100499994	8.417906467225	-1.9150161397823835	0.0625783798996022	0.20664987096706428	-4.589012054367487	GSE41804
GSTP1	-0.49786201354999954	9.032462222525	-1.6235300996780067	0.11224284379989977	0.2982338016320349	-5.062874197102273	GSE41804
GSTT1	-0.8650386585000005	6.9214273213	-0.8719287669753827	0.3883920915616149	0.6189729520196439	-5.9553715236140015	GSE41804
GSTT2	-0.23002471704999936	7.121822233775	-0.43676561868008623	0.6646034730999675	0.8280309297676077	-6.234678300158216	GSE41804
GSTTP1	-0.5675273030499991	4.831295267925	-1.3158814586764769	0.19562108001360512	0.4165781060730252	-5.48807163618973	GSE41804
GSTZ1	-1.7034972609999985	9.74396067785	-5.380017970567542	3.397569165237699e-6	0.00039104403201807234	4.400320470660397	GSE41804
GSX1	-0.6287867796500003	2.965451955925	-1.3036292504971871	0.19972907345631077	0.4224724362986317	-5.5033347808171404	GSE41804
GSX2	0.45216513505000006	2.854929298025	0.9871245131552727	0.3294482190735871	0.5640059677668655	-5.851368738960207	GSE41804
GTDC1	0.4309560048500006	10.036796203225	3.001549559192815	0.004586129481941147	0.03803357781954471	-2.3050304103229022	GSE41804
GTF2A1	0.21774994709999956	10.5691266635	1.8474606615817106	0.07200110855743543	0.2257516279457826	-4.704714216272457	GSE41804
GTF2A1L	0.42232818539999983	3.66510266755	0.8220298548598917	0.41587797472785626	0.6439057831631015	-5.996574810150284	GSE41804
GTF2A2	0.2170701186999999	10.3627891822	1.6846229470834577	0.09976127302285775	0.2763906988977535	-4.9691066138356	GSE41804
GTF2B	0.10113532380000058	10.55765141615	0.7362303652352821	0.46583780521331086	0.6845946342930112	-6.061925729491503	GSE41804
GTF2E1	0.47802717319999977	9.42285495855	2.186283783112848	0.0346371411991979	0.1425121491405621	-4.090555282723366	GSE41804
GTF2E2	-0.2622075106500001	9.647220699375	-1.8233155740330909	0.07564957334861108	0.23295711909983868	-4.745222604618165	GSE41804
GTF2F1	-0.26785839139999956	8.825106809	-1.988562791242041	0.05354246696791109	0.18614500302908263	-4.4591507041643546	GSE41804
GTF2F2	0.3807135477500004	8.929472563575	1.9040731987690658	0.06402892785897063	0.20919514384442595	-4.607988611436084	GSE41804
GTF2H1	0.0026363241499993313	9.776483597525	0.021345307938836145	0.9830751230558616	0.9927195637286839	-6.328914863088711	GSE41804
GTF2H2B	0.46879790304999885	9.042122514825	2.8585694358305918	0.006695563324127008	0.04889177206771897	-2.6458539998538457	GSE41804
GTF2H2C	0.7112092287499997	10.467892687625	4.033127735046969	2.3740242366397638e-4	0.0055020386829268105	0.4177464568681355	GSE41804
GTF2H2C_2	0.3790989483500005	10.499099393275	3.174047950574037	0.002871086106159043	0.02813276399426922	-1.880257447369857	GSE41804
GTF2H3	0.20718827434999978	9.290408439075	1.2100212203283962	0.23329286695700596	0.4619559176700115	-5.6156017987554225	GSE41804
GTF2H4	-0.10777954190000018	7.88043457905	-0.7226097009532879	0.4740760729918757	0.691655051360984	-6.071657032766939	GSE41804
GTF2H5	7.652645999992774e-4	10.6383016312	0.004888804122004297	0.9961233396504681	0.9984365927966188	-6.32912916131181	GSE41804
GTF2I	0.34643392150000113	12.40818273375	2.713709740647622	0.00972961860280754	0.06295312119776099	-2.9800071537420614	GSE41804
GTF2IP12	0.24247591609999883	9.96565221275	1.051401156559236	0.29931361891714237	0.5336144671654526	-5.788008354799743	GSE41804
GTF2IP20	0.18089943685000015	7.118535638825	0.7247905250603652	0.47275147115150673	0.6905561880176421	-6.070110832852748	GSE41804
GTF2IP4	0.5947943159999989	12.5242610095	5.142424411981867	7.310831781110386e-6	6.285870503339693e-4	3.678910170703734	GSE41804
GTF2IP7	-0.3289382763999995	3.5909291888	-0.7547147055013208	0.4547908605810036	0.6749330385043407	-6.0484369847187445	GSE41804
GTF2IRD1	0.1857716201499991	7.861947842275	1.2904590771653206	0.20421738602634024	0.4275635000903103	-5.519595437348742	GSE41804
GTF2IRD2	-0.13695207400000053	9.4144636253	-1.0441199412213784	0.30262828355192906	0.5368678072178367	-5.795375840044607	GSE41804
GTF2IRD2B	-0.04443461645000047	8.455558678975	-0.20104072637911516	0.8416739861279809	0.9268469282293191	-6.309088836422438	GSE41804
GTF3A	-0.13663472699999932	12.929463372	-1.3138561163453577	0.19629568168950443	0.4177284253367042	-5.490603719740796	GSE41804
GTF3C1	-0.09541857515000082	7.849971629125	-0.6774646780869388	0.5019668369462231	0.712793563815601	-6.1026440873772385	GSE41804
GTF3C2	0.29949141020000064	10.5830327549	2.925007579055665	0.005622378758453704	0.0439072798188746	-2.4888028237055315	GSE41804
GTF3C2-AS1	0.6139616936999994	6.5838547181500005	2.9904060966607826	0.0047249450179846966	0.03881149229977935	-2.3319703666391938	GSE41804
GTF3C3	0.0687187364499997	8.908661253025	0.6062160261285903	0.5477576112989393	0.7480048044054661	-6.147570305214083	GSE41804
GTF3C4	0.29365243714999967	8.794853247775	1.7209440252463806	0.09290079175244557	0.2642697689278081	-4.911940937534398	GSE41804
GTF3C5	0.040851353700000356	7.64218181895	0.2693729695113384	0.7890117055532941	0.9003927145900316	-6.293155816115311	GSE41804
GTF3C6	0.3486107525000013	11.82152869575	2.41669021332947	0.020261131340128802	0.10108724542243619	-3.6270639552844797	GSE41804
GTPBP1	-0.2692738922999992	7.6326290329	-1.929035453349071	0.06076130777533199	0.20272144171256729	-4.564569153438596	GSE41804
GTPBP10	-0.09054809759999996	2.33853818255	-0.255177056026102	0.7998790499543057	0.9054362790058809	-6.296845645032001	GSE41804
GTPBP2	0.5375722954000006	8.59121131875	2.558591475397336	0.014352971972374848	0.0806770540865814	-3.32457782496193	GSE41804
GTPBP3	0.05145538999999924	10.7591481395	0.3945888928400462	0.6952186772925468	0.8468205672235122	-6.2520068806986	GSE41804
GTPBP4	0.24520776549999979	11.73723713325	1.7582109976498752	0.0862745903379368	0.25296282027512323	-4.85219947018316	GSE41804
GTPBP6	0.05111708674999873	9.492697420875	0.39518789534736354	0.6947800919999159	0.8467449908271707	-6.251772982150168	GSE41804
GTPBP8	0.07943937274999993	8.811712413325	0.5769747187482679	0.5671531601664023	0.7609030894967157	-6.164592238745332	GSE41804
GTSE1	0.4171163295499997	9.726272597875	2.094175890470991	0.04255251976475916	0.16145908990804222	-4.26573283344921	GSE41804
GTSE1-AS1	-0.20502596234999987	3.5343521181249997	-0.3864928164493721	0.7011568926486756	0.8500353429105563	-6.255133702009222	GSE41804
GTSF1	1.6935215665999994	5.4362676514	3.062472896627073	0.0038925222041582587	0.034247104825376365	-2.1566521305579744	GSE41804
GTSF1L	-0.39336028130000006	5.96728123755	-1.1978702143665079	0.2379378314469333	0.46759975132940107	-5.629607181120059	GSE41804
GUCA1A	-0.6486434899999998	5.72548941445	-2.8130932528255186	0.007537148997045302	0.052957235830983995	-2.751997312080472	GSE41804
GUCA1B	0.11466693450000055	7.29647583525	0.5394239458123842	0.5925506995828177	0.7790254664586627	-6.185237276562487	GSE41804
GUCA1C	0.19093337209999997	2.980417378	0.3339186877242857	0.7401654931993649	0.8728217163237082	-6.273871930531499	GSE41804
GUCA2A	-0.40008532559999993	3.7876410909500002	-1.080491838945207	0.2863218362868006	0.5196363640815651	-5.758090789870432	GSE41804
GUCA2B	-0.8491417591499998	3.135421850125	-2.084585156376761	0.04346168216821574	0.16379452047907087	-4.283628963758083	GSE41804
GUCD1	-0.0961645574999981	12.52636918375	-0.6454728957369543	0.5222646332181458	0.7286315140068192	-6.123420695312158	GSE41804
GUCY1A2	0.003384335999999522	7.44319546685	0.013976709377374228	0.9889172551749255	0.9952769987887552	-6.329044057602863	GSE41804
GUCY1A3	-0.3721453518499995	8.870726419725	-1.2813544105513366	0.20736442518751047	0.43169665433093263	-5.53074792482368	GSE41804
GUCY1B2	0.5648628189000001	4.59873387655	1.1500711349514974	0.25686697366293276	0.4875631402842253	-5.683423032664942	GSE41804
GUCY1B3	-0.5592358219499999	7.812896540325	-2.1774535928180345	0.035334996689149356	0.14423781664364207	-4.107606137309418	GSE41804
GUCY2C	0.3854960685499999	3.237449209925	0.6808948829764802	0.4998164576686591	0.7116126068007952	-6.100358097072378	GSE41804
GUCY2D	-0.4066267735999998	3.60712908285	-0.9951890243181412	0.32555910645515684	0.5601429441365995	-5.843627329114673	GSE41804
GUCY2F	0.4268029005499998	3.816754138225	1.0217962655468418	0.3129482228244387	0.5468800362387544	-5.817661879285102	GSE41804
GUF1	-0.06146638074999947	8.544343923825	-0.5536483357102976	0.5828664320781995	0.7716568375021042	-6.177577697845633	GSE41804
GUK1	0.01655207810000033	10.91118635905	0.1192605261976271	0.9056591467368931	0.957372116773624	-6.322082206501428	GSE41804
GULP1	-0.6649444861999998	6.31453146135	-0.862693446727032	0.3933908709689359	0.6229965945004625	-5.963173814365154	GSE41804
GUSB	-0.39714206749999825	13.02891963175	-3.1156000680669194	0.0033695334069276228	0.031234855815615893	-2.025782499453566	GSE41804
GUSBP1	0.10797977875000067	8.755035708325	0.42933287229529143	0.6699586441999695	0.831399987864792	-6.237858560666039	GSE41804
GUSBP11	-0.685057259549999	11.183342930725	-2.1517272339331446	0.03743960680619272	0.14888917127150095	-4.156974322287109	GSE41804
GUSBP2	0.2255835666499993	9.920606764325	1.1045220897633587	0.2758921029816102	0.5088169929814798	-5.732797644702994	GSE41804
GUSBP3	0.16246133645000072	9.786742070025	0.7943436951113348	0.43163003227931485	0.6569583047979245	-6.018424546695597	GSE41804
