analysis_role	injury_set	injury_gene_file	n_input_genes	n_overlap_genes	model	term	estimate	std.error	statistic	p.value	conf.low	conf.high
compact_primary	HBV_INJURY_TOP_2000	results/tables/HBV_INJURY_TOP_2000_gene_set.tsv	2000	2000	proliferation_selected_fraction_adjusted	Mast.cells.activated	0.18018460073596926	0.6877758059925109	0.26198159220787026	0.7939028434482991	-1.1852230082974653	1.545592209769404
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	unadjusted	(Intercept)	-0.1723854108294721	0.041665333891856664	-4.137382200677965	7.102143525181275e-5	-0.25500007125801594	-0.08977075040092823
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	unadjusted	tissuetumor	0.26350341369647845	0.051513105845604104	5.11526939350648	1.4196136967776714e-6	0.16136244062519367	0.36564438676776323
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_adjusted	(Intercept)	-0.05835130902338252	0.04402349212480334	-1.3254584360995463	0.18795161176836275	-0.14566152248222164	0.02895890443545658
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_adjusted	tissuetumor	0.11878994649076555	0.05895724415995617	2.014849034810345	0.046526296201081396	0.0018621580736701976	0.2357177349078609
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_adjusted	E2F	-1.2513683521460572	0.2579381814782886	-4.851427365170396	4.367074342663641e-6	-1.7629278990400161	-0.7398088052520985
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_adjusted	G2M	1.677941196418871	0.2689225376432943	6.239496366215817	9.865230183359785e-9	1.1445967697894353	2.211285623048307
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_cibersortx_pc_adjusted	(Intercept)	-0.0816475843777169	0.04086123412177209	-1.9981673616219198	0.04838679279244041	-0.16270528132410367	-5.898874313301217e-4
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_cibersortx_pc_adjusted	tissuetumor	0.1531343282135822	0.05491354590447391	2.7886439619100623	0.006326323754542566	0.04420062472065146	0.26206803170651294
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_cibersortx_pc_adjusted	E2F	-0.933227924680789	0.24624179121858797	-3.789884406146014	2.5651506328256264e-4	-1.4217054001444234	-0.44475044921715456
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_cibersortx_pc_adjusted	G2M	1.3955382300481542	0.25332797620012026	5.508820032358873	2.765575913569455e-7	0.8930036697439758	1.8980727903523327
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_cibersortx_pc_adjusted	CIBERSORTx_PC1	0.04681148933925186	0.01076560673827704	4.348244411790924	3.282114662892945e-5	0.02545542148690392	0.06816755719159981
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_cibersortx_pc_adjusted	CIBERSORTx_PC2	0.023707344987374136	0.011110888950738466	2.1337037110607127	0.03528859095133112	0.001666330105397358	0.04574835986935091
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_selected_fraction_adjusted	(Intercept)	-0.4270709831547393	0.1568248207115576	-2.7232359088121387	0.0076931857448778755	-0.7384076158469288	-0.11573435046254982
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_selected_fraction_adjusted	tissuetumor	0.14858335653082952	0.050790650480481876	2.925407631625588	0.004302494522912037	0.04775116669575588	0.24941554636590316
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_selected_fraction_adjusted	E2F	-0.849119237510133	0.19864378575823877	-4.27458243543325	4.5533583283466624e-5	-1.2434770125268075	-0.45476146249345833
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_selected_fraction_adjusted	G2M	1.348286088387525	0.20777199942411032	6.489257898680388	3.8878599870679376e-9	0.9358065180304662	1.7607656587445837
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_selected_fraction_adjusted	T.cells.CD4.memory.resting	-0.0918887193692973	0.26984313858775183	-0.3405264252787939	0.7342119941194138	-0.6275950810397047	0.4438176423011101
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_selected_fraction_adjusted	Macrophages.M2	1.0140099564350107	0.2221033572073889	4.565486848936638	1.492292490054386e-5	0.5730790436571018	1.4549408692129195
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_selected_fraction_adjusted	Plasma.cells	1.59738423356883	0.3231506795279604	4.943156040712015	3.301341402597054e-6	0.9558490227524631	2.2389194443851967
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_selected_fraction_adjusted	Macrophages.M0	1.2967148668247388	0.2797150036259782	4.635843090342931	1.1323237031305184e-5	0.7414103751807217	1.8520193584687559
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_selected_fraction_adjusted	T.cells.CD8	-0.8401972033110948	0.36113616116615543	-2.3265385570860286	0.022115270345263692	-1.557143129668328	-0.12325127695386151
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_selected_fraction_adjusted	Macrophages.M1	0.9437920959077035	0.3978788528413214	2.3720589550510707	0.01970570301147124	0.15390270403085382	1.7336814877845532
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_selected_fraction_adjusted	T.cells.follicular.helper	-1.246301556931296	0.462584686288851	-2.6942127438976007	0.008342947709231652	-2.1646482695925133	-0.3279548442700787
topN_sensitivity	HBV_INJURY_TOP_5000	results/tables/HBV_INJURY_TOP_5000_gene_set.tsv	5000	5000	proliferation_selected_fraction_adjusted	Mast.cells.activated	-0.11018026676252504	0.4629169386248838	-0.23801303769488458	0.8123835880529638	-1.0291865837072687	0.8088260501822185
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	unadjusted	(Intercept)	-0.15229562186950538	0.02970694485803023	-5.126599944805082	1.3530051312594029e-6	-0.21119900587179496	-0.09339223786721579
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	unadjusted	tissuetumor	0.23279473628624367	0.03672830268906897	6.3382927944429	5.922790493723865e-9	0.15996929673378998	0.3056201758386974
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_adjusted	(Intercept)	-0.0682570498113959	0.03176738446065145	-2.1486518632323106	0.03400523997708502	-0.1312601643854394	-0.005253935237352403
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_adjusted	tissuetumor	0.12498265000843614	0.042543590968663794	2.9377550686892944	0.004079746628983008	0.040607471450377366	0.20935782856649493
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_adjusted	E2F	-0.8366911739235683	0.1861283824298317	-4.495236905843693	1.8254852420920533e-5	-1.2058329211213352	-0.46754942672580124
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_adjusted	G2M	1.1416849185188278	0.1940547019584423	5.883314895216118	5.0432919485075e-8	0.7568231859999497	1.526546651037706
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_cibersortx_pc_adjusted	(Intercept)	-0.08354029588648722	0.030518564871835036	-2.7373599065788596	0.007319962215642049	-0.14408091918845825	-0.022999672584516184
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_cibersortx_pc_adjusted	tissuetumor	0.14754405367662995	0.04101399894173088	3.5974071654472835	4.995459324941132e-4	0.06618331242073	0.2289047949325299
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_cibersortx_pc_adjusted	E2F	-0.6555989633886055	0.1839138303328227	-3.5647072447036203	5.58168838374269e-4	-1.020434530492143	-0.29076339628506803
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_cibersortx_pc_adjusted	G2M	0.9790990555702501	0.18920638208023766	5.174767599303489	1.162842813666733e-6	0.6037644894806187	1.3544336216598816
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_cibersortx_pc_adjusted	CIBERSORTx_PC1	0.026409997826481475	0.008040649644786683	3.2845602026205594	0.0014044299007722155	0.010459511842214154	0.04236048381074879
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_cibersortx_pc_adjusted	CIBERSORTx_PC2	0.016921672454356818	0.008298535091141326	2.0391156111903026	0.04405039876640437	4.596111149447468e-4	0.03338373379376889
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_selected_fraction_adjusted	(Intercept)	-0.21635255605234383	0.11462855744083754	-1.8874228279807883	0.06215619005833116	-0.44391901474215417	0.011213902637466522
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_selected_fraction_adjusted	tissuetumor	0.13343099370846417	0.03712460163922476	3.5941394066700214	5.182124431552317e-4	0.05972934104945138	0.20713264636747697
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_selected_fraction_adjusted	E2F	-0.5793523002972694	0.1451954512221903	-3.990154618622974	1.298854836787025e-4	-0.8676017155405562	-0.2911028850539825
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_selected_fraction_adjusted	G2M	0.9387698787482522	0.15186757085084984	6.181503223424996	1.5806057492033317e-8	0.6372746313166603	1.2402651261798443
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_selected_fraction_adjusted	T.cells.CD4.memory.resting	-0.2550680262390536	0.19723746261131483	-1.2932027357384044	0.19907683487635425	-0.6466338968170445	0.1364978443389373
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_selected_fraction_adjusted	Macrophages.M2	0.6127357137589543	0.16234284422538317	3.774331518476315	2.7925139076273115e-4	0.2904444193485757	0.9350270081693329
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_selected_fraction_adjusted	Plasma.cells	0.9190092661234284	0.23620174448308212	3.8907810276111325	1.8537921962082026e-4	0.45008951585864043	1.3879290163882163
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_selected_fraction_adjusted	Macrophages.M0	0.9369846977077517	0.20445314214117594	4.582882355805317	1.394146622642473e-5	0.53109389210213	1.3428755033133735
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_selected_fraction_adjusted	T.cells.CD8	-0.733625340189978	0.2639666157842283	-2.779235313565782	0.006568036061240514	-1.2576653290675675	-0.20958535131238865
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_selected_fraction_adjusted	Macrophages.M1	0.5894728243048896	0.29082308993231165	2.0269120462274435	0.045473813690028134	0.012115993174198203	1.1668296554355808
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_selected_fraction_adjusted	T.cells.follicular.helper	-1.0666059049904588	0.33811876871864033	-3.154530312033688	0.0021529068863836683	-1.737856529893183	-0.3953552800877348
extended_sensitivity	HBV_INJURY_EXTENDED_7792	results/tables/HBV_INJURY_EXTENDED_7792_gene_set.tsv	7792	7792	proliferation_selected_fraction_adjusted	Mast.cells.activated	-0.09946968068669303	0.3383616231712262	-0.2939744754574513	0.7694187355980475	-0.771202432635119	0.5722630712617329
