gene	raw_value	sample_id	library_size	value_type
CYP1A2	489	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
ECM1	684	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
ECT2	342	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
FAHD2A	1205	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
FCN2	5	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
FCN3	471	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
GJC1	193	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
HHIP	286	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
IRAK1	6352	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
ITGA6	2752	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
LINC01093	33	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
NUSAP1	8	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
PLAC8	41	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
PLVAP	6919	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
PRC1	1	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
PTTG1	188	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
RACGAP1	409	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
STAB2	52	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
TOP2A	870	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
TTC13	591	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
UBE2Q1	3604	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
VIPR1	204	TCGA-DD-AAD3-01A-11R-A41C-07	51023716	counts
ADAMTS13	537	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
ADGRG7	289	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
ANGPTL6	226	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
ANLN	4	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
ASPM	9	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
BUB1B	0	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
CAP2	48	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
CDHR2	234	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
CDKN3	1	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
CENPF	8	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
CENPW	27	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
CFP	1	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
CLEC1B	7	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
CLEC4M	27	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
COL15A1	11	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
CRHBP	52	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
CXCL14	1218	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
CYP1A2	32499	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
ECM1	734	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
ECT2	14	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
FAHD2A	1429	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
FCN2	54	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
FCN3	303	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
GJC1	4	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
HHIP	162	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
IRAK1	433	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
ITGA6	194	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
LINC01093	3030	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
NUSAP1	19	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
PLAC8	12	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
PLVAP	255	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
PRC1	0	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
PTTG1	7	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
RACGAP1	24	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
STAB2	16	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
TOP2A	1	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
TTC13	46	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
UBE2Q1	1035	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
VIPR1	440	TCGA-DD-A3A6-11A-11R-A22L-07	42966539	counts
ADAMTS13	173	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
ADGRG7	64	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
ANGPTL6	75	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
ANLN	391	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
ASPM	1610	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
BUB1B	319	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
CAP2	2965	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
CDHR2	519	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
CDKN3	427	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
CENPF	1413	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
CENPW	193	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
CFP	12	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
CLEC1B	1	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
CLEC4M	0	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
COL15A1	1924	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
CRHBP	27	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
CXCL14	35	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
CYP1A2	14	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
ECM1	588	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
ECT2	710	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
FAHD2A	1138	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
FCN2	0	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
FCN3	83	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
GJC1	226	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
HHIP	84	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
IRAK1	10787	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
ITGA6	2207	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
LINC01093	69	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
NUSAP1	6	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
PLAC8	22	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
PLVAP	3836	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
PRC1	1	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
PTTG1	531	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
RACGAP1	683	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
STAB2	33	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
TOP2A	3041	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
TTC13	754	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
UBE2Q1	3882	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
VIPR1	18	TCGA-FV-A3I1-01A-11R-A22L-07	50271900	counts
ADAMTS13	82	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
ADGRG7	12	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
ANGPTL6	79	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
ANLN	667	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
ASPM	435	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
BUB1B	397	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
CAP2	3138	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
CDHR2	2556	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
CDKN3	623	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
CENPF	571	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
CENPW	337	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
CFP	8	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
CLEC1B	0	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
CLEC4M	2	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
COL15A1	498	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
CRHBP	27	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
CXCL14	7202	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
CYP1A2	6367	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
ECM1	125	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
ECT2	623	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
FAHD2A	1423	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
FCN2	264	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
FCN3	50	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
GJC1	234	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
HHIP	6	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
IRAK1	6499	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
ITGA6	14626	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
LINC01093	119	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
NUSAP1	15	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
PLAC8	27	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
PLVAP	7111	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
PRC1	5	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
PTTG1	707	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
RACGAP1	1220	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
STAB2	27	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
TOP2A	2186	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
TTC13	838	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
UBE2Q1	6995	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
VIPR1	108	TCGA-2Y-A9HA-01A-11R-A39D-07	62335520	counts
ADAMTS13	242	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
ADGRG7	91	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
ANGPTL6	98	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
ANLN	77	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
ASPM	122	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
BUB1B	37	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
CAP2	1209	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
CDHR2	20	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
CDKN3	85	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
CENPF	108	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
CENPW	114	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
CFP	4	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
CLEC1B	2	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
CLEC4M	2	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
COL15A1	1906	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
CRHBP	24	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
CXCL14	10	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
CYP1A2	132	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
ECM1	242	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
ECT2	105	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
FAHD2A	1445	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
FCN2	3	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
FCN3	150	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
GJC1	228	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
HHIP	8	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
IRAK1	8864	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
ITGA6	2157	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
LINC01093	168	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
NUSAP1	11	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
PLAC8	13	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
PLVAP	5984	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
PRC1	0	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
PTTG1	91	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
RACGAP1	133	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
STAB2	4	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
TOP2A	263	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
TTC13	423	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
UBE2Q1	2852	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
VIPR1	30	TCGA-ZS-A9CD-01A-11R-A37K-07	40656463	counts
ADAMTS13	57	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
ADGRG7	323	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
ANGPTL6	374	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
ANLN	134	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
ASPM	879	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
BUB1B	40	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
CAP2	1567	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
CDHR2	6	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
CDKN3	92	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
CENPF	276	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
CENPW	75	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
CFP	7	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
CLEC1B	2	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
CLEC4M	11	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
COL15A1	1373	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
CRHBP	129	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
CXCL14	2	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
CYP1A2	57	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
ECM1	193	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
ECT2	281	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
FAHD2A	3478	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
FCN2	86	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
FCN3	1601	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
GJC1	319	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
HHIP	6	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
IRAK1	4247	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
ITGA6	3415	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
LINC01093	119	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
NUSAP1	5	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
PLAC8	9	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
PLVAP	8560	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
PRC1	4	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
PTTG1	111	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
RACGAP1	280	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
STAB2	9	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
TOP2A	453	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
TTC13	581	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
UBE2Q1	3392	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
VIPR1	376	TCGA-DD-A1EB-01A-11R-A131-07	51632440	counts
ADAMTS13	3088	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
ADGRG7	1320	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
ANGPTL6	953	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
ANLN	32	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
ASPM	51	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
BUB1B	8	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
CAP2	264	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
CDHR2	2580	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
CDKN3	16	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
CENPF	54	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
CENPW	31	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
CFP	93	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
CLEC1B	560	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
CLEC4M	1352	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
COL15A1	51	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
CRHBP	5284	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
CXCL14	2871	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
CYP1A2	50036	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
ECM1	3318	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
ECT2	82	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
FAHD2A	3134	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
FCN2	3316	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
FCN3	8914	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
GJC1	28	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
HHIP	838	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
IRAK1	1881	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
ITGA6	1358	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
LINC01093	3087	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
NUSAP1	16	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
PLAC8	541	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
PLVAP	295	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
PRC1	1	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
PTTG1	48	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
RACGAP1	116	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
STAB2	1464	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
TOP2A	87	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
TTC13	282	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
UBE2Q1	2055	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
VIPR1	1513	TCGA-DD-A1EB-11A-11R-A131-07	64447455	counts
ADAMTS13	1015	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
ADGRG7	2	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
ANGPTL6	87	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
ANLN	1449	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
ASPM	1462	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
BUB1B	494	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
CAP2	1151	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
CDHR2	5690	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
CDKN3	779	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
CENPF	2421	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
CENPW	821	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
CFP	4	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
CLEC1B	0	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
CLEC4M	3	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
COL15A1	122	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
CRHBP	26	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
CXCL14	32	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
CYP1A2	3	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
ECM1	5480	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
ECT2	655	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
FAHD2A	1381	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
FCN2	24	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
FCN3	360	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
GJC1	70	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
HHIP	1	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
IRAK1	2328	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
ITGA6	1521	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
LINC01093	6	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
NUSAP1	23	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
PLAC8	4	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
PLVAP	2084	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
PRC1	7	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
PTTG1	2346	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
RACGAP1	1268	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
STAB2	8	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
TOP2A	4904	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
TTC13	1165	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
UBE2Q1	7829	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
VIPR1	27	TCGA-DD-AAD5-01A-11R-A41C-07	48784346	counts
ADAMTS13	82	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
ADGRG7	70	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
ANGPTL6	23	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
ANLN	128	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
ASPM	209	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
BUB1B	55	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
CAP2	321	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
CDHR2	29	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
CDKN3	137	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
CENPF	156	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
CENPW	354	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
CFP	2	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
CLEC1B	2	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
CLEC4M	2	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
COL15A1	931	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
CRHBP	11	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
CXCL14	37	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
CYP1A2	43	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
ECM1	281	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
ECT2	95	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
FAHD2A	803	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
FCN2	2	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
FCN3	72	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
GJC1	118	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
HHIP	2	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
IRAK1	2508	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
ITGA6	911	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
LINC01093	92	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
NUSAP1	7	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
PLAC8	9	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
PLVAP	2332	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
PRC1	5	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
PTTG1	487	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
RACGAP1	177	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
STAB2	4	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
TOP2A	397	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
TTC13	414	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
UBE2Q1	2203	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
VIPR1	18	TCGA-WQ-AB4B-01A-11R-A41C-07	32280157	counts
ADAMTS13	135	TCGA-DD-A3A6-01A-11R-A22L-07	40071597	counts
ADGRG7	1	TCGA-DD-A3A6-01A-11R-A22L-07	40071597	counts
ANGPTL6	6	TCGA-DD-A3A6-01A-11R-A22L-07	40071597	counts
ANLN	43	TCGA-DD-A3A6-01A-11R-A22L-07	40071597	counts
ASPM	72	TCGA-DD-A3A6-01A-11R-A22L-07	40071597	counts
BUB1B	23	TCGA-DD-A3A6-01A-11R-A22L-07	40071597	counts
CAP2	917	TCGA-DD-A3A6-01A-11R-A22L-07	40071597	counts
CDHR2	9	TCGA-DD-A3A6-01A-11R-A22L-07	40071597	counts
CDKN3	22	TCGA-DD-A3A6-01A-11R-A22L-07	40071597	counts
CENPF	115	TCGA-DD-A3A6-01A-11R-A22L-07	40071597	counts
CENPW	410	TCGA-DD-A3A6-01A-11R-A22L-07	40071597	counts
CFP	10	TCGA-DD-A3A6-01A-11R-A22L-07	40071597	counts
CLEC1B	3	TCGA-DD-A3A6-01A-11R-A22L-07	40071597	counts
