gene	logFC	AveExpr	t	p_value	FDR	B	dataset
AAK1	0.07383444787644733	9.718870747663551	0.948572053272559	0.3449676957387572	0.4298855571382439	-6.4947260587824385	GSE121248
AAMDC	0.15968642857142845	8.219597757009346	1.8365289115226069	0.06904492135893324	0.11094210181126272	-5.282378561425421	GSE121248
AAMP	0.0024875984555985165	9.223790373831775	0.05451027990394068	0.956629881686818	0.9680003937297847	-6.941282616859921	GSE121248
AANAT	-0.08887705405405408	4.193560186915888	-2.1515905709260466	0.033670054326135096	0.059946365342643373	-4.676836374273051	GSE121248
AAR2	0.18197127413127404	8.115873925233645	4.941556738165181	2.8682960832123203e-6	1.5764033526558263e-5	4.048736710465993	GSE121248
AARS	0.13551878378378412	9.52585336448598	1.8656236334332912	0.06482279997298762	0.10513704680548602	-5.230197765144267	GSE121248
AARS2	0.4635638957528954	7.801601775700934	7.124816177882497	1.250383132293364e-10	2.294506561002979e-9	13.80287655512764	GSE121248
AASDH	-0.04310218532818457	8.03841906542056	-0.7241543198765782	0.470545379337563	0.5543037819089142	-6.681189729802311	GSE121248
AASDHPPT	0.09649501158301066	9.629430280373832	1.454706195141557	0.1486668358754521	0.21259201162231853	-5.894974508550007	GSE121248
AASS	-0.7207788069498067	8.984800841121496	-2.529848419248248	0.012862163338965628	0.026037832181737264	-3.834984497671777	GSE121248
AATBC	-0.02247101544401554	4.84205906542056	-0.3295504181236311	0.7423814940377902	0.7966958381748421	-6.888489633203489	GSE121248
AATF	0.45166861389961394	8.62136738317757	8.487280419855708	1.2821036415806372e-13	6.143083813943524e-12	20.544483663194907	GSE121248
AATK	-0.2387154864864859	7.250287476635514	-4.376871556985743	2.8026217859276167e-5	1.2015260486654206e-4	1.8649959470829982	GSE121248
ABAT	-0.7341627142857139	11.753306635514019	-3.635453458941458	4.276928774134355e-4	0.00132360266928076	-0.7134208413634928	GSE121248
ABCA1	-0.25630803474903513	10.004083738317757	-2.877252113527187	0.004840107066593567	0.011077116665386043	-2.956286974443216	GSE121248
ABCA11P	0.05219918918918927	6.126119813084112	0.5391953424817673	0.5908680079591048	0.6664498484462514	-6.79758814504993	GSE121248
ABCA12	0.02087303861003847	3.2210209345794394	0.6898235409159879	0.4917929155662062	0.5747580342938636	-6.7053497934688	GSE121248
ABCA13	0.088825899613899445	3.090073644859813	0.7619358428459765	0.44776816205799874	0.5326643787185632	-6.6532588975614635	GSE121248
ABCA17P	0.06981409266409225	4.112364392523364	1.5813460885733637	0.1167392943628403	0.17310360397238347	-5.706796960441433	GSE121248
ABCA2	-0.20053337837837917	7.328938317757009	-3.976080932493601	1.2732806875346794e-4	4.537194140140799e-4	0.4273516916167308	GSE121248
ABCA3	4.21042471042053e-4	6.752058691588785	0.008090497754832936	0.9935597950740382	0.9954818397238981	-6.942735679817512	GSE121248
ABCA4	0.021776277992278038	6.205111028037384	0.2908303258994558	0.7717419221873465	0.8214367095631134	-6.900490387341026	GSE121248
ABCA5	-0.016210007722008306	9.398580186915888	-0.11044438174485303	0.9122630609522864	0.9344285146157689	-6.936669248674168	GSE121248
ABCA6	-0.4696404015444013	9.294461588785047	-1.8917255345222224	0.06122091169192172	0.10016083724686921	-5.182731060612061	GSE121248
ABCA7	-0.015607517374517146	7.0011854205607476	-0.2776861388431068	0.7817870917766845	0.8300168191428677	-6.9042242197629164	GSE121248
ABCA8	-1.5957217567567543	9.114176635514019	-5.115930369628063	1.3746429232844122e-6	8.16564923817745e-6	4.757015372074194	GSE121248
ABCA9	-0.8439858841698822	6.620996728971963	-4.745852193981133	6.4365596240875514e-6	3.2463362277481225e-5	3.27226721262583	GSE121248
ABCB1	-0.25894694208494107	8.356408971962617	-0.964957581116095	0.336733665943147	0.42128989677697576	-6.479181310207733	GSE121248
ABCB10	0.38911105405405316	8.124324579439252	4.338060539851488	3.257918973522952e-5	1.3713140756781112e-4	1.721503194047437	GSE121248
ABCB11	0.07922852123552139	6.599023364485982	0.28366933243685705	0.7772098707580741	0.8260845460080322	-6.9025459667065485	GSE121248
ABCB4	-0.6005141814671799	10.840464579439253	-2.4038389611774273	0.017936513835684263	0.03474380992588066	-4.1290268943178745	GSE121248
ABCB5	0.02300415830115787	6.3834397196261685	0.48211587152951485	0.6307046247549581	0.7021349898820166	-6.826667166348157	GSE121248
ABCB6	0.2670975752895745	8.19628429906542	2.2850222473907165	0.024276051147813404	0.04520819626901677	-4.393915247606512	GSE121248
ABCB7	-0.14209320463320466	9.244710747663552	-2.207686437859629	0.029392459200993305	0.05334786524816081	-4.559784608979641	GSE121248
ABCB8	0.20610398841698827	6.496701682242991	4.323563064650589	3.445629417625028e-5	1.4369780813189653e-4	1.6681318064957393	GSE121248
ABCB9	-0.05051465637065662	6.515956542056075	-1.247908485456471	0.2147782558918548	0.28975883158121546	-6.169705047858039	GSE121248
ABCC1	0.07166572200772187	7.847349252336449	0.4242480824993709	0.6722334201983573	0.7379065241749441	-6.852843373052649	GSE121248
ABCC10	0.7271279768339751	7.552945794392524	7.594277507937195	1.2084791810109267e-11	3.0552296860936514e-10	16.08891147868261	GSE121248
ABCC11	-0.011873343629343563	5.645478878504673	-0.2537928353277462	0.8001407944338303	0.8451305026132125	-6.910569947834073	GSE121248
ABCC12	-0.011386633204633076	4.503389719626168	-0.22834418871104267	0.8198128370554043	0.8617245056519067	-6.916701991706125	GSE121248
ABCC13	-0.09097707335907328	4.600038504672897	-1.729124601528682	0.08665987611794114	0.13456437184621128	-5.468319448418136	GSE121248
ABCC2	-0.3949428880308873	9.064835607476635	-2.009831743404581	0.046956144317813225	0.07995593012488385	-4.960275210334775	GSE121248
ABCC3	-0.1434865405405412	10.362380841121496	-0.8899294714326791	0.3754927088325345	0.4610313763749011	-6.548212884331637	GSE121248
ABCC4	0.8433309922779918	6.496926728971963	4.362608585251294	2.9623175444039424e-5	1.261042926485694e-4	1.8121592561569075	GSE121248
ABCC5	0.44605180694980634	7.897441214953271	6.122243687711982	1.5370860067629788e-8	1.5274660532259057e-7	9.110046045290606	GSE121248
ABCC6P1	-0.18554481467181433	8.175378785046728	-0.7718023856092664	0.4419262579882559	0.5269540037284729	-6.645733476035356	GSE121248
ABCC8	-0.12320325868725832	6.088172710280374	-3.1153185606038707	0.0023567026142178107	0.005925945204841063	-2.2985130109557605	GSE121248
ABCC9	0.11334686100386096	6.048049719626168	0.8876064024762652	0.37673579549321423	0.4622184861457354	-6.550262520895538	GSE121248
ABCD1	0.08359655212355209	7.056221495327103	1.6125399943220868	0.10977899788328364	0.16436248475153617	-5.658143834030351	GSE121248
ABCD2	-0.07128131660231651	2.9264068224299065	-2.472795150874065	0.01497415525465018	0.029739139893582157	-3.969776865752064	GSE121248
ABCD3	-0.20337889189189096	11.401340280373832	-2.240240633390999	0.027133996011281747	0.04977197193974297	-4.490595643250134	GSE121248
ABCD4	-0.23492466023165934	8.14518691588785	-3.3111125986169845	0.001266158101702977	0.003449309603800233	-1.725052238751383	GSE121248
ABCE1	-0.043227579150578566	8.553225140186916	-0.6748490145908884	0.5012217806307875	0.5834266585007234	-6.715523833822724	GSE121248
ABCF1	0.36851237451737384	9.18398691588785	6.388633844865269	4.401093226145981e-9	5.138861027823592e-8	10.327412257901635	GSE121248
ABCF2	0.6025257335907328	7.462853551401869	7.937162404040013	2.1379963494064433e-12	6.738809537009713e-11	17.785481840404426	GSE121248
ABCF3	-0.08855103861003834	8.242923738317756	-2.0109469495667356	0.04683626718808714	0.07979261087256213	-4.958115071173419	GSE121248
ABCG1	0.3810846756756751	7.048832056074766	1.6998447076528251	0.09205434087326486	0.14154648172871498	-5.517174088008073	GSE121248
ABCG2	-0.8327946718146706	8.19064429906542	-3.6345568440521756	4.290182713352444e-4	0.0013275155698941068	-0.7163200117392163	GSE121248
ABCG4	-0.1177376138996135	5.7673521495327105	-2.9031398047697197	0.004484447570225485	0.010368855016487561	-2.88690879760013	GSE121248
ABCG5	-0.6774961081081077	10.515586355140186	-2.4940867526027954	0.01415221382122358	0.02827972692017973	-3.9197936876530446	GSE121248
ABCG8	-0.30600391891891826	7.579359439252337	-2.001681284128692	0.04784023541224901	0.08121341040445237	-4.97602881072109	GSE121248
ABHD1	-0.1157698841698844	6.222179719626168	-3.4212530022581618	8.826304276808792e-4	0.0025246363830824675	-1.3899814308055296	GSE121248
ABHD10	-0.3418918880308877	8.758151869158878	-5.733590647139962	9.131384026677334e-8	7.411753609414629e-7	7.379422579281969	GSE121248
ABHD11	0.10388677220077207	8.228286822429906	1.4852865654169018	0.1403970750308948	0.20279266753964503	-5.850912382095216	GSE121248
ABHD12	0.1239489150579148	8.581971588785047	2.40015794982076	0.018108373727044654	0.035036151710789144	-4.13741455336691	GSE121248
ABHD13	-0.310715621621621	5.317669719626168	-4.780050456294946	5.596295432049893e-6	2.8691071066080917e-5	3.406500552598886	GSE121248
ABHD14A	0.029085637065636716	8.179906635514019	0.3946741831447173	0.6938659715898923	0.7567264855106249	-6.8649347178625	GSE121248
ABHD14A-ACY1	-0.7292561930501921	10.667238130841122	-4.590493308748661	1.2062103882648275e-5	5.6953971295690885e-5	2.6704350833672317	GSE121248
ABHD14B	-0.7272270115830105	9.311521308411216	-7.457362994676568	2.399656786493513e-11	5.447202929506966e-10	15.417454530790472	GSE121248
ABHD15	-0.4166244285714276	6.976961962616822	-2.9685034929820238	0.0036906208197772902	0.008773038432151175	-2.7093838009159272	GSE121248
ABHD16A	0.3705485752895748	8.762832523364485	4.79056781627503	5.360013752340834e-6	2.7590245895567947e-5	3.447907926923416	GSE121248
ABHD16B	-0.0958106332046331	5.01179906542056	-2.402064140213126	0.018019195379471883	0.034882224534097346	-4.133072492256302	GSE121248
ABHD17A	0.18163405791505788	9.45697953271028	3.339629164758868	0.001154119282453854	0.0031839640775166373	-1.639149154422519	GSE121248
ABHD17B	0.11012884555984487	8.846994205607476	1.6985990806735398	0.09228976720928492	0.1418398144778891	-5.519234948847429	GSE121248
ABHD17C	0.4308839691119679	6.715486168224299	3.3290396490110865	0.0011945936910482053	0.0032835477080328038	-1.6711186862055314	GSE121248
ABHD18	-0.5166398339768343	8.049816728971962	-7.040965121817884	1.8887558434375288e-10	3.250483058725994e-9	13.399739090067651	GSE121248
ABHD2	-0.8122481119691111	10.139863271028037	-6.350601630384552	5.268571833779701e-9	6.016128246730175e-8	10.152169745920109	GSE121248
ABHD3	0.3187627104247094	9.565898785046729	2.660370709903042	0.009001711107313346	0.01911128457128511	-3.51641564258361	GSE121248
ABHD4	0.2220814942084934	8.963855607476635	3.3537591529905026	0.0011021118727978828	0.0030602807721435213	-1.596362998894473	GSE121248
ABHD5	-0.060481513513513045	6.645866168224299	-0.6912812502451992	0.49088023671183667	0.573938069830292	-6.704347571616866	GSE121248
ABHD6	-0.600696899613899	8.863877476635514	-5.016611192358118	2.0935517843792804e-6	1.186273299442628e-5	4.35174392050016	GSE121248
ABHD8	0.04595154440154431	6.216128785046729	0.8164288534467539	0.4160619532892542	0.501543681352603	-6.610500741162282	GSE121248
ABI1	0.3627325675675666	8.758464112149532	5.369850815827593	4.5963931484018496e-7	3.1225902609989206e-6	5.81454299968759	GSE121248
ABI2	0.23992371042471017	8.561621869158879	2.0791327970987057	0.039986606219277146	0.06965873669319579	-4.823935730952253	GSE121248
ABI3	-0.1671576061776062	7.18388644859813	-4.058215805559554	9.407599598676947e-5	3.47914848809962e-4	0.7138304316802397	GSE121248
ABI3BP	-1.6887721274131253	6.525456074766355	-5.8794469489959384	4.708274275610587e-8	4.161685912936087e-7	8.022200108259284	GSE121248
ABL1	0.2999621583011575	8.105047196261681	4.084983972406846	8.516644612059398e-5	3.187038882610151e-4	0.8081220989224516	GSE121248
ABL2	0.6654169922779908	7.589044392523364	8.413793932878017	1.8710582707687504e-13	8.568659066112132e-12	20.173700899447116	GSE121248
ABLIM1	0.3029009613899614	9.351513831775701	2.6254055061918935	0.009916962877476333	0.020814713766281613	-3.6031380561893256	GSE121248
ABLIM2	-0.017194111969111543	6.493452056074767	-0.4520996774832873	0.6521088844479925	0.720615929052435	-6.840660468364592	GSE121248
ABLIM3	-0.8070753552123533	8.932450560747665	-4.859320933194385	4.037509562841829e-6	2.140578735571492e-5	3.720028270668611	GSE121248
ABO	-0.10177791891891928	6.38581523364486	-2.482571153135374	0.014591608698170779	0.029056322227325973	-3.9468745513362093	GSE121248
ABR	-0.26782397683397624	7.4863134579439254	-2.879049275399458	0.004814604547791738	0.011031904748131089	-2.95148779618857	GSE121248
ABRA	-0.12127711969111973	3.6706952336448597	-4.4135138937677905	2.429484797413053e-5	1.0571830925810391e-4	2.0012837033442343	GSE121248
ABRACL	-0.6923062316602314	8.043175327102803	-3.491263554384747	6.988096962643994e-4	0.0020522758637558365	-1.1724293571181263	GSE121248
ABT1	0.2836220617760614	8.390108224299066	4.718150180571144	7.20577269846756e-6	3.5942942790590425e-5	3.1639918545051957	GSE121248
ABTB1	0.020786768339767624	7.09598476635514	0.48323755244714645	0.6299106758406567	0.7014306082191865	-6.8261268925984675	GSE121248
ABTB2	0.06783705019304963	7.872597757009346	0.9903061124664647	0.3242502213998254	0.40850442344813354	-6.454618245976521	GSE121248
ACAA1	-1.0387575907335902	11.957901121495327	-7.510417365877934	1.8402971044396582e-11	4.351302490529987e-10	15.677208195525413	GSE121248
ACAA2	-1.009764822393821	11.63641429906542	-6.6330986125920965	1.3706891238265774e-9	1.835997568386671e-8	11.46459177705562	GSE121248
ACACA	0.7340982084942085	8.953589813084113	6.325930185335042	5.919361562970499e-9	6.6717032165439e-8	10.038740395770816	GSE121248
ACACB	-1.3805644942084925	9.92772831775701	-7.6013260868150185	1.1664391831608056e-11	2.9641999475814255e-10	16.12357707086849	GSE121248
ACAD10	-0.24321943243243227	7.66532691588785	-5.689785531945699	1.1124009327384319e-7	8.802494539781415e-7	7.188026116019334	GSE121248
ACAD8	-0.21102256756756793	8.143215420560749	-1.9899463022667676	0.049138035078847536	0.08306957962306719	-4.998606446826858	GSE121248
ACAD9	-0.0031377220077220425	8.49307214953271	-0.04647326280734263	0.9630193422762592	0.9726325449222522	-6.941688445625857	GSE121248
ACADL	-1.5090273861003836	7.4540590654205605	-6.00347153516993	2.6645612943915816e-8	2.509186226705631e-7	8.57518615932998	GSE121248
ACADM	-0.6004046563706553	11.041955420560747	-4.477781420571552	1.8876567187029728e-5	8.409214950224403e-5	2.2422065784204195	GSE121248
ACADS	-1.2605338494208482	8.471676822429906	-13.183771610577855	3.456815226614941e-24	3.1331709010231175e-21	44.43306396888659	GSE121248
ACADSB	-1.0273446795366785	10.208333457943926	-5.053087642258432	1.794797578942528e-6	1.0356029637861224e-5	4.500022196149948	GSE121248
ACADVL	-0.698519459459459	11.585984112149532	-7.091735213210684	1.4716260575214903e-10	2.6175209835866705e-9	13.643628581065638	GSE121248
ACAN	0.017109007722007633	6.619187943925233	0.370549750603061	0.7117026752749072	0.7715533010477847	-6.874153126039388	GSE121248
ACAP1	-0.2750096061776058	6.659279065420561	-6.574927262891448	1.8120185005295203e-9	2.354649847193468e-8	11.192356390261512	GSE121248
ACAP2	0.3071337065637061	8.995073457943926	5.14147684603045	1.2327707132622306e-6	7.422214593300111e-6	4.862035612970055	GSE121248
ACAP3	-0.11292664092664058	7.310056542056075	-1.7740018712252998	0.07889652733451738	0.12429288521927555	-5.391910608501029	GSE121248
ACAT1	-0.7269227104247109	12.049610654205608	-5.110487149164675	1.4068676122837246e-6	8.334311320808241e-6	4.7346793500084745	GSE121248
ACAT2	-0.21591016988416986	9.53728738317757	-1.5287348936754392	0.12926991029123222	0.18899175741415247	-5.786798167662976	GSE121248
ACBD3	0.5844119884169874	9.668662897196262	6.739271539394801	8.215841638516017e-10	1.175011197650486e-8	11.963989824286365	GSE121248
ACBD4	-0.39838259073359017	7.9334780373831775	-4.591686020982152	1.2004648016328925e-5	5.670729821915376e-5	2.675004826782428	GSE121248
ACBD5	-0.3764949884169886	10.535497570093458	-4.055407505601458	9.506082312715722e-5	3.511987237576513e-4	0.7039643630300985	GSE121248
ACBD6	0.6302938996138995	7.915025046728972	8.667604561983099	5.0592097832441794e-14	2.697377216051731e-12	21.456779728341463	GSE121248
ACCS	-0.35194023552123466	7.918137102803739	-3.288674105031436	0.0013613898133641698	0.0036765130490516184	-1.7922246227060477	GSE121248
ACD	0.39955721235521163	7.6677487850467285	6.139485758685472	1.4185431389833258e-8	1.420698384083991e-7	9.188108940354692	GSE121248
ACE	0.14635708108108084	6.293586542056075	2.416999501111505	0.017333861822551526	0.03378099769091232	-4.098944661866807	GSE121248
ACE2	-0.6954039652509646	6.364050934579439	-2.5659689299806554	0.011667259811785527	0.023972598723507186	-3.7482387542358047	GSE121248
ACER1	-0.14912555598455596	5.360231495327103	-3.750699185542543	2.8614034239493526e-4	9.273556120555761e-4	-0.3361784775028269	GSE121248
ACER2	-0.21142141698841627	5.7447496261682245	-1.9614098839332537	0.05241947727419309	0.08771391454965556	-5.0529947972737315	GSE121248
ACER3	0.3059644517374504	7.670619065420561	2.8020701360369835	0.006024718979970393	0.013431968020015984	-3.1547486276489516	GSE121248
ACHE	-0.17298123938223967	6.621665514018692	-4.202674579867482	5.472100836510234e-5	2.1568148124045502e-4	1.2280051592677035	GSE121248
ACIN1	0.19292000386100328	7.64177691588785	4.237349831773748	4.7961941733084144e-5	1.9217463962419956e-4	1.3533446762196837	GSE121248
ACKR1	-0.05318251737451791	5.992353644859813	-0.5329198382700724	0.5951899760163886	0.6704555718649734	-6.800943410344187	GSE121248
ACKR2	-0.2686596640926633	6.094909719626168	-2.581261602565181	0.01119217577728942	0.023103378220096484	-3.711185033077254	GSE121248
ACKR3	0.34311678378378363	8.087645140186916	1.5782377574971265	0.11745169727488185	0.17405318964646807	-5.711595365654539	GSE121248
ACKR4	-0.2239815791505787	3.674274859813084	-2.630445099540846	0.009780058510014423	0.020567969692302845	-3.590700687383913	GSE121248
ACLY	0.8757594787644778	9.921475140186915	8.252978719347613	4.2699509143610713e-13	1.7074309235311835e-11	19.36452246047618	GSE121248
ACMSD	-1.0163869111969088	9.947578037383177	-4.032863480083653	1.033322365397544e-4	3.77525384858797e-4	0.6249444447723516	GSE121248
ACO1	-0.6739230888030886	10.13419168224299	-5.72030000754336	9.69570123762938e-8	7.806060254267035e-7	7.321270251523145	GSE121248
ACO2	-0.012295343629343859	9.168792803738318	-0.16458956467917576	0.8695763946453684	0.9014007773514747	-6.92922409303314	GSE121248
ACOD1	-0.03799668725868751	4.0929753271028035	-1.0481105366689734	0.29694044582757395	0.38016276370356167	-6.396268350323616	GSE121248
ACOT1	-0.6185281042471024	9.628241121495327	-4.818905409125511	4.77056556259185e-6	2.484417349367022e-5	3.5597655743310392	GSE121248
ACOT11	-0.009225895752895515	6.7677486915887854	-0.19794521959223205	0.843462073035345	0.8801185050481058	-6.923179156156902	GSE121248
ACOT12	-1.6484583011582994	8.76457906542056	-5.012082565845025	2.133864446564047e-6	1.2081716112990033e-5	4.333380977447951	GSE121248
ACOT13	-0.3030394942084945	9.97461121495327	-2.4811604942928716	0.014646264552416053	0.029159819953203953	-3.9501842815052384	GSE121248
ACOT4	-0.06025878378378349	7.82691214953271	-0.4539105901312178	0.650809034758546	0.7196182042953617	-6.839841623050288	GSE121248
ACOT6	-0.158849281853282	4.695227476635514	-2.5478383329289693	0.01225395717203166	0.025017393745960084	-3.7919165814911713	GSE121248
ACOT7	0.03672903088803168	8.236958878504673	0.4149608335463066	0.6789982675952455	0.7437925273836284	-6.856734246048683	GSE121248
ACOT8	0.24127329343629295	8.362917476635515	4.178226043512681	6.0027012795338756e-5	2.334646181543007e-4	1.1400743576182686	GSE121248
ACOT9	0.28187231274131286	8.318205420560748	3.607792046215012	4.7042065386210014e-4	0.0014408702454889136	-0.8026061056467366	GSE121248
ACOX1	-0.588902482625482	10.915970747663552	-3.706532428659982	3.341201040164142e-4	0.001063989843751875	-0.4818263638529805	GSE121248
ACOX2	-0.8080542818532812	10.131033925233645	-3.7070642671720964	3.334994131228839e-4	0.0010624798965527377	-0.4800804274956958	GSE121248
ACOX3	-0.44104238996138945	7.728513271028038	-5.751388868802036	8.425898786316774e-8	6.91231377049957e-7	7.457408550439296	GSE121248
ACOXL	0.02994699613899638	5.133613925233645	0.7257356389444121	0.46957922523460405	0.553345443473908	-6.680048894045753	GSE121248
ACP1	0.370649486486485	9.867124485981309	4.602228773659062	1.1508163310357568e-5	5.4575338236365414e-5	2.7154326735527006	GSE121248
ACP2	-0.23448865250965195	9.278717289719626	-2.728102372712086	0.007443175237594469	0.016199238713696096	-3.345574795003532	GSE121248
ACP5	-0.31876996138996183	7.488614579439252	-1.9783783862197974	0.05044656022921254	0.0848564819568559	-5.020742027006406	GSE121248
ACP6	0.43335435135135103	8.674441495327104	4.1655915443187785	6.295924367628166e-5	2.435625871759123e-4	1.0947777668691492	GSE121248
ACPP	-0.07127727413127413	4.9663827102803735	-1.512482586555256	0.13334798061028152	0.19409291550454694	-5.810988090459935	GSE121248
ACPT	-0.3362717876447878	7.310405327102804	-5.768137558356659	7.811023746405796e-8	6.475350592818798e-7	7.530911301083022	GSE121248
ACR	-0.142369505791506	6.031499719626169	-3.575656623320411	5.251256168432531e-4	0.0015905120500127102	-0.9055470454389729	GSE121248
ACRBP	0.03846045173745147	6.185706448598131	0.6842682327326823	0.4952795707096638	0.5780874873449222	-6.7091500227000065	GSE121248
ACRC	0.22901065250965283	5.530628971962617	2.4006374209948182	0.018085905549836172	0.0350020198777212	-4.136322669660968	GSE121248
ACRV1	-0.19249479922779916	5.432822336448599	-5.062848644183409	1.7221716990596059e-6	9.966055059761533e-6	4.539812612749961	GSE121248
ACSBG1	-0.015922459459459668	5.176282897196262	-0.352558028835437	0.7251106823667433	0.7823685667141396	-6.880650684049435	GSE121248
ACSBG2	-0.028900142857142888	4.672013364485982	-0.7644510071699392	0.44627474064200456	0.5311782902815454	-6.6513496225751885	GSE121248
ACSF2	-0.11965393050193089	9.261367943925233	-1.041720539798954	0.29988038799074107	0.38313744155776996	-6.402878126593365	GSE121248
ACSF3	-0.1744527992277987	6.997715514018692	-3.657497888347701	3.962999894815255e-4	0.0012380746332315991	-0.6419661299848416	GSE121248
ACSL1	-1.0905558185328175	11.818927943925233	-5.847410056388572	5.449278369496015e-8	4.739630242768765e-7	7.880304503519514	GSE121248
ACSL3	0.28184066795366813	9.62937093457944	2.7204681901605827	0.007605663330050837	0.01649840391090904	-3.3650176977451247	GSE121248
ACSL4	2.81381951351351	7.817862990654206	8.332047988854713	2.8470815460922435e-13	1.2312637151519795e-11	19.761981418303744	GSE121248
ACSL5	-0.45009192664092484	9.510011121495326	-2.3618629521119425	0.019984892157428946	0.03818792683595852	-4.223989455329477	GSE121248
ACSL6	-0.2589340038610033	6.469086355140187	-5.089352910009792	1.5391127773778204e-6	9.019482824972987e-6	4.648092353032218	GSE121248
ACSM1	1.026884606177604	6.5443717757009345	3.974666384591481	1.2798903282719586e-4	4.555211765526819e-4	0.42245576279605057	GSE121248
ACSM2A	-0.8737231969111972	12.087259439252337	-2.8011069790919056	0.006041481586321201	0.0134679595149872	-3.1572617815927466	GSE121248
ACSM2B	-0.8032716409266398	11.173578971962616	-2.818595237596361	0.005743659252531685	0.01287396390729745	-3.111513908939883	GSE121248
ACSM3	-2.0283939111969076	7.77828738317757	-8.653769649472103	5.4339303315574924e-14	2.8482960602980755e-12	21.386669835698495	GSE121248
ACSM5	-1.009640474903474	10.154096728971963	-4.214768125409032	5.226587237096498e-5	2.0723562258595868e-4	1.271635937782352	GSE121248
ACSS1	0.07713144401544407	6.898070093457944	0.9598330721937558	0.3392949419118637	0.4239822421535369	-6.484070989216737	GSE121248
ACSS2	-0.03609854440154401	9.236497102803739	-0.2683252174434671	0.7889636612326693	0.8360040198155904	-6.906778237880291	GSE121248
ACSS3	-0.11166069884169821	8.784221214953272	-0.4663866923859155	0.6418832689308172	0.711811110779571	-6.834111663030064	GSE121248
ACTA1	-0.011785386100386607	4.362503177570093	-0.1618617321117538	0.8717188328092829	0.903197424349613	-6.92966927258083	GSE121248
ACTA2	0.4586507606177605	10.351482710280374	2.521170728859591	0.013165112289409383	0.026560998667364343	-3.8556622063393218	GSE121248
ACTA2-AS1	0.07335950965250936	5.525211121495327	1.9438834591586105	0.0545255542189533	0.09065227613305496	-5.0860366352398385	GSE121248
ACTB	0.11198135135135076	13.617507476635515	2.2808449091663743	0.024530978556277835	0.04562434819893226	-4.403007263045377	GSE121248
ACTBP9	0.22534758301158278	7.301046355140187	4.029356073073848	1.0467947076847739e-4	3.818702880474071e-4	0.6126795533788529	GSE121248
ACTC1	0.03800276061776028	6.232752429906542	0.6896577915538833	0.4918967504828585	0.5748176209107506	-6.705463618702304	GSE121248
ACTG1	0.21679235521235435	13.125942990654206	3.4002071644829823	9.462225940564118e-4	0.0026849960981619003	-1.4546899256571173	GSE121248
ACTG1P17	0.053305606177605706	5.465330934579439	1.331688336641242	0.1857818081748781	0.2567809602043674	-6.063301552814497	GSE121248
ACTG1P4	0.570661393822393	8.116581775700935	5.87497431139059	4.8054428031983467e-8	4.2372435062007956e-7	8.00236652812005	GSE121248
