gene,meta_logFC_FE,meta_FDR_FE,I2,tau2_REML,Q_p,logFC_121248,FDR_121248,logFC_41804,FDR_41804
SUV39H2,0.5293771861806121,9.361320595298283e-10,58.33447549072834,0.02886881986420861,0.12133014764372614,0.46532266409266354,9.40200265731142e-6,0.7799285651999998,0.00322695301896976
SLC25A25,-0.930336985828082,6.292552787115594e-10,0,0,0.691813740155771,-0.8966186640926621,2.6900484031056233e-6,-1.0247128540499997,0.01095289365351983
CNOT11,0.49887326288642603,7.252690199734059e-11,0,0,0.8056567555687542,0.5088622779922769,1.51968961328262e-7,0.46701842895000006,0.02953797214510825
C1ORF74,0.45479736018458944,2.598907370781993e-10,0,0,0.5575801537393302,0.43653589575289525,5.073582206825311e-7,0.5421295763999999,0.02210366792129608
RSPH10B2,0.35178336042414865,1.2834539872925514e-10,0,0,0.9654267072730748,0.35300792664092584,2.719443524878517e-7,0.3476666464999999,0.02636431728165965
APC,0.4478327811652029,1.5859531920189888e-11,0,0,0.5829929468619278,0.4670389420849416,3.4616862576170234e-8,0.3855608050999991,0.04012964285701634
CD81,-0.7502991089965134,9.72925849125279e-10,0,0,0.3739120888170608,-0.6948787953667942,4.455468559622654e-6,-0.942293834800001,0.00822244057507983
RSU1,0.45704196967874927,4.6333339595678505e-10,0,0,0.989516645008454,0.4564722857142859,1.3713625288177048e-6,0.4585010685500001,0.01570277262961293
ZCCHC2,-0.4832338188131384,3.489083323015107e-10,0,0,0.8698470384936554,-0.4735393474903467,1.0651704120345908e-5,-0.4979367040000008,0.00321317531778913
ACADL,-1.5324083641252562,1.2481966908406088e-10,0,0,0.8332497568587794,-1.5090273861003836,2.509186226705631e-7,-1.6288054476499991,0.02731598998047823
MFSD5,0.3977081331444086,7.757873414310279e-11,0,0,0.5275532116252064,0.38321636293436206,1.3394685851145084e-7,0.4900005727499986,0.03110694422369189
DHX30,0.28969699702057955,2.5309070705942055e-9,69.88583612909675,0.03316443739504386,0.06841283795060332,0.26500216988416986,1.622320868093764e-6,0.5730773650000007,0.01474906767576309
CASC7,0.6253791262377992,8.731961220723211e-11,35.04979903615002,0.00993688214882173,0.21467123198842084,0.5430610038610033,2.5381061853437794e-5,0.7811817865,7.481768409007686e-4
MNS1,1.2966945379915649,1.4995549331311936e-11,46.0335103722132,0.06521014481169135,0.17343467570283372,1.4662428648648624,1.7498292256742717e-8,0.9339685211999994,0.04623482319591419
NUDCD1,0.7491499437076115,1.504430583155875e-10,0,0,0.8948704808736333,0.7574222625482614,3.052962657978354e-7,0.7232680648499984,0.02634223320139976
XRCC6,0.37853715745552285,2.953133549617929e-10,0,0,0.8546738866926155,0.38499955984555934,6.845782464130569e-7,0.3617593579999997,0.02031712405568845
GABRP,-1.2423850950540087,1.5509816906465534e-10,25.22026510301157,0.06874533342477726,0.24751762905835217,-1.1750926718146713,1.700692093380328e-7,-1.9134418324499989,0.02974346986530595
TRIP4,0.4844740326195592,1.1773546225777531e-11,29.374715641277763,0.00459304637385062,0.23407554160267613,0.5364932471042462,1.670073155262663e-8,0.3596540324999999,0.04727250720294521
USP2,-0.6929423553725603,5.0112019405918e-10,21.5210165641153,0.01481908623299582,0.2589752872347422,-0.6497762277992272,5.830090163205984e-7,-1.0208791033499989,0.02245947202308471
HAAO,-0.7952907677309694,6.376722105598478e-10,90.80666619517376,0.5588567025750251,9.734234060246764e-4,-0.623495903474902,3.6946791077131314e-5,-1.7329424023999989,2.5757556237390473e-4
CHAF1A,0.46362778842497154,4.2001311918419444e-10,0,0,0.46516441048303825,0.4406102586872584,7.683309733873852e-7,0.5779049631000015,0.01976655684951332
