gene,meta_logFC_FE,meta_FDR_FE,I2,tau2_REML,Q_p,logFC_121248,FDR_121248,logFC_41804,FDR_41804
CD160,-0.6321662253841117,4.3344264858373356e-17,0,0,0.33405290349477096,-0.6069842239382233,6.125410501955522e-11,-0.8224794390999994,0.00697133335697555
CEP55,1.436637383002108,1.7000532417010463e-16,88.43318555101088,0.7088096715345248,0.0032788406157599,1.2067694401544384,2.3331514303503923e-8,2.4728816018999984,7.579068237391073e-5
GBA3,-2.604731870356254,1.322167767440001e-15,0,0,0.356144200253071,-2.463556706563704,2.2968546660368303e-9,-3.1847893398499982,0.00204307746154919
DDOST,0.6203914713842325,8.493662892773185e-19,93.05524970869908,0.12024863100755702,1.478520945957254e-4,0.8575059999999992,1.1683861087434356e-13,0.3491304809999997,0.01393729739647708
FOXM1,1.0766999290950243,5.485699491679163e-16,0,0,0.607291254167423,1.1203555019305,8.474209495805344e-10,0.9798707808000005,0.00316900783346852
SPAG7,-0.4058596364665053,7.41609522661462e-16,42.1807429725906,0.00770611086318991,0.1884712404964774,-0.382154532818533,5.248748608422927e-10,-0.5733050650499991,0.003853079656771
PRMT5,0.6591066425950661,5.679772942596457e-18,0,0,0.33026259963574833,0.7008719034749024,1.3971900880444638e-11,0.5390504771999997,0.00947299763281151
FOS,-2.151589852065568,3.044925403432241e-19,0,0,0.7084612157661494,-2.191916691119689,2.7729785334347693e-12,-1.9698657006499989,0.01154499233608923
CPSF6,0.5866461380443482,2.55250514970897e-16,7.608783280535139,8.719292568830834e-4,0.2981715536114471,0.6358865521235508,2.269785072722604e-10,0.4844962639000008,0.0052689374227497
DDX39A,0.7762136222080587,1.2813864674718485e-15,0,0,0.6101611275844219,0.8114129922779912,3.321368442195366e-9,0.7131974700000004,0.00174255253734598
DNAJC25-GNG10,-0.8908203789747742,9.743626090334362e-16,25.924711222685445,0.00830758558369857,0.24528198696922923,-0.986148486486484,7.683318105836422e-10,-0.73298827715,0.00353083433547573
PIGM,0.5811592192027905,1.986851325887865e-18,0,0,0.9489387534280952,0.5794043938223927,9.040732930271991e-12,0.5905188640499998,0.01072908331038841
KIAA0100,0.6778212247699499,3.703329691016504e-17,0,0,0.7816722305943546,0.6890650694980688,6.548254238653347e-11,0.6376618767000003,0.00746476161228508
GPSM2,0.8380010998729102,1.0276782478482774e-15,0,0,0.6428560751786019,0.8094331737451718,5.342521043068626e-9,0.9123656228999992,0.00112559440752228
PDCD5,0.6059722379515878,9.337792934994746e-16,0,0,0.9438051798881408,0.6024430656370643,6.290451692976143e-9,0.6132237459499998,0.00100134853749203
ABHD14B,-0.7339477029948185,4.2842848362083253e-16,0,0,0.8841011759944093,-0.7272270115830105,5.447202929506966e-10,-0.7572950606499993,0.00426826826363325
CCNA2,1.1100544164415935,1.0312505979287183e-17,0,0,0.38888463913347526,1.171820131274129,2.0803687999091318e-11,0.9268911170999986,0.00940003100858863
NOX4,0.927670277326678,3.6772773288544313e-14,88.82606389885522,0.6666312459643456,0.00277561057801968,0.8189900656370654,1.3104709532844221e-8,2.0441354319499996,5.307611571898246e-4
CCDC93,0.6127739823760624,3.17221252463495e-17,0,0,0.5151226450819231,0.6385744015444004,4.9131216347382544e-11,0.5342113002000008,0.00822310324233944
KIAA0101,1.6002935204519066,9.483845463820502e-21,7.25462887913094,0.00631696420266551,0.29909588796684394,1.6877745366795338,2.7898066550185916e-13,1.2704618329999997,0.01427475924604849
PROM1,-1.8292953005693764,2.5865473692878996e-14,83.86096795937752,2.2629055666436955,0.01280278943544263,-1.6808469691119672,2.294506561002979e-9,-4.0039489641,0.00253118382115643
ASPDH,-0.4434036497243261,3.07878392280656e-13,91.34942770104604,0.5911351914173825,6.738843299035359e-4,-0.40843720463320415,4.507261482461262e-9,-1.5460788706000002,0.00150141198373487
CSNK1G1,0.5317646341338211,7.952600026792595e-16,0,0,0.9890605719482592,0.5322733474903466,1.093919201299021e-9,0.53030562855,0.00331948531534447
KIF2A,0.7870753153905986,6.06265199609904e-17,62.70922664929035,0.03003821958752067,0.10151187298883244,0.8928230965250954,3.6064690132563806e-11,0.5833047695499998,0.00881422120221585
SMPD3,-0.4717429398431085,4.363805615656881e-15,84.38402579167213,0.2732283073797578,0.01138828386837589,-0.44479215830115776,2.4823628499236534e-10,-1.2495175839499997,0.0060025317319613
LIX1L,0.602186937430468,2.1670081872556728e-16,0,0,0.32422347410897223,0.5555111119691104,2.2494828713495677e-8,0.7036591924999978,2.3474690970801083e-4
SMC4,0.8842731821709583,1.4477340576274362e-15,9.692737484551902,0.00313862366077978,0.29266294216104194,0.8193424787644776,1.3481381635577282e-8,1.0738270133499992,6.26100061538147e-4
HDAC6,-0.754582520671178,2.0668800076437322e-15,0,0,0.3196011804269476,-0.7055121351351344,7.369679038522539e-9,-0.919782489,0.00104802872116138
RAB26,-1.192800268675436,1.4876686039553335e-18,86.26416268117565,0.22264117743958867,0.00697177640718374,-1.467553432432431,8.960387809613667e-13,-0.7490935261999999,0.01363729733759491
ITGB1BP1,0.6707980827350739,2.8098780441547826e-15,73.4592508365804,0.03652352901134945,0.05224858733296941,0.812311845559844,5.295889601437151e-10,0.49697253250000023,0.00464519736312922
CKS1B,0.957604673194282,1.343742069684711e-18,12.033713040452543,0.00398265398020965,0.28632970118800966,1.0205953474903455,4.652492289677485e-12,0.7633180529000001,0.01215907200639014
KIAA1429,0.6970428433694886,5.139820567145817e-16,0,0,0.4373930304562272,0.7392902664092659,4.111837102435207e-10,0.6014769956000008,0.00512092871986544
ZSCAN2,0.7690188480755389,9.549965164908328e-19,0,0,0.6851363415267334,0.7851365714285703,4.963078894998203e-12,0.6987996066000004,0.01218491639028804
SLC25A43,0.8543416275830861,3.6878248351106813e-16,0,0,0.3763348424894533,0.9127841621621616,2.6691030492883814e-10,0.7209371024999992,0.00610103410839071
SNAPIN,0.6752998926290631,8.739396220766552e-21,0,0,0.5488480957961996,0.6942867606177593,3.062713819910578e-13,0.5852720231000004,0.01460442403930289
MASP1,-1.7298889979831953,4.1294385042340556e-26,0,0,0.610149301424712,-1.7600797413127385,8.134607211551669e-16,-1.518534123749998,0.01787520737954973
MKI67,0.831684014230557,9.861186780584694e-15,72.08574286695432,0.1501226136260473,0.05839477231391429,0.7673375559845553,2.2750213465472082e-9,1.41271438235,0.0029186513620853
CELSR3,0.8209208379944929,3.183741721197673e-13,91.65560444610168,1.3331627464392413,5.365664394079476e-4,0.7362901428571416,1.3402843065358322e-8,2.441889680399999,6.822924750357827e-4
MS4A6A,-1.0983906089293116,1.5944879314652825e-15,45.738173710430495,0.030562113131931,0.17460953228258108,-1.2398382162162147,6.896033558638165e-10,-0.8742709697499996,0.00442812734638276
PRMT3,0.8050889082957338,6.827847014039173e-19,55.97476641173443,0.02389315627933271,0.13177871619716686,0.8852356756756737,2.1537291968876113e-12,0.5930522243500002,0.01338445882433452
ASPA,-1.668899951876939,1.6998632206018786e-19,77.87076024892929,0.253924793683784,0.03352221971267913,-1.9227453166023136,5.333108407923252e-13,-1.1151750053000002,0.01452068780028372
APOF,-2.6652258944393408,3.5528322792802927e-19,0,0,0.8727399204475921,-2.685010308880304,2.698540525074092e-12,-2.5605477887499983,0.01335102939126145
HLTF,0.8241192398016632,6.480294653114672e-16,0,0,0.966112997960876,0.8218578725868706,6.266395801669465e-10,0.8316394524999995,0.00464553796638232
ST8SIA6-AS1,1.811118122351426,1.9018728227039788e-14,81.06138675678373,1.0126775163981117,0.02156905147912989,1.6188039729729704,1.1409345114686832e-8,3.199482549399999,8.623081366643624e-4
DSTYK,0.735489552701586,7.325130394977029e-16,0,0,0.34008128772188095,0.793198420849419,4.5925334591360894e-10,0.6166805451,0.00516864275893684
GNPAT,0.735340233150243,5.190635004740049e-16,51.01734272062317,0.01700365392893957,0.1530547379642589,0.8263498532818525,1.9078784772322394e-10,0.568167111,0.0072149437812512
TNFRSF10D,-0.8979704827302042,1.1916383309914715e-17,0,0,0.4398364593243136,-0.9411083629343616,2.0364939163679798e-11,-0.7595076524999999,0.01086036890046718
NUP62,0.645299963084402,6.353554664235148e-17,0,0,0.39731199204559775,0.6828244980694963,6.308027896687578e-11,0.5420442728000001,0.00878635990624124
ZFR,0.4742494245704816,2.0985385394927368e-19,0,0,0.42728604394704056,0.4945413629343619,1.6757494474191124e-12,0.3958534850000001,0.01379937425040052
PPP1R3B,-1.5054215813440286,2.3972623109760965e-15,0,0,0.7133628149576419,-1.552442965250963,3.74701094586474e-9,-1.41152503115,0.00218229346537108
MIR4435-2HG,0.6265459487132186,1.2892613305629576e-13,89.50947438498015,0.4188530460907974,0.00201874764644986,0.55806698069498,1.4264377646573702e-8,1.5254786761999988,7.21874953066667e-4
UBE2O,0.3859519297906792,1.9824883692576073e-14,77.57557372733787,0.04704679810499267,0.03470922204176652,0.35348232818532793,3.551495451060038e-9,0.7017535067499993,0.00237901205203056
ANKS4B,-0.502609825095118,1.8132759240871533e-14,76.0230498569772,0.07232761775828679,0.04112947807275476,-0.4615770077220075,3.18076515389717e-9,-0.8977858192000001,0.00262753475541063
TCTEX1D1,-1.5222293361156212,8.982400358752283e-31,0,0,0.3927123659096703,-1.4988074324324308,5.485752688686462e-18,-2.0221888882999997,0.01944247434670543
EPB41L4A,-1.50660525278155,5.326767759272691e-16,0,0,0.8071596451435098,-1.531279930501929,4.2858241040362947e-10,-1.4310065616999996,0.00576732549638415
EML6,1.1971844409049697,7.409212540285558e-16,0,0,0.912611360441154,1.205992293436292,6.338596319153428e-10,1.1698800774999998,0.00492914428127366
MT1X,-1.7275234839381668,3.07532485035447e-17,77.88318307841332,0.33300702813688066,0.03347252390122986,-1.4701340193050163,4.752239653793969e-8,-2.394874461199999,5.630568628085611e-5
PGS1,0.5599672550008558,1.1011125401005342e-24,0,0,0.7643066702710924,0.5552003667953661,3.5313640234141674e-15,0.6114305462499997,0.01851468595528883
CCDC34,1.310621622501674,2.8751581639005224e-22,49.11758491914525,0.04792359026094265,0.16094597234785604,1.404871389961388,3.308504008417394e-14,0.96312687195,0.01726256485229542
RAD51C,0.733603028954338,5.505152504831184e-17,0,0,0.45763909577991874,0.7693846100386087,5.4675700858115815e-11,0.6262799541499999,0.00976053524738621
PLIN2,-1.147774901371801,1.3390506465066417e-15,0,0,0.7836939271580059,-1.170654949806949,1.013195598722731e-9,-1.0862450800000003,0.00451095096170731
FABP5,1.281009036665461,2.054989114227131e-15,0,0,0.6188486609886732,1.347656949806948,2.0021491214277315e-8,1.1934473214999997,6.563207012238886e-4
MIR6883,-1.0845874464730982,5.033775640107971e-22,44.65938201788449,0.0280191486398891,0.1788696066856121,-1.1591973436293428,4.4950658070202185e-14,-0.8049667141999997,0.01752690369698832
UBE2C,1.2766377616141693,3.992904091899284e-16,0,0,0.9583230377354472,1.2727058301158285,2.8315914664054483e-10,1.2921227853499997,0.00739523284103811
DHRS1,-1.1897103847157853,4.0710422647507003e-16,52.28524355599514,0.05197746196902575,0.14770556812707117,-1.0621747142857128,4.000647933503169e-8,-1.5080700862999985,1.7559250646272557e-4
C1QTNF1,-0.670024309665886,1.4888386736756065e-15,73.66678804228701,0.1753343198294282,0.05132960107322174,-0.6328683166023151,1.9078784772322394e-10,-1.3228103384499998,0.00822310324233944
POLA1,0.6650777913172597,9.889452542365647e-17,0,0,0.851931807286158,0.6586182084942068,9.261126767050948e-11,0.6964393860500014,0.00932196349203961
JTB,0.4945730327646302,8.574130199087328e-16,14.203187948057918,0.00276356243656052,0.2803186264813823,0.4716986872586861,3.222562372796856e-10,0.6689667235000002,0.00739523284103811
ZCCHC9,0.7672087973150394,2.0476451073302156e-15,33.65420933783211,0.00929695620450617,0.2195584842275633,0.8520874749034734,6.759389340980812e-10,0.6170345312000004,0.0055123953938933
DTL,2.1187791085974523,5.295869286500462e-25,0,0,0.34821371300077086,2.1973312625482593,2.0612098919404596e-15,1.6870031823999991,0.01970968129304507
TUBA1C,0.6422535004864746,4.4019050579299145e-15,0,0,0.6970051802039768,0.6253176061776055,3.7082322085019704e-9,0.6965822680000006,0.00296038708635198
MCM6,1.0912913019670611,2.5055277820589472e-18,0,0,0.36463612502365805,1.1497249845559832,6.217490334171513e-12,0.8914322650500005,0.01423994736546323
COMT,-1.0193159059248056,3.455021854813941e-16,0,0,0.8605356547996611,-1.0384942239382229,4.2837092694631614e-8,-0.9965357289000006,2.3474690970801083e-4
CYB5D2,-0.8179003417130067,1.5360042176086645e-15,5.6633101287466685,0.00253358215134392,0.30320766911571523,-0.7791059613899609,5.689402259007825e-10,-1.0782272484999995,0.00620887120015971
SERTAD1,-0.7568807306711205,5.567232079492489e-16,0,0,0.4322531718602109,-0.7294602895752882,2.5800156607972245e-10,-0.9348518358499988,0.00822310324233944
CDCA3,1.2474239254858128,9.91170779533801e-17,0,0,0.4085093457817539,1.2052606293436263,6.738809537009713e-11,1.5788803791999988,0.01072908331038841
IVD,-0.7429237477475844,6.588269385231836e-16,0,0,0.5269391475355701,-0.776457293436293,3.1319668825601247e-10,-0.6514762363500004,0.00804643298517421
SFRP5,-0.8517573386789462,8.308961658324846e-13,93.12787148665302,1.7099494747422987,1.363776967517192e-4,-0.749312698841698,3.961519785550204e-8,-2.6656272548499995,3.4598042147956893e-4
SETDB1,0.7087850070816819,3.824041312767174e-21,44.925136863876546,0.01228214392679218,0.17782473300908805,0.7599467451737442,1.2249863498269177e-13,0.5261128928500001,0.01774479258358249
FOSB,-2.4357569763026925,1.4729131023798258e-20,0,0,0.946324115430655,-2.4294788416988387,3.841295759571449e-13,-2.4809595485999996,0.01678803725341566
RBM3,0.8264354071015512,4.228896079131103e-15,3.6332129842143384,8.212247583210818e-4,0.3083565472377496,0.902963544401543,1.5783074032686876e-9,0.690345271500001,0.00453138931836153
FAH,-0.995074635216177,3.217060715123015e-15,0,0,0.7158059403036812,-0.9646808146718128,2.15772154449173e-8,-1.0579886176999995,7.514334119046312e-4
GCDH,-1.037613452808155,3.455021854813941e-16,0,0,0.938055601449623,-1.0423895250965252,2.1436902808991664e-10,-1.0190671398999998,0.00875844772063083
MT2A,-1.40945707164453,3.873324914378267e-16,79.77835311192787,0.29013530783319946,0.02616327765019463,-1.2011393552123537,6.377562312955473e-8,-2.0539895559999977,9.105281384094535e-5
ACACB,-1.1467116912731556,3.3953543216107315e-15,74.77514349060606,0.11691063955385345,0.04647363605874253,-1.3805644942084925,2.9641999475814255e-10,-0.8213693540000001,0.00834108262555758
NETO2,0.8197092722925006,1.2059613905387942e-14,77.06833776013305,0.2995615955466088,0.03677540113417636,0.7659540077220074,8.674299700472593e-10,1.6476524415499991,0.00558319448297072
SAC3D1,0.7360877757799291,9.732040757736081e-15,0,0,0.4017211659107023,0.6943779382239379,1.2227901246410628e-8,0.8738396949999986,0.00160744108763141
LOC100506047,-0.4378806583709253,1.1531470548482697e-14,86.26186876494278,0.4794927666633376,0.00697649596730461,-0.41740891891891846,2.2416483635548483e-10,-1.4717875526499995,0.00881488020837334
LOC100506844,0.8551134690691262,5.579129613098974e-17,0,0,0.5036004418055666,0.831283895752894,4.6682206232407865e-11,1.0327421516500002,0.01188258730741158
GBAP1,0.7855459788646858,1.356660565471086e-17,56.65619582326532,0.02437959511324521,0.12878123719650525,0.8707348378378363,1.0563443851246372e-11,0.5773723790500006,0.0144422370379222
MIR3658,0.8272451884469871,8.683931787485646e-15,39.85385030033986,0.01958006120009174,0.1972503764984115,0.7569369652509647,2.3573122166905832e-8,1.0704003925499996,7.84225543753397e-4
TBC1D20,0.4823461446299594,9.30489366930459e-16,0,0,0.823980330977095,0.4893562857142849,4.5311276363158846e-10,0.45931705349999974,0.00754659017006286
BRD8,0.5652306976535317,1.5222851782429622e-15,0,0,0.5530583131999807,0.5901776254826246,6.2436186781086895e-10,0.5010745230000004,0.00687244145574678
AKR1D1,-2.763843056470357,7.13639665800524e-16,0,0,0.3783561747248664,-2.557761216216213,5.462803366573877e-8,-3.164105313299998,2.3474690970801083e-4
ILF2,1.0443456205582322,4.9488180968885325e-23,83.24115552230026,0.12716185128212987,0.01457607053611445,1.196427463320462,5.074247169875688e-15,0.6436830412500002,0.02095100070951163
YEATS2,0.6415762222658766,1.8347546623357947e-15,0,0,0.7490680882656997,0.6294175907335896,8.679105789532391e-10,0.691182656,0.00601517967153169
ACLY,0.839612563208318,1.3331984858629546e-17,0,0,0.4682666600285213,0.8757594787644778,1.7074309235311835e-11,0.7118836199999999,0.01390573384231503
NOTCH3,0.7073155075228994,4.294214168007984e-13,87.74601186035736,0.584338249699741,0.0042810005060145,0.6429642432432423,1.1730442661210853e-8,1.7970377258500003,0.00193093213951737
CDKN2B,1.1644147386168973,7.628713839291717e-15,0,0,0.8592731098741926,1.1491784324324306,5.6814304827954204e-9,1.2062787925999994,0.00286603058730647
TEKT4P2,0.8960410420071425,1.7379164587348644e-15,0,0,0.40466539908431937,0.954667783783782,5.652190863016693e-10,0.7600831965499997,0.00739523284103811
HAX1,0.6139208486786913,3.660641728375002e-15,66.81677975235345,0.0305465618122846,0.08257018564805149,0.5417357027027019,5.6654597593600895e-8,0.844115933999999,2.846928825294969e-4
IER2,-1.0156392827753862,5.9979556459325584e-18,0,0,0.4833448898961727,-1.0561840579150568,1.0400597401219487e-11,-0.8632163931,0.01492507877506174
EFNA4,0.931054223233004,1.9226742097208512e-22,4.925912292363784,0.00148424004716779,0.30509029623360684,0.974465038610037,2.9595157207242433e-14,0.7289807323000006,0.02025742541908947
SNRPE,0.8274978220289267,1.4843793668604725e-25,86.60480861480046,0.09519038800739764,0.00628972591835118,0.9521541698841682,2.5990226227909743e-16,0.48329702,0.02314693744860832
SLC26A2,0.9490302289679716,4.571608700094115e-15,0,0,0.5011626596791495,1.0010815328185318,1.5577229325670532e-9,0.8336934043499997,0.00547451112742859
CLDN10,-1.9450728995203792,7.79584202771513e-15,87.16416477367432,1.3607289447958388,0.00525161654255807,-1.6439541891891876,7.70399906619498e-8,-3.410934957999999,1.5048462015386768e-4
HIST1H3G,0.3829001767078892,6.983892414568535e-13,89.47491395659685,0.4346927698662465,0.00205347638092058,0.3575388185328185,4.3728060755397894e-9,1.3432633423499996,0.00354094500204093
CRTC2,0.36762558823758296,1.014067626856853e-15,85.69100658864666,0.0338344145738653,0.00820299513803531,0.3074945289575284,8.978494874920816e-8,0.5885077214499996,8.559084097334515e-5
MRPL24,0.6366773603296476,1.6600367986167343e-14,0,0,0.46724563892248405,0.6061061969111966,9.816914065352993e-9,0.7442083799999998,0.00251609648926195
TKT,1.088867364220461,1.4103094499728667e-14,0,0,0.9815851690844284,1.0867874092664085,1.3264387525064056e-8,1.0935034628999998,0.00212880328053198
WDR12,0.6502283651357006,2.4316492769513876e-15,0,0,0.6029890447389628,0.6751110888030881,7.91383009709602e-10,0.5838394992500001,0.00731073462876761
SESTD1,0.8137461528725107,6.0286278331630616e-15,0,0,0.4943586994052472,0.767866185328184,4.6729995476440916e-8,0.913880614599998,6.008442444743904e-4
HEATR1,0.5447878590896629,6.251880749856531e-15,36.01383395245528,0.00536264274927794,0.21125019274283047,0.6076945598455585,1.1049311586782386e-9,0.43512279049999886,0.00651042561106371
FTCD,-1.3339259107155326,9.922132314787032e-15,0,0,0.8745697317414163,-1.3186146718146698,5.2810076684500165e-9,-1.377631425850001,0.00337940442993828
TMEM25,-0.5221223720245229,1.2988735759690604e-12,89.48217044217424,0.5408251534831405,0.0020461536803992,-0.4781534478764475,1.3569412242311549e-8,-1.5776026896999988,0.00215881759049155
ID2B,-1.1066815454173724,3.605834103429413e-15,0,0,0.7763901016534126,-1.1290538841698825,1.2140928582505047e-9,-1.0421058098499998,0.00656153812646913
DARS2,0.5865804638100166,1.7370749992230503e-14,49.984517573438,0.02553435550289965,0.15736347078829205,0.5491130386100376,2.5884255938178686e-9,0.8687519888499989,0.00491032333119495
CYP4A11,-2.00125943988822,1.81704950766571e-14,0,0,0.5319980112326659,-1.917525212355211,9.172996854807736e-9,-2.2888022173999985,0.00284506526921179
IDNK,-0.8263078592726325,2.1006510842048972e-14,0,0,0.577043562505051,-0.7938452625482618,1.2714576836656429e-8,-0.9274920367,0.00249504462555203
GDPD1,1.532724229697755,5.795881909096718e-21,0,0,0.7258573199088421,1.5548372393822378,1.981800165037749e-13,1.397700722800001,0.01995284815119609
PHYHD1,-1.4089271522344864,1.8364057157035743e-14,15.465968765803584,0.02088695808848576,0.27675512807642766,-1.3261779691119675,4.655930587857342e-9,-1.84589150855,0.00386272479933759
THRSP,-3.2431575836312976,2.9440911967133314e-14,28.387742946201975,0.19379640557564323,0.23732574816678512,-2.993124984555981,2.687984857539538e-8,-4.161608055549999,0.00136112779247865
LINC01138,0.6640783644454019,4.1865086765072573e-16,0,0,0.6653872400806151,0.6501955212355205,1.6824147640645616e-10,0.7454686829499994,0.0116641612434003
SPC25,1.3549399563827134,7.23863942851646e-14,65.41285409723491,0.22830529746299255,0.08906193765321173,1.2353816679536664,1.7387223542164607e-8,2.070872027049999,0.0020063044305738
LOC389834,1.0500629428311814,3.0724395344377204e-15,0,0,0.7594739446530604,1.0313494903474896,9.233398208968325e-10,1.1304284352999994,0.00762645084957692
SLCO1B3,-3.0341386876896053,2.0894447805589383e-14,0,0,0.6112431956351376,-2.9272207297297266,1.0037691530626461e-8,-3.3781498780999977,0.00296038708635198
GPR180,-1.0420695269967473,1.0963120482234983e-14,0,0,0.7256609558295096,-1.0179686679536668,3.873203247614525e-9,-1.1260654424499996,0.00442812734638276
SERPINI1,1.2336701610366791,1.1923960051059061e-14,0,0,0.7581763220035407,1.207887413127411,4.560985512838778e-9,1.3186181946000002,0.00409306890450179
CYP2A7,-2.149178332416849,8.797673500327979e-15,59.86395080193329,0.6869787019560022,0.11446071398290128,-2.024761409266406,8.13670972784535e-10,-3.539731108749998,0.0081681812185654
AKR1B10,3.242255852864076,7.512617769476707e-15,0,0,0.5258834875982273,3.0680060463320435,5.7945580647453105e-8,3.605328708399999,5.893231641420824e-4
NIFK-AS1,0.5607254642464897,1.6901562213714396e-16,0,0,0.8654608350712396,0.5660083590733579,8.959594260219046e-11,0.5379240601500004,0.01311836693358158
STOM,-0.6531661785582089,4.549674226188295e-14,77.96748084829056,0.04802366557705194,0.03313586509381171,-0.8203688223938213,1.5559549532181302e-9,-0.4693859694999992,0.00678208163989021
MTX3,0.5425150717620568,2.4533815610083095e-15,0,0,0.8939618467593797,0.5382024440154433,7.137681620869738e-10,0.560034203300002,0.00862211831790311
STT3A,0.6876370548611428,1.6542441193719306e-19,0,0,0.457690804873359,0.7132254362934353,1.075956909018781e-12,0.5738985002499999,0.0192034727097937
TMEM38B,0.900079425517375,1.80107598279804e-14,0,0,0.8938078411135586,0.8895744633204622,3.041234285828029e-8,0.92122329385,0.00133931015093905
C8ORF33,0.7965731241484875,1.824648863107014e-14,12.987535210751014,0.00310614454882426,0.28370397937656444,0.8788725791505766,3.507732533353072e-9,0.6601656916499989,0.00483240360947715
PTGES3,0.5488615731970005,3.2840163526690356e-18,47.573170586041776,0.00862978763674242,0.16725009489028744,0.5975386486486478,4.2326821950535255e-12,0.4070653934999977,0.01804840143448766
NDRG2,-1.0092720552308372,3.1994236860068235e-14,0,0,0.4232918942093137,-0.9519063359073352,2.5940849550988883e-8,-1.187804395499999,0.00170351970921359
PGLYRP2,-2.083910159194271,4.616746713649003e-15,0,0,0.6131748567987393,-2.1620034594594557,1.0953212830792042e-9,-1.8744589107999996,0.00793482038855034
PDZD11,0.6004996465014567,3.10956241114178e-14,0,0,0.597782957748322,0.577959223938223,1.4805902262556818e-8,0.6702508331,0.00267173178017915
MPC1,-0.7812188803835491,1.1001252420488044e-14,0,0,0.8299032922470528,-0.7938783050193039,3.25235915462967e-9,-0.7475297759999993,0.00516211930099916
GABARAPL1,-1.0259378655800808,2.0128774529568708e-14,0,0,0.761509504340256,-1.0521010540540527,7.727978657338333e-9,-0.9687073152499994,0.00354094500204093
GLS2,-2.3985153515976845,2.610402933208867e-15,0,0,0.9904911879005012,-2.4002862007721997,7.096653820380192e-10,-2.3918355832499993,0.00896051951988318
CREB3L2,0.7088014778084756,7.58802086767049e-20,8.762787617678425,0.00164580443318936,0.29513592112521253,0.7477616756756752,5.799580444494904e-13,0.5539486467499999,0.02064230972190539
CSTB,0.7716880586705173,8.580384221428881e-17,72.33760867082208,0.04604348954809497,0.05726015509295937,0.8897747490347476,1.7875729943393886e-11,0.5329811624999996,0.01647711672460253
HMGB2,0.9739673940802092,1.6806475228751513e-15,48.63165859518633,0.0291757055548917,0.16294027310476517,1.0869733320463302,2.2413539907367274e-10,0.7405826980000009,0.01231150904304433
TIMELESS,0.6757229797748917,4.811834003430515e-14,0,0,0.3188604049586551,0.6313514864864852,2.4256332247379442e-8,0.8382826738500009,0.00199861806320577
MEP1B,-0.7636113975619533,1.1001252420488044e-14,77.2810889425819,0.38855853634178633,0.03590482084373346,-0.7232283243243234,3.854241796402407e-10,-1.726010506449999,0.01115223240809632
CHML,1.2541442713573636,3.1278584452406046e-14,0,0,0.8886348733808005,1.2693679073359057,1.7297886997956673e-8,1.22240157595,0.00253460490866302
FIGNL1,0.8899435131679274,6.152126540448413e-15,25.917297453886142,0.00924287819067956,0.24530560682146516,0.9794346833976824,8.155177006933173e-10,0.7123655137999995,0.0088598563307073
CKAP5,0.4655419762094877,1.37293482732252e-16,60.90718990840163,0.01049773424047759,0.10973627999750432,0.522854714285714,3.222083386392995e-11,0.33719037200000074,0.0159051097988554
ABHD18,-0.5344700616469401,1.4341252627012488e-14,0,0,0.5768144504674632,-0.5166398339768343,3.250483058725994e-9,-0.6106751814000002,0.00558341674524215
ACAA2,-0.9083267194329154,5.3252293634807097e-14,2.7078084975128474,7.465258900216951e-4,0.31066848017477405,-1.009764822393821,1.8359975683866713e-8,-0.7749484030000002,0.00251609648926195
ARPC1A,0.6322558904765896,1.109782519992754e-15,0,0,0.7485264956105204,0.6449949459459446,3.0621393508014545e-10,0.586780739249999,0.01176295038129758
USP49,0.5423516929901998,2.043851535877367e-23,0,0,0.7399247227401802,0.5486212702702697,1.0563634975799732e-14,0.49479517419999985,0.02481768183795951
PMPCA,-0.6027367030998116,1.0665222629621285e-15,0,0,0.8015530777664429,-0.5947749420849399,2.946105986454498e-10,-0.6433336018499988,0.01212963161370313
LARP1,0.4475440311402018,8.498225538693078e-16,0,0,0.880749812901822,0.45148514285714186,2.507398814985939e-10,0.4315443879999999,0.01251926458759674
SERPINA4,-1.606629577515105,4.5074939966239004e-14,17.687758368992014,0.02457748185357721,0.27036659248290146,-1.483504544401543,4.5409875057360414e-8,-2.0106704220499987,0.00121406261891677
MAPKAPK5-AS1,0.4981967042522817,1.2351222679286841e-14,17.41856644787186,0.00376562991930893,0.27114881947478375,0.473226023166023,1.4750468997867463e-9,0.68116103,0.00822310324233944
HSP90AB1,0.6853710663013639,6.246654095972094e-18,91.1450291927791,0.12101411626885936,7.779600979022108e-4,0.902629189189188,4.4725058400665923e-13,0.387321621499999,0.02168426390071089
CD1D,-1.4989315851767249,1.0071814981465457e-13,54.85750440288224,0.16685430465055096,0.13665667676752713,-1.3752149961389952,2.213795190829117e-8,-2.1551630562499993,0.00228522592737634
SNORD77,0.7209208510715526,6.105859528979944e-14,23.91168539078422,0.00524720128303226,0.25162439835641376,0.8207218185328168,3.1107964819334114e-8,0.6112267685000009,0.00174255253734598
RTCA,0.5405228347142526,6.427036159205613e-14,12.771906348958966,0.00138193005696099,0.2842998997940631,0.6083824594594577,2.95180143786357e-8,0.4612765339999996,0.0019394881750518
CYP2B6,-2.435668224640357,6.316266993327201e-16,0,0,0.9917056288163462,-2.43428242471042,1.9420376546300252e-10,-2.442081395599999,0.01341804808927873
RBL1,0.8649480610309236,2.2188084456673133e-14,0,0,0.6432514889839026,0.8390022934362922,5.550381071520147e-9,0.9607858038500005,0.00464635963132804
